gesture,[0],[7],[8],[12],[14],[16],[23],[24]
0.25,"0.504019558429718,0.3931708335876465,-0.31314602494239807","0.5634827017784119,0.3691074848175049,-0.08444620668888092","0.4550442099571228,0.3641180992126465,-0.01019150111824274","0.3748253881931305,0.6777928471565247,0.1020895466208458","0.16164934635162354,0.8362634181976318,0.028336718678474426","0.2821064293384552,0.41041943430900574,-0.10673562437295914","0.6057685613632202,1.4698113203048706,-0.03672424703836441","0.40149053931236267,1.4599297046661377,0.036124296486377716"
0.25,"0.4966657757759094,0.39351460337638855,-0.2995506823062897","0.5625182390213013,0.36867740750312805,-0.0853830948472023","0.45449215173721313,0.3640379309654236,0.0003728681767825037","0.3748572766780853,0.6766179203987122,0.10017527639865875","0.16013363003730774,0.8266388773918152,0.03674904629588127","0.29844194650650024,0.41538891196250916,-0.03864569962024689","0.6050669550895691,1.4707746505737305,-0.036547400057315826","0.40063729882240295,1.459015965461731,0.03602539375424385"
0.25,"0.4961651861667633,0.3932287395000458,-0.2858666479587555","0.5620441436767578,0.3676708936691284,-0.07377106696367264","0.4529627859592438,0.3639757037162781,0.01041140966117382","0.37477031350135803,0.6765263676643372,0.11229143291711807","0.15679387748241425,0.8181239366531372,0.15135888755321503","0.31034088134765625,0.4256998598575592,0.2291955053806305","0.6047351360321045,1.4716442823410034,-0.033879123628139496","0.40035516023635864,1.458903193473816,0.033407241106033325"
0.25,"0.49561047554016113,0.3939307630062103,-0.2890239357948303","0.5614385604858398,0.3677425682544708,-0.06979043781757355","0.4523635506629944,0.3647068440914154,0.005638140719383955","0.3742038309574127,0.6767884492874146,0.10507582128047943","0.15645980834960938,0.8122315406799316,0.03666555508971214","0.3180190920829773,0.44491374492645264,-0.021415159106254578","0.6045151948928833,1.4746865034103394,-0.024509573355317116","0.39945924282073975,1.4592112302780151,0.02408525161445141"
0.25,"0.49547070264816284,0.3939216732978821,-0.27233800292015076","0.5610455274581909,0.36782577633857727,-0.06346163153648376","0.4519144892692566,0.36520346999168396,0.00970376841723919","0.3741081655025482,0.6769075989723206,0.09806401282548904","0.15639476478099823,0.8085870742797852,0.03959612920880318","0.3221040368080139,0.45295965671539307,0.013124482706189156","0.6044970154762268,1.4789179563522339,-0.023536760360002518","0.3998580574989319,1.4612478017807007,0.02308386191725731"
0.25,"0.49412551522254944,0.39343273639678955,-0.22638794779777527","0.5607762336730957,0.36768850684165955,-0.04623786360025406","0.45188337564468384,0.3650134205818176,0.055868960916996","0.37389931082725525,0.675755500793457,0.14388728141784668","0.15745680034160614,0.8104685544967651,0.11701075732707977","0.31859081983566284,0.46002912521362305,0.08403439819812775","0.6030867099761963,1.4786540269851685,-0.02921866998076439","0.39907848834991455,1.4591659307479858,0.028777768835425377"
0.25,"0.49193334579467773,0.39321598410606384,-0.24448156356811523","0.560331404209137,0.36741045117378235,-0.057318370789289474","0.45148324966430664,0.3647974729537964,0.04011630266904831","0.3737536668777466,0.675873339176178,0.12988314032554626","0.15737850964069366,0.81423020362854,0.06281348317861557","0.3128848671913147,0.458880752325058,-0.03618331253528595","0.6030680537223816,1.4801088571548462,-0.029192889109253883","0.39893296360969543,1.460170865058899,0.02873826026916504"
0.25,"0.4951860308647156,0.39155706763267517,-0.29917582869529724","0.5608246326446533,0.36708953976631165,-0.08743583410978317","0.4516059458255768,0.3635704815387726,-0.028698045760393143","0.3734228014945984,0.6773567795753479,0.047096140682697296","0.1561252921819687,0.8287303447723389,-0.11039949953556061","0.3106608986854553,0.4596427083015442,-0.3031589984893799","0.6029735803604126,1.480087399482727,-0.02131160907447338","0.39892518520355225,1.460594892501831,0.02075393870472908"
0.25,"0.498309463262558,0.3866741955280304,-0.3118702173233032","0.5615735650062561,0.3662436306476593,-0.11515204608440399","0.4521144926548004,0.3623868227005005,-0.04183404892683029","0.37332892417907715,0.6799454689025879,0.04617040604352951","0.1580345183610916,0.8558249473571777,-0.08032882958650589","0.3033549189567566,0.45787951350212097,-0.2390248328447342","0.6026862859725952,1.4801157712936401,-0.021476494148373604","0.3986060917377472,1.4613125324249268,0.020922193303704262"
0.25,"0.5033817887306213,0.3855654001235962,-0.3316473364830017","0.5627149343490601,0.36603716015815735,-0.12260427325963974","0.45233654975891113,0.362234890460968,-0.06576357781887054","0.37337350845336914,0.6808633208274841,0.003953473176807165","0.16170862317085266,0.8703262209892273,-0.301425039768219","0.2910790741443634,0.4579501152038574,-0.7163649797439575","0.603115439414978,1.4806352853775024,-0.018083583563566208","0.39860740303993225,1.462660551071167,0.01747618243098259"
0.25,"0.505615770816803,0.3846086859703064,-0.32536405324935913","0.5639623403549194,0.3659887909889221,-0.11746849119663239","0.45357218384742737,0.3607913851737976,-0.056394338607788086","0.3732183873653412,0.6817214488983154,0.007166474126279354","0.16503462195396423,0.8907164931297302,-0.31737250089645386","0.2706642150878906,0.45802825689315796,-0.7541359663009644","0.6030296087265015,1.4814598560333252,-0.014703725464642048","0.39687955379486084,1.4643142223358154,0.014098885469138622"
0.25,"0.5093682408332825,0.3809587359428406,-0.31697648763656616","0.5642654895782471,0.36571061611175537,-0.10107499361038208","0.4541527330875397,0.3583610951900482,-0.05057699233293533","0.3735182285308838,0.6824153661727905,0.01280586700886488","0.17206290364265442,0.9054142236709595,-0.31040602922439575","0.24946245551109314,0.46422916650772095,-0.7538207769393921","0.6033603549003601,1.4795171022415161,-0.01047244668006897","0.3969131112098694,1.4634259939193726,0.009832242503762245"
0.25,"0.5116022229194641,0.37845471501350403,-0.28912991285324097","0.565360426902771,0.36564406752586365,-0.0860486626625061","0.45424479246139526,0.3565128743648529,-0.047018297016620636","0.3734526038169861,0.6877730488777161,0.017813269048929214","0.17779897153377533,0.9249564409255981,-0.2591557204723358","0.22618401050567627,0.4671199321746826,-0.6454411149024963","0.6044110655784607,1.479507327079773,-0.004561797250062227","0.39687851071357727,1.4634958505630493,0.003931302577257156"
0.25,"0.5117970705032349,0.3753475546836853,-0.27204519510269165","0.5653260350227356,0.36517655849456787,-0.07934653759002686","0.4540672302246094,0.35616642236709595,-0.04435288906097412","0.37285780906677246,0.6909031867980957,0.02168254740536213","0.18198485672473907,0.9430867433547974,-0.2364003211259842","0.1961924135684967,0.47313743829727173,-0.5474231839179993","0.6044080257415771,1.477864384651184,-0.0029328817036002874","0.3959445357322693,1.4628560543060303,0.0023482267279177904"
0.25,"0.5117607712745667,0.3727673888206482,-0.2761033773422241","0.5653175711631775,0.36493057012557983,-0.07754553854465485","0.4536467492580414,0.356148362159729,-0.05113102123141289","0.3723386824131012,0.6925493478775024,0.004428857006132603","0.1821640580892563,0.9432845115661621,-0.31548404693603516","0.1609230935573578,0.4843323528766632,-0.7466272115707397","0.6049466133117676,1.4769039154052734,0.007108044810593128","0.39584094285964966,1.4628477096557617,-0.007691823877394199"
0.25,"0.5120946764945984,0.37210461497306824,-0.3015516400337219","0.5653096437454224,0.36488133668899536,-0.07780302315950394","0.4535495340824127,0.35633358359336853,-0.054202448576688766","0.37230029702186584,0.6932249069213867,0.009621979668736458","0.18334344029426575,0.9345900416374207,-0.27301377058029175","0.13279637694358826,0.4839979410171509,-0.6844984292984009","0.6056105494499207,1.4728775024414062,0.007244596723467112","0.3958771824836731,1.4617081880569458,-0.007818923331797123"
0.25,"0.5120934247970581,0.37030500173568726,-0.3129018545150757","0.5651777982711792,0.3642311990261078,-0.07829948514699936","0.4535767436027527,0.35627225041389465,-0.053300995379686356","0.3722935914993286,0.6931644678115845,0.01215317938476801","0.182796448469162,0.9340304136276245,-0.2581193149089813","0.1148591861128807,0.4837433397769928,-0.6185179352760315","0.6085225939750671,1.4702084064483643,0.0061554149724543095","0.39846494793891907,1.4608813524246216,-0.006708118133246899"
0.25,"0.5125102400779724,0.3697735369205475,-0.34644168615341187","0.5651963949203491,0.36418449878692627,-0.0812559649348259","0.4536294937133789,0.35626932978630066,-0.05043606087565422","0.3722507357597351,0.6933093070983887,0.07200347632169724","0.1834193468093872,0.933422327041626,-0.04597795382142067","0.09483729302883148,0.4830250144004822,-0.3618394136428833","0.6100505590438843,1.4714889526367188,-0.0006295351195149124","0.3997935354709625,1.463017463684082,0.00010742760787252337"
0.25,"0.5128135681152344,0.36959025263786316,-0.37105101346969604","0.5651859045028687,0.36374011635780334,-0.08657550811767578","0.4537544250488281,0.3563028573989868,-0.050898171961307526","0.3720094561576843,0.6934813857078552,0.07275085151195526","0.18066748976707458,0.9195674657821655,-0.10159064829349518","0.07864205539226532,0.4828522503376007,-0.5662033557891846","0.6100696325302124,1.4714648723602295,-0.0031949463300406933","0.40020841360092163,1.4631894826889038,0.0026302142068743706"
0.25,"0.5127965807914734,0.36917153000831604,-0.3641636073589325","0.5651012659072876,0.36315810680389404,-0.06595326960086823","0.4541170597076416,0.3565184772014618,-0.015070895664393902","0.3720107674598694,0.692389965057373,0.10456707328557968","0.18045495450496674,0.8989394903182983,-0.12650898098945618","0.07024093717336655,0.48222801089286804,-0.6475061178207397","0.6100418567657471,1.4676698446273804,-0.011264012195169926","0.40020066499710083,1.4611005783081055,0.010648352093994617"
0.25,"0.5127764344215393,0.36918970942497253,-0.4672749638557434","0.5650943517684937,0.36295831203460693,-0.16987547278404236","0.454205185174942,0.35667508840560913,-0.13178017735481262","0.37147256731987,0.6927661299705505,0.015599782578647137","0.17711135745048523,0.8789911270141602,-0.1998462826013565","0.049189742654561996,0.477965772151947,-0.6434298753738403","0.610544741153717,1.4677201509475708,-0.011451112106442451","0.4020267128944397,1.464066743850708,0.010817177593708038"
0.25,"0.5127048492431641,0.3691066801548004,-0.46360665559768677","0.5645896196365356,0.362142950296402,-0.15892812609672546","0.4543395936489105,0.3572070300579071,-0.1257118582725525","0.37086138129234314,0.6927611231803894,0.015443501994013786","0.17567802965641022,0.8746517896652222,-0.20854108035564423","0.04690047353506088,0.4765298664569855,-0.6527899503707886","0.6107153296470642,1.4673912525177002,-0.010149695910513401","0.40213268995285034,1.4643244743347168,0.009510243311524391"
0.25,"0.5126147270202637,0.3690865933895111,-0.38637858629226685","0.5645629167556763,0.36130374670028687,-0.10342855751514435","0.4546475410461426,0.35752618312835693,-0.0539475753903389","0.3711826205253601,0.6913197636604309,0.07156044989824295","0.17564967274665833,0.8748907446861267,-0.1362251341342926","0.06363198161125183,0.47557422518730164,-0.588808000087738","0.611163854598999,1.466781497001648,-0.01138999592512846","0.4020721912384033,1.4632073640823364,0.010765168815851212"
0.25,"0.512018620967865,0.36904776096343994,-0.3591356873512268","0.5642739534378052,0.3608638048171997,-0.06314747035503387","0.45467543601989746,0.35763928294181824,-0.01359162013977766","0.37111538648605347,0.691367506980896,0.10101793706417084","0.1789996474981308,0.8822277784347534,-0.06792422384023666","0.07593041658401489,0.47026222944259644,-0.4845055937767029","0.6115845441818237,1.4672960042953491,-0.011221254244446754","0.4020165503025055,1.4639374017715454,0.010591167025268078"
0.25,"0.5120083689689636,0.3701495826244354,-0.31803518533706665","0.5642633438110352,0.361019104719162,-0.03507290780544281","0.45468297600746155,0.3584129810333252,-0.007697582244873047","0.3710213005542755,0.6913625001907349,0.0904855877161026","0.17962734401226044,0.8874735236167908,-0.06246868520975113","0.09519217908382416,0.46352696418762207,-0.3831994831562042","0.6116129755973816,1.467526912689209,-0.004507533274590969","0.4006122052669525,1.4638692140579224,0.0038984552957117558"
0.25,"0.5123382210731506,0.3700970411300659,-0.304441899061203","0.5644060373306274,0.36099281907081604,-0.032408226281404495","0.45419326424598694,0.3584132194519043,-0.015295790508389473","0.3704320192337036,0.6912106275558472,0.05520482733845711","0.18046516180038452,0.8947476148605347,-0.17780768871307373","0.13203497231006622,0.45360684394836426,-0.5525170564651489","0.6116430759429932,1.4682214260101318,0.0023475955240428448","0.3999168574810028,1.4642094373703003,-0.0030046007595956326"
0.25,"0.5124459266662598,0.3701106607913971,-0.301679790019989","0.5651541352272034,0.36096298694610596,-0.03934764862060547","0.4539755880832672,0.35817795991897583,-0.01814357377588749","0.3704618513584137,0.6907559037208557,0.048690639436244965","0.1807543933391571,0.8985461592674255,-0.17256709933280945","0.16717727482318878,0.4432201683521271,-0.4919053018093109","0.6114041805267334,1.4710766077041626,0.00487281521782279","0.39954790472984314,1.4654392004013062,-0.005532241426408291"
0.25,"0.5133829116821289,0.37011969089508057,-0.30854031443595886","0.5664910078048706,0.3609101176261902,-0.04891244322061539","0.453998327255249,0.3554970920085907,-0.04084222763776779","0.3704870045185089,0.6907574534416199,0.007175070233643055","0.1786346137523651,0.9012146592140198,-0.22244372963905334","0.1985781341791153,0.43455174565315247,-0.559766411781311","0.608959972858429,1.474097728729248,0.008060035295784473","0.3972037732601166,1.4662628173828125,-0.00869492907077074"
0.25,"0.5151060223579407,0.3709980547428131,-0.2849366068840027","0.5676814317703247,0.3611982464790344,-0.04481183737516403","0.45474591851234436,0.35545089840888977,-0.02225872315466404","0.37069493532180786,0.6908109188079834,0.03447758033871651","0.17895761132240295,0.9031572937965393,-0.10345534235239029","0.22397355735301971,0.435483455657959,-0.35098642110824585","0.6068589687347412,1.4768130779266357,0.003586655016988516","0.3955715000629425,1.4672549962997437,-0.004254572559148073"
0.25,"0.5150513052940369,0.37161967158317566,-0.23958952724933624","0.5680307149887085,0.36117812991142273,-0.017102306708693504","0.4552668631076813,0.35539209842681885,0.043217290192842484","0.37157779932022095,0.6903268098831177,0.12329202890396118","0.17886997759342194,0.9012826085090637,0.047171760350465775","0.24824047088623047,0.43483492732048035,-0.1358172446489334","0.6066707968711853,1.477858304977417,-0.010537413880228996","0.3954787850379944,1.4676032066345215,0.009903715923428535"
0.25,"0.5150334239006042,0.37162497639656067,-0.2629627287387848","0.5691925883293152,0.3610876202583313,-0.01910261996090412","0.45624375343322754,0.3550729751586914,0.02304401807487011","0.3724580705165863,0.689841091632843,0.10368232429027557","0.17649903893470764,0.8974374532699585,-0.017253456637263298","0.26278945803642273,0.4353572130203247,-0.25263848900794983","0.6063166260719299,1.4781285524368286,-0.01362951286137104","0.395486056804657,1.4673951864242554,0.012944485060870647"
0.25,"0.5151594877243042,0.37164539098739624,-0.26893824338912964","0.5696364045143127,0.3610765337944031,-0.07178174704313278","0.45742854475975037,0.3545165956020355,-0.008831460028886795","0.3725429177284241,0.689369797706604,0.057834409177303314","0.17612887918949127,0.8838904500007629,-0.08434789627790451","0.2751203775405884,0.4348624050617218,-0.3247564733028412","0.605914831161499,1.4778028726577759,-0.014733301475644112","0.3954560160636902,1.4662954807281494,0.014086472801864147"
0.25,"0.5146807432174683,0.37149110436439514,-0.2701605558395386","0.5696254372596741,0.36054661870002747,-0.03811614215373993","0.4575980305671692,0.3543626070022583,0.010140227153897285","0.37253516912460327,0.6889852285385132,0.06388215720653534","0.17014487087726593,0.8682858943939209,-0.08774722367525101","0.2807867228984833,0.43525657057762146,-0.33684271574020386","0.6059895753860474,1.4785348176956177,-0.011752355843782425","0.39551129937171936,1.4675902128219604,0.01109149120748043"
0.25,"0.5123259425163269,0.3705618679523468,-0.27518153190612793","0.5693588852882385,0.3601166307926178,-0.06038019806146622","0.4579266905784607,0.35379236936569214,0.00822554063051939","0.3725198805332184,0.6887971758842468,0.062321580946445465","0.16800616681575775,0.864139199256897,-0.09136609733104706","0.28102201223373413,0.4354112446308136,-0.3411789536476135","0.6059929728507996,1.4787307977676392,-0.013795805163681507","0.39550480246543884,1.467555046081543,0.01316787488758564"
0.25,"0.5106936693191528,0.3706001341342926,-0.30641502141952515","0.5693789124488831,0.3600231111049652,-0.10856594890356064","0.45795005559921265,0.3535197675228119,-0.02517765387892723","0.3742793798446655,0.6869671940803528,0.03729235380887985","0.16865186393260956,0.8627857565879822,-0.20639356970787048","0.27688121795654297,0.4342414438724518,-0.545205295085907","0.6059979796409607,1.4784916639328003,-0.016753528267145157","0.39647194743156433,1.4657524824142456,0.016139928251504898"
0.25,"0.5095776915550232,0.3695363402366638,-0.27851033210754395","0.569399356842041,0.35951095819473267,-0.08124814927577972","0.4580134451389313,0.35243770480155945,-3.9509661291958764e-05","0.374498188495636,0.686307966709137,0.07358868420124054","0.1688278317451477,0.8629475235939026,-0.03449610620737076","0.2672001123428345,0.42272013425827026,-0.2263229340314865","0.6062197685241699,1.4796571731567383,-0.016476090997457504","0.3967640995979309,1.4678552150726318,0.015864256769418716"
0.25,"0.509832501411438,0.3694184124469757,-0.27914565801620483","0.5698621273040771,0.35942649841308594,-0.08022645860910416","0.45811986923217773,0.3514695167541504,-0.000292076583718881","0.37464961409568787,0.6843796372413635,0.07120858877897263","0.16895218193531036,0.863012433052063,-0.05804456025362015","0.2663731276988983,0.4175635874271393,-0.2956555485725403","0.6068167686462402,1.4802783727645874,-0.01626257225871086","0.3984357416629791,1.4692044258117676,0.01565026119351387"
0.25,"0.510448694229126,0.368005633354187,-0.280227929353714","0.5704426169395447,0.35931286215782166,-0.08626715838909149","0.45840349793434143,0.351046621799469,-0.0036973319947719574","0.3757059574127197,0.6834676861763,0.06096766144037247","0.17113512754440308,0.8631356358528137,-0.16562694311141968","0.2465096414089203,0.4078478217124939,-0.4891461730003357","0.6068999767303467,1.4793673753738403,-0.019749127328395844","0.3994395434856415,1.4686583280563354,0.019144518300890923"
0.25,"0.5109310150146484,0.36739015579223633,-0.28108298778533936","0.5708205699920654,0.3586556315422058,-0.08430173248052597","0.45840883255004883,0.3506552278995514,-0.0040480392053723335","0.3761395812034607,0.6824291348457336,0.0611332468688488","0.1716938614845276,0.8611922264099121,-0.15074610710144043","0.22873401641845703,0.39178666472435,-0.4531822204589844","0.6078519225120544,1.4789565801620483,-0.025084247812628746","0.4020906388759613,1.468682050704956,0.02450794354081154"
0.25,"0.5109431147575378,0.3672615587711334,-0.3178325593471527","0.5708242654800415,0.3584899604320526,-0.11114189773797989","0.4583858847618103,0.35055339336395264,-0.048256464302539825","0.37707310914993286,0.682316243648529,0.024169698357582092","0.17129142582416534,0.860504150390625,-0.20771606266498566","0.21043317019939423,0.38054153323173523,-0.5043817758560181","0.6092912554740906,1.4775521755218506,-0.024472897872328758","0.40509456396102905,1.468653678894043,0.023889075964689255"
0.25,"0.5105075240135193,0.3673197329044342,-0.32453566789627075","0.5700067281723022,0.35828378796577454,-0.11244909465312958","0.45786839723587036,0.3506999909877777,-0.05376526713371277","0.3771321475505829,0.6823727488517761,0.01061050035059452","0.17002961039543152,0.8604790568351746,-0.281220406293869","0.1932772696018219,0.37368813157081604,-0.6678973436355591","0.610293984413147,1.4767436981201172,-0.020982488989830017","0.4072318971157074,1.4685388803482056,0.020420361310243607"
0.25,"0.5105041265487671,0.36756277084350586,-0.33350953459739685","0.569823682308197,0.35834625363349915,-0.1069963127374649","0.45760589838027954,0.35128840804100037,-0.05116993933916092","0.3775981068611145,0.6823726296424866,0.016445273533463478","0.17136040329933167,0.8597232103347778,-0.2728843092918396","0.1755525767803192,0.3747335970401764,-0.6741892695426941","0.612402617931366,1.471913456916809,-0.020368952304124832","0.4105929732322693,1.4657515287399292,0.01979716680943966"
0.25,"0.5105642676353455,0.36815741658210754,-0.3380609154701233","0.5699166059494019,0.3582810163497925,-0.10648737102746964","0.4570784568786621,0.3513724207878113,-0.04998726397752762","0.3774714469909668,0.6831604838371277,0.020194431766867638","0.17320217192173004,0.8588253259658813,-0.24219563603401184","0.16574139893054962,0.3770412504673004,-0.6097375750541687","0.612913966178894,1.4732770919799805,-0.020183295011520386","0.41061466932296753,1.4677116870880127,0.019617214798927307"
0.25,"0.5107518434524536,0.3712916374206543,-0.337934672832489","0.5700689554214478,0.358763724565506,-0.07697185128927231","0.45689621567726135,0.3531612753868103,-0.03191688656806946","0.37697917222976685,0.684292197227478,0.04195501655340195","0.17299041152000427,0.8570112586021423,-0.236925408244133","0.15247483551502228,0.3772106468677521,-0.5933045148849487","0.6158517599105835,1.4736393690109253,-0.017310962080955505","0.41105109453201294,1.4690221548080444,0.016687575727701187"
0.25,"0.511025071144104,0.3738785684108734,-0.36731868982315063","0.570013701915741,0.36071857810020447,-0.09739407896995544","0.4569360613822937,0.35601919889450073,-0.055957186967134476","0.37638604640960693,0.6850808262825012,0.026514988392591476","0.17183063924312592,0.8530082702636719,-0.27583563327789307","0.14849501848220825,0.3781796395778656,-0.701680600643158","0.6173735857009888,1.4711741209030151,-0.015938270837068558","0.4120561182498932,1.4677979946136475,0.015281741507351398"
0.25,"0.5118125677108765,0.3753282427787781,-0.3948596119880676","0.5699712038040161,0.3615242540836334,-0.12103927135467529","0.45731884241104126,0.3571707010269165,-0.07905163615942001","0.37585848569869995,0.6864439249038696,0.019999578595161438","0.17108620703220367,0.8501080870628357,-0.26300951838493347","0.1412152349948883,0.3793046176433563,-0.6701542735099792","0.61738121509552,1.4711308479309082,-0.014939667657017708","0.41194742918014526,1.4677987098693848,0.014299556612968445"
0.25,"0.5119709372520447,0.3787384033203125,-0.3791796565055847","0.5698838829994202,0.3632606565952301,-0.10581322014331818","0.4575301706790924,0.35915547609329224,-0.05821104720234871","0.3757137358188629,0.6865562200546265,0.05949913710355759","0.1706322729587555,0.8474540710449219,-0.1276644468307495","0.1366356760263443,0.38009926676750183,-0.46765750646591187","0.6177319884300232,1.4712885618209839,-0.016109678894281387","0.4118395745754242,1.4680216312408447,0.015453505329787731"
0.25,"0.5122933983802795,0.37976959347724915,-0.37250226736068726","0.5696104764938354,0.3637116253376007,-0.09020371735095978","0.45756810903549194,0.3598780333995819,-0.03197303041815758","0.3755316138267517,0.6868308782577515,0.08443884551525116","0.17063070833683014,0.8447597026824951,-0.14263944327831268","0.13595916330814362,0.38047081232070923,-0.5176041126251221","0.6180626153945923,1.4713512659072876,-0.02039085514843464","0.4117404818534851,1.4682399034500122,0.01972568780183792"
0.25,"0.5128836631774902,0.3798013925552368,-0.3997328579425812","0.5695074200630188,0.36372989416122437,-0.10662312805652618","0.45761722326278687,0.36001312732696533,-0.052691519260406494","0.3749825358390808,0.6868594884872437,0.07892803847789764","0.17006908357143402,0.8432633876800537,-0.1509418785572052","0.13685016334056854,0.38065046072006226,-0.5461690425872803","0.6190557479858398,1.4702882766723633,-0.020463990047574043","0.4116625189781189,1.468015193939209,0.019802968949079514"
0.25,"0.5147107839584351,0.3771156668663025,-0.37408721446990967","0.5695900917053223,0.36338353157043457,-0.0844331905245781","0.45777472853660583,0.35940730571746826,-0.04256848245859146","0.3748917579650879,0.6868429780006409,0.07278711348772049","0.17002759873867035,0.8434702754020691,-0.2119886577129364","0.1407311111688614,0.38260331749916077,-0.6494081616401672","0.6191486120223999,1.4691832065582275,-0.018297631293535233","0.4116033911705017,1.4669952392578125,0.01763199083507061"
0.25,"0.5147441625595093,0.3766738772392273,-0.3494759798049927","0.5695576071739197,0.36337220668792725,-0.07380914688110352","0.45777496695518494,0.3594130277633667,-0.03763679414987564","0.37439778447151184,0.6875830292701721,0.06625562161207199","0.1700623780488968,0.8443547487258911,-0.22390547394752502","0.15060186386108398,0.382798969745636,-0.6395349502563477","0.6191220879554749,1.4678553342819214,-0.015465805307030678","0.4115770757198334,1.4664788246154785,0.014806598424911499"
0.25,"0.5151524543762207,0.376615434885025,-0.3405086398124695","0.5701353549957275,0.3633648753166199,-0.06406120955944061","0.45665788650512695,0.3583449423313141,-0.024599701166152954","0.3740396797657013,0.6884468793869019,0.09622623026371002","0.168055921792984,0.8450979590415955,-0.04771893471479416","0.17909464240074158,0.37843701243400574,-0.3045526444911957","0.6190047264099121,1.4677424430847168,-0.01422166544944048","0.4112599790096283,1.4688154458999634,0.013537955470383167"
0.25,"0.5161124467849731,0.3772403299808502,-0.3200460374355316","0.5708829164505005,0.36339086294174194,-0.041105858981609344","0.456685870885849,0.3573247790336609,-0.014987247064709663","0.37387147545814514,0.6881335973739624,0.09780801832675934","0.16750621795654297,0.8473060727119446,-0.09817824512720108","0.20901989936828613,0.3791177570819855,-0.4111759066581726","0.6153383851051331,1.4661496877670288,-0.006321363151073456","0.403808057308197,1.468385934829712,0.005540707614272833"
0.25,"0.5174146890640259,0.3776567578315735,-0.2680560052394867","0.5713055729866028,0.363421767950058,0.010987079702317715","0.45674818754196167,0.35606837272644043,0.043436646461486816","0.3732866048812866,0.6879605054855347,0.15765613317489624","0.1685285121202469,0.8526930212974548,0.028523240238428116","0.23451897501945496,0.3859628438949585,-0.2133154571056366","0.6119890213012695,1.4670486450195312,-0.006412779446691275","0.3981090188026428,1.4686115980148315,0.005633046850562096"
0.25,"0.5183095335960388,0.37765389680862427,-0.2340521514415741","0.5715593099594116,0.36344173550605774,0.029005039483308792","0.4569382071495056,0.3550606966018677,0.06500391662120819","0.37321603298187256,0.6877849698066711,0.17383405566215515","0.16804207861423492,0.8549431562423706,0.08347111195325851","0.2524978220462799,0.39669519662857056,-0.09845007956027985","0.6116032004356384,1.4686906337738037,-0.006609681993722916","0.3971955180168152,1.4690499305725098,0.005842889193445444"
0.25,"0.5184842348098755,0.3775379955768585,-0.23310533165931702","0.5719718933105469,0.36336228251457214,0.024168850854039192","0.45712143182754517,0.35436683893203735,0.0679081603884697","0.374056339263916,0.6866705417633057,0.1688118726015091","0.1676134169101715,0.8504555821418762,0.10091926157474518","0.27133917808532715,0.40240198373794556,-0.05466819927096367","0.6116464138031006,1.4685802459716797,-0.0067830802872776985","0.39750516414642334,1.4674257040023804,0.006030049175024033"
0.25,"0.5186774730682373,0.37724316120147705,-0.24945418536663055","0.5722290277481079,0.36341428756713867,0.01730324514210224","0.45865583419799805,0.35378298163414,0.0540267638862133","0.3740456700325012,0.686350405216217,0.1502981036901474","0.16619223356246948,0.8451355695724487,0.02366689406335354","0.2823752462863922,0.4171191453933716,-0.2212035208940506","0.6114150285720825,1.469768762588501,-0.006076071411371231","0.39760738611221313,1.467437744140625,0.005325725767761469"
0.25,"0.5185343027114868,0.37650081515312195,-0.25208157300949097","0.5722922086715698,0.36340951919555664,0.004968630149960518","0.4586390554904938,0.3534775972366333,0.049946822226047516","0.37403467297554016,0.6862124800682068,0.09743046015501022","0.16616256535053253,0.8393640518188477,-0.15254229307174683","0.288112074136734,0.42517632246017456,-0.48165780305862427","0.6106681227684021,1.4696553945541382,-0.006602078676223755","0.39777427911758423,1.4640905857086182,0.005860234145075083"
0.25,"0.5188131928443909,0.3755076229572296,-0.26822176575660706","0.5728398561477661,0.3634434938430786,0.002254023216664791","0.45878252387046814,0.3533261716365814,0.04458391293883324","0.3738710284233093,0.6864979267120361,0.09825742989778519","0.1656881421804428,0.8378528356552124,-0.10037706792354584","0.28916430473327637,0.42999571561813354,-0.30991828441619873","0.6107017397880554,1.4723929166793823,-0.008447183296084404","0.39801785349845886,1.4650681018829346,0.007743613328784704"
0.25,"0.5188325047492981,0.37377530336380005,-0.3067619502544403","0.5732957124710083,0.363372802734375,-0.058973897248506546","0.46000903844833374,0.3523830771446228,0.004601228982210159","0.37395161390304565,0.6867693662643433,0.08583725243806839","0.16580864787101746,0.8380234837532043,-0.03576990216970444","0.2875172197818756,0.42925673723220825,-0.1845255196094513","0.6103972792625427,1.4753453731536865,-0.014790619723498821","0.39806973934173584,1.4663716554641724,0.014170852489769459"
0.25,"0.5191773176193237,0.37374716997146606,-0.3019658625125885","0.5736568570137024,0.36331087350845337,-0.03884372487664223","0.4607543349266052,0.3523644208908081,0.021197210997343063","0.3740614950656891,0.6867949366569519,0.13581624627113342","0.16517138481140137,0.8386083841323853,0.09959498047828674","0.2817370891571045,0.42863136529922485,-0.03888820484280586","0.6104164123535156,1.4767436981201172,-0.015231309458613396","0.3981475234031677,1.468699336051941,0.014616869390010834"
