az,el,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0.5,0.0,"0.6321302056312561,0.26717662811279297,-0.5678494572639465","0.6384979486465454,0.22367778420448303,-0.5524498820304871","0.6421108245849609,0.22194510698318481,-0.5529116988182068","0.6451046466827393,0.21970412135124207,-0.5528508424758911","0.6217868328094482,0.22015339136123657,-0.5815346240997314","0.6144670248031616,0.21731187403202057,-0.5818803906440735","0.6069906949996948,0.21542246639728546,-0.5822011828422546","0.6263840794563293,0.22157439589500427,-0.41424694657325745","0.5766304135322571,0.21139901876449585,-0.545689582824707","0.6289883852005005,0.29321014881134033,-0.5033782720565796","0.6124112606048584,0.2934078872203827,-0.5442349910736084","0.5654729008674622,0.2851409614086151,-0.2602110505104065","0.5129125714302063,0.40244060754776,-0.5209203958511353","0.5140553712844849,0.4915582537651062,-0.16421391069889069","0.5945857763290405,0.711670458316803,-0.6163400411605835","0.48727625608444214,0.6133952140808105,-0.15874768793582916","0.7248717546463013,0.9616695046424866,-0.6763046383857727","0.4773696959018707,0.6315160989761353,-0.17389939725399017","0.7461079359054565,1.0115429162979126,-0.7595561742782593","0.48801201581954956,0.6251533627510071,-0.20569872856140137","0.7658334374427795,0.9903143048286438,-0.732373833656311","0.49203625321388245,0.6245630979537964,-0.16943517327308655","0.7593356370925903,0.9719808101654053,-0.6702312231063843","0.5152881741523743,0.6183611154556274,0.0716102123260498","0.45553773641586304,0.6779783964157104,-0.07177840173244476","0.6034591197967529,0.7745159864425659,0.2649916410446167","0.4822096824645996,0.925601601600647,0.1830318421125412","0.6354068517684937,0.9638413190841675,0.559272289276123","0.471144437789917,0.9942448139190674,0.5290278196334839","0.6316247582435608,0.994996964931488,0.587136447429657","0.4578271806240082,1.005066156387329,0.5632323622703552","0.6716787219047546,0.9714526534080505,0.5380740761756897","0.48584604263305664,1.121324062347412,0.4990624785423279"
0.5,0.0,"0.48857933282852173,0.2325552999973297,-0.5084834694862366","0.48116979002952576,0.19561505317687988,-0.48980456590652466","0.4881008565425873,0.1938585489988327,-0.490325927734375","0.49305883049964905,0.19242005050182343,-0.4903278946876526","0.45440563559532166,0.19415408372879028,-0.5134665369987488","0.437450110912323,0.19254440069198608,-0.5139791369438171","0.4224003255367279,0.19218139350414276,-0.5143110752105713","0.4634951651096344,0.19821780920028687,-0.3496386408805847","0.44179826974868774,0.19846859574317932,-0.46041765809059143","0.49939173460006714,0.2637110650539398,-0.44668999314308167","0.4719006419181824,0.2585439682006836,-0.4796712398529053","0.5286542177200317,0.35518762469291687,-0.17090488970279694","0.4787833094596863,0.3215859830379486,-0.41770678758621216","0.46983423829078674,0.5560824275016785,0.015877341851592064","0.48954492807388306,0.48443299531936646,-0.4396703839302063","0.5190547704696655,0.6124013066291809,0.07622785866260529","0.5871637463569641,0.6785509586334229,-0.464677631855011","0.5276821851730347,0.6372821927070618,0.07597975432872772","0.6047655344009399,0.6711083054542542,-0.5273188948631287","0.5267434120178223,0.6330901384353638,0.03552713245153427","0.6239168047904968,0.738940417766571,-0.5105898380279541","0.5214153528213501,0.6243652701377869,0.0625692680478096","0.6175681352615356,0.744846761226654,-0.46127691864967346","0.49451667070388794,0.6740389466285706,0.0733695775270462","0.45946693420410156,0.6844802498817444,-0.07348058372735977","0.49328869581222534,0.854347825050354,0.3525734543800354","0.4698990285396576,0.876883864402771,0.1511611044406891","0.4756803512573242,0.9702736139297485,0.6203123927116394","0.46176180243492126,1.0170025825500488,0.4054871201515198","0.464996337890625,0.9918938279151917,0.6461904048919678","0.4152562618255615,1.1335396766662598,0.430060476064682","0.4928288459777832,1.019374132156372,0.6045758724212646","0.4631546139717102,1.1592203378677368,0.3676084876060486"
0.5,0.0,"0.43033546209335327,0.2037615180015564,-0.4521658420562744","0.4775691032409668,0.1703987717628479,-0.4268976151943207","0.4883266091346741,0.16908478736877441,-0.42749494314193726","0.4951998293399811,0.16895803809165955,-0.4275135099887848","0.4560285210609436,0.17264220118522644,-0.45664161443710327","0.4486456513404846,0.17273317277431488,-0.45712512731552124","0.4498820900917053,0.17226220667362213,-0.45751944184303284","0.5167596936225891,0.1777644008398056,-0.2781890630722046","0.46447211503982544,0.1781625896692276,-0.4097166061401367","0.46882957220077515,0.22885070741176605,-0.38999372720718384","0.4518611431121826,0.22788715362548828,-0.43090876936912537","0.5351232290267944,0.3137669861316681,-0.1064978614449501","0.4472366273403168,0.2917047142982483,-0.38977906107902527","0.531464695930481,0.4717491567134857,0.08830688148736954","0.4287852346897125,0.5310896635055542,-0.30202382802963257","0.5674806833267212,0.583528995513916,0.12897489964962006","0.44331517815589905,0.7089558243751526,-0.461474746465683","0.5752297043800354,0.6246812343597412,0.1408850997686386","0.43797773122787476,0.7126338481903076,-0.5075139403343201","0.5782096982002258,0.6235392689704895,0.09024103730916977","0.4598921239376068,0.6748262643814087,-0.520054817199707","0.5709444880485535,0.6070243120193481,0.11105810105800629","0.46349993348121643,0.6902424097061157,-0.467582643032074","0.4956377446651459,0.6912301182746887,0.07844040542840958","0.45777544379234314,0.6755366325378418,-0.07863356918096542","0.5063492059707642,0.8716537356376648,0.318745493888855","0.45517459511756897,0.8836657404899597,0.07864947617053986","0.47739115357398987,0.9703333377838135,0.5911036729812622","0.4635263979434967,0.9641140699386597,0.3843722939491272","0.4645616114139557,1.0093674659729004,0.6152914762496948","0.4586906433105469,0.97383052110672,0.41197043657302856","0.5008755922317505,1.0323041677474976,0.5582287311553955","0.4763549268245697,1.113091230392456,0.3496895730495453"
0.5,0.0,"0.49108976125717163,0.20279636979103088,-0.36890271306037903","0.4999054968357086,0.1717742383480072,-0.3417951166629791","0.5052679181098938,0.17072592675685883,-0.34232112765312195","0.5097652673721313,0.17018407583236694,-0.34232181310653687","0.4854605197906494,0.17248739302158356,-0.363707035779953","0.4802623391151428,0.17152777314186096,-0.36415380239486694","0.4758662283420563,0.16943702101707458,-0.3645097613334656","0.5108069181442261,0.1787201166152954,-0.19424563646316528","0.4685770571231842,0.18221282958984375,-0.2926647365093231","0.5008288025856018,0.2280213087797165,-0.30985158681869507","0.48470789194107056,0.22853705286979675,-0.3407415747642517","0.5408124923706055,0.319355845451355,-0.0601712241768837","0.4321442246437073,0.29873907566070557,-0.25675109028816223","0.5693891644477844,0.46242380142211914,0.0023925499990582466","0.4087119698524475,0.502231240272522,0.09786652773618698","0.6141958832740784,0.5618734955787659,-0.09396059811115265","0.3900523781776428,0.6579518914222717,-0.3563607931137085","0.6295812129974365,0.5886081457138062,-0.105046346783638","0.379881352186203,0.6981834769248962,-0.39602065086364746","0.6313014626502991,0.588350236415863,-0.15113109350204468","0.3881283700466156,0.6974338889122009,-0.42620453238487244","0.6230841279029846,0.5815717577934265,-0.11451010406017303","0.39558935165405273,0.6838945746421814,-0.3720068335533142","0.5266214609146118,0.6662217974662781,0.06025906652212143","0.47193342447280884,0.6739453077316284,-0.06047556921839714","0.5061157941818237,0.850510835647583,0.19206538796424866","0.477710098028183,0.8795545101165771,-0.05374990776181221","0.47376736998558044,0.9718329310417175,0.46758851408958435","0.47729676961898804,0.992824375629425,0.16077277064323425","0.46217361092567444,0.9841204285621643,0.48411035537719727","0.47287988662719727,1.0011866092681885,0.17762097716331482","0.5002233982086182,1.0575436353683472,0.4061085283756256","0.4874695837497711,1.1195094585418701,0.07171563804149628"
0.5,0.0,"0.49468928575515747,0.2105533331632614,-0.3610111176967621","0.4980456233024597,0.1786249428987503,-0.33492398262023926","0.5019983649253845,0.18046435713768005,-0.3353637158870697","0.5058575868606567,0.18221691250801086,-0.33536016941070557","0.4870719015598297,0.17864800989627838,-0.350019633769989","0.4827693998813629,0.1798153966665268,-0.35049325227737427","0.47809839248657227,0.18026280403137207,-0.35083603858947754","0.5052213072776794,0.19489359855651855,-0.19265103340148926","0.4669848382472992,0.19457395374774933,-0.2612383961677551","0.5001335144042969,0.23339948058128357,-0.30478814244270325","0.4867638051509857,0.234064519405365,-0.32686156034469604","0.5390971302986145,0.320165753364563,-0.06592688709497452","0.42787569761276245,0.31273940205574036,-0.21397194266319275","0.5837704539299011,0.4437492787837982,0.02802949585020542","0.4085668623447418,0.481221079826355,-0.08041197806596756","0.6446971297264099,0.49040329456329346,-0.016791734844446182","0.3927864730358124,0.6198421716690063,-0.34802669286727905","0.662194013595581,0.5259379744529724,-0.01674005016684532","0.3815339207649231,0.6597411632537842,-0.3869965374469757","0.6658851504325867,0.5262780785560608,-0.0655294805765152","0.3942236602306366,0.6571882963180542,-0.4121836721897125","0.6565304398536682,0.5164980292320251,-0.036751873791217804","0.40113964676856995,0.6459397077560425,-0.3619456887245178","0.5222682356834412,0.6419225335121155,0.037385620176792145","0.4607012867927551,0.6344705820083618,-0.03770046308636665","0.4949321150779724,0.8413317203521729,0.11790835857391357","0.45893773436546326,0.8425930738449097,-0.0895216315984726","0.46394872665405273,0.9729917645454407,0.32685738801956177","0.4618362486362457,0.9764785766601562,0.13023513555526733","0.452333927154541,0.9843295812606812,0.34189826250076294","0.45783719420433044,0.988657534122467,0.1482732594013214","0.48658233880996704,1.032841682434082,0.2580077350139618","0.48469266295433044,1.0794144868850708,0.04926242306828499"
0.5,0.0,"0.4873163104057312,0.2131313681602478,-0.3566429018974304","0.48902350664138794,0.19023899734020233,-0.3318457007408142","0.4925708770751953,0.19235539436340332,-0.3322875499725342","0.4952836036682129,0.19435831904411316,-0.3322865664958954","0.4785696566104889,0.1897391825914383,-0.3438292443752289","0.4746744632720947,0.1907891184091568,-0.3442983031272888","0.4706035554409027,0.19182737171649933,-0.3446127772331238","0.4967200756072998,0.20743338763713837,-0.1958881914615631","0.4624261260032654,0.20360438525676727,-0.25001245737075806","0.4896240830421448,0.23620441555976868,-0.30335626006126404","0.47746801376342773,0.2367812693119049,-0.3211788535118103","0.5319045186042786,0.3215216100215912,-0.0876384824514389","0.4222538471221924,0.3161903917789459,-0.1823292076587677","0.586530327796936,0.40810614824295044,-0.0024315393529832363","0.4073368012905121,0.4630085527896881,-0.18719249963760376","0.6487457752227783,0.42195239663124084,-0.036932624876499176","0.40001529455184937,0.5651824474334717,-0.3301655948162079","0.6706072092056274,0.43874117732048035,-0.03858039155602455","0.391026109457016,0.5570803284645081,-0.3672669231891632","0.6739709377288818,0.4377914071083069,-0.08277364075183868","0.40093836188316345,0.5568000078201294,-0.3913514018058777","0.6637079119682312,0.43611282110214233,-0.05488322302699089","0.406298965215683,0.571205198764801,-0.3436066508293152","0.5091519951820374,0.6291621327400208,0.013789994642138481","0.452090322971344,0.6211853623390198,-0.014176015742123127","0.5016136765480042,0.8118165135383606,0.07694283127784729","0.44789212942123413,0.807774007320404,-0.00840778835117817","0.47798657417297363,0.9543471336364746,0.28845667839050293","0.4470798373222351,0.944331169128418,0.22350271046161652","0.4691670536994934,0.9661344885826111,0.3040068447589874","0.44998592138290405,0.9574440717697144,0.2425079345703125","0.4871513843536377,1.0088897943496704,0.21136000752449036","0.4422440528869629,1.0037678480148315,0.14371398091316223"
0.5,0.0,"0.47217345237731934,0.21753764152526855,-0.3181915879249573","0.47920212149620056,0.20476137101650238,-0.29809293150901794","0.4846102297306061,0.20598646998405457,-0.2984972894191742","0.48738327622413635,0.206924170255661,-0.2984876036643982","0.46602392196655273,0.20315590500831604,-0.3037501871585846","0.4616745412349701,0.2034611850976944,-0.304178923368454","0.45744118094444275,0.20371897518634796,-0.30443981289863586","0.48765331506729126,0.21477168798446655,-0.17852333188056946","0.44918814301490784,0.2114570587873459,-0.20495441555976868","0.47780728340148926,0.23740895092487335,-0.2707832157611847","0.4632430672645569,0.2377377152442932,-0.2805384397506714","0.5218302607536316,0.3251435458660126,-0.09947354346513748","0.41262713074684143,0.32097551226615906,-0.13743910193443298","0.590613603591919,0.37239494919776917,-0.052000742405653","0.3973514437675476,0.4378245770931244,-0.08940383046865463","0.6478139162063599,0.38161468505859375,-0.11909216642379761","0.3872911036014557,0.5519677400588989,-0.27438613772392273","0.6685848236083984,0.3841935992240906,-0.12903431057929993","0.3781417906284332,0.6126864552497864,-0.30897724628448486","0.6732841730117798,0.38493072986602783,-0.16884177923202515","0.38382405042648315,0.6047708988189697,-0.3368503153324127","0.6652082204818726,0.3884773552417755,-0.13613906502723694","0.3901408016681671,0.581619143486023,-0.29030054807662964","0.495511531829834,0.6232703328132629,-0.001318187452852726","0.4395299553871155,0.6206164956092834,0.0009539738530293107","0.493394672870636,0.7873993515968323,0.05002010613679886","0.4399743676185608,0.7870606184005737,0.00459384685382247","0.4842680096626282,0.9339280128479004,0.25082215666770935","0.4416988790035248,0.911990761756897,0.23173658549785614","0.4786648154258728,0.9496158957481384,0.2644039988517761","0.449794203042984,0.9244705438613892,0.24954986572265625","0.49324479699134827,0.9987327456474304,0.15414926409721375","0.44185322523117065,0.9818792343139648,0.14386960864067078"
0.5,0.0,"0.4665835499763489,0.22054432332515717,-0.29549258947372437","0.47232261300086975,0.2093256562948227,-0.27727800607681274","0.47607406973838806,0.21114245057106018,-0.2776423394680023","0.47835612297058105,0.21255454421043396,-0.2776225805282593","0.45938095450401306,0.2071068435907364,-0.2826566994190216","0.4551606774330139,0.20724377036094666,-0.28304964303970337","0.4510318338871002,0.20745275914669037,-0.2832685112953186","0.47832274436950684,0.220303475856781,-0.16460415720939636","0.4411860406398773,0.21520981192588806,-0.1897810697555542","0.47055381536483765,0.24076160788536072,-0.2503181993961334","0.45695704221725464,0.23827938735485077,-0.2597165107727051","0.5100568532943726,0.32358285784721375,-0.09171519428491592","0.40318045020103455,0.326458603143692,-0.12602367997169495","0.5781152844429016,0.35567471385002136,-0.09711579233407974","0.38848650455474854,0.4556981027126312,-0.12043209373950958","0.6338366270065308,0.34687602519989014,-0.24629032611846924","0.37542152404785156,0.5763237476348877,-0.2561323642730713","0.6556918621063232,0.34781691431999207,-0.270923376083374","0.3652896285057068,0.6245378255844116,-0.2893695533275604","0.6605707406997681,0.3427130877971649,-0.3003445267677307","0.3690111041069031,0.6154919266700745,-0.3165590167045593","0.6523599028587341,0.347677618265152,-0.2729184329509735","0.37614575028419495,0.5978570580482483,-0.271484911441803","0.48874107003211975,0.6138983368873596,0.00208486570045352","0.42937856912612915,0.6130675673484802,-0.0024083550088107586","0.4927738606929779,0.7896744608879089,0.06086694449186325","0.43447035551071167,0.7903355956077576,0.01740335114300251","0.4858029782772064,0.925675094127655,0.26430535316467285","0.4388465881347656,0.905469536781311,0.2419508695602417","0.4786490797996521,0.943107545375824,0.27824491262435913","0.44813966751098633,0.9168410301208496,0.2596195340156555","0.49425578117370605,0.9988183975219727,0.16795358061790466","0.4378944933414459,0.9871880412101746,0.1557501256465912"
0.5,0.0,"0.46190643310546875,0.22670122981071472,-0.36296480894088745","0.4654944837093353,0.21410048007965088,-0.3448413610458374","0.46864500641822815,0.21535176038742065,-0.34520524740219116","0.4727747440338135,0.21656955778598785,-0.34521791338920593","0.4543789327144623,0.21287019550800323,-0.3505382239818573","0.4508030414581299,0.2132725566625595,-0.35088858008384705","0.4458434581756592,0.21378666162490845,-0.3510945439338684","0.47303661704063416,0.22526295483112335,-0.22778204083442688","0.4365919232368469,0.2218121439218521,-0.25372952222824097","0.46535030007362366,0.24512211978435516,-0.3163999915122986","0.4525889456272125,0.2427109330892563,-0.32576465606689453","0.5064687728881836,0.3309057354927063,-0.125351220369339","0.4024348258972168,0.3349079191684723,-0.186598002910614","0.5770289301872253,0.3466476500034332,-0.1567719727754593","0.38446927070617676,0.4683547616004944,-0.2075192630290985","0.6352455019950867,0.3359282314777374,-0.25453415513038635","0.37293049693107605,0.5874746441841125,-0.32015371322631836","0.655141294002533,0.3326769471168518,-0.2807390093803406","0.3616800308227539,0.6273112893104553,-0.35487788915634155","0.6593016982078552,0.3334786891937256,-0.31225308775901794","0.36222410202026367,0.6260843276977539,-0.38410693407058716","0.6500031352043152,0.33731281757354736,-0.2692694664001465","0.37080299854278564,0.6140901446342468,-0.3362758755683899","0.48238879442214966,0.6075685024261475,0.0036019000690430403","0.42829543352127075,0.6049529910087585,-0.0038867786061018705","0.49052396416664124,0.7835767865180969,0.06808175146579742","0.4333738386631012,0.7858768701553345,0.046828243881464005","0.48285895586013794,0.9197313189506531,0.2760116159915924","0.4417503774166107,0.9103626012802124,0.26285576820373535","0.4769744277000427,0.936275839805603,0.2894638776779175","0.4525594711303711,0.925976037979126,0.27768832445144653","0.49173927307128906,0.9920870661735535,0.168381929397583","0.4386182725429535,0.9895340204238892,0.1791604906320572"
0.5,0.0,"0.46161922812461853,0.2324393093585968,-0.34545204043388367","0.46499618887901306,0.21829335391521454,-0.32635968923568726","0.4695672392845154,0.21939635276794434,-0.3267275094985962","0.47281622886657715,0.22057950496673584,-0.3267875015735626","0.4540708065032959,0.2168545126914978,-0.33295607566833496","0.45035386085510254,0.2169933319091797,-0.33325865864753723","0.4453853666782379,0.21710461378097534,-0.333444744348526","0.4719015657901764,0.22878475487232208,-0.20754413306713104","0.4370186924934387,0.2245672047138214,-0.23813727498054504","0.464874804019928,0.24963964521884918,-0.2990683317184448","0.452299028635025,0.2467128187417984,-0.30922386050224304","0.5039659142494202,0.33210283517837524,-0.14288410544395447","0.40264421701431274,0.338260680437088,-0.17715775966644287","0.5739389061927795,0.34656399488449097,-0.12488220632076263","0.388274610042572,0.4722123146057129,-0.21817390620708466","0.6308179497718811,0.33964231610298157,-0.20386722683906555","0.3740794360637665,0.5952043533325195,-0.347903311252594","0.651764988899231,0.33722615242004395,-0.2226117104291916","0.36194315552711487,0.6365792751312256,-0.38590916991233826","0.6532787680625916,0.33954042196273804,-0.25868290662765503","0.3659459054470062,0.634854257106781,-0.41299185156822205","0.6448649764060974,0.34350377321243286,-0.22099070250988007","0.368931382894516,0.6224778890609741,-0.36383146047592163","0.4845673143863678,0.6074555516242981,0.004988097585737705","0.4308989942073822,0.6057437062263489,-0.005225188564509153","0.49391764402389526,0.7833297848701477,0.073125459253788","0.43812114000320435,0.7796038389205933,0.042996495962142944","0.4837750494480133,0.9156213402748108,0.2909022867679596","0.4439345896244049,0.9142948389053345,0.2945685088634491","0.4773838520050049,0.9293001890182495,0.3058905005455017","0.4519430994987488,0.9284091591835022,0.31307336688041687","0.4936508238315582,0.9891367554664612,0.197840616106987","0.4391093850135803,0.988976776599884,0.2076011449098587"
