gesture,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0.0,"0.4805442690849304,0.16791000962257385,-0.20857270061969757","0.4841366410255432,0.15421704947948456,-0.18997794389724731","0.4871235489845276,0.15564046800136566,-0.18999354541301727","0.49016109108924866,0.15740913152694702,-0.19002513587474823","0.4750560224056244,0.15366128087043762,-0.1943964660167694","0.4711836278438568,0.15428529679775238,-0.194387748837471","0.46724167466163635,0.15525898337364197,-0.19440993666648865","0.49235907196998596,0.16912105679512024,-0.0639854297041893","0.45959576964378357,0.1674843281507492,-0.10871016979217529","0.4854064881801605,0.18774397671222687,-0.16610345244407654","0.4754470884799957,0.18576505780220032,-0.17393210530281067","0.5181875824928284,0.27448421716690063,0.020815758034586906","0.4314553141593933,0.2778794467449188,-0.06751187145709991","0.5619505643844604,0.35160771012306213,-0.06105205416679382","0.41821640729904175,0.3995988667011261,-0.05971720814704895","0.5345653295516968,0.2650337517261505,-0.25647252798080444","0.42765483260154724,0.5337018966674805,-0.09596643596887589","0.5260780453681946,0.24570806324481964,-0.29997262358665466","0.4276053309440613,0.5741623640060425,-0.11394157260656357","0.5200860500335693,0.24265709519386292,-0.28932783007621765","0.43513956665992737,0.5709710717201233,-0.13709966838359833","0.5200932025909424,0.24944449961185455,-0.2585252523422241","0.43724316358566284,0.5584287643432617,-0.10392552614212036","0.4967154562473297,0.5334267616271973,0.04215187951922417","0.4497505724430084,0.5309231281280518,-0.04242516681551933","0.4934912323951721,0.717492938041687,0.06776602566242218","0.45443788170814514,0.7175447344779968,-0.003614318324252963","0.476757675409317,0.8479069471359253,0.2810054421424866","0.4604308009147644,0.8518692851066589,0.20883360505104065","0.47000399231910706,0.8635357618331909,0.297798752784729","0.45842838287353516,0.866180419921875,0.22416242957115173","0.4916338324546814,0.9106800556182861,0.2061290442943573","0.47398027777671814,0.9110375046730042,0.11452849954366684"
0.0,"0.47804465889930725,0.17030975222587585,-0.22928225994110107","0.482281357049942,0.1570919156074524,-0.20270879566669464","0.4850354790687561,0.1579717993736267,-0.20271337032318115","0.4877277910709381,0.15927737951278687,-0.2027241289615631","0.4733048379421234,0.15605686604976654,-0.20908239483833313","0.4695226550102234,0.15622910857200623,-0.20911100506782532","0.46548762917518616,0.15679192543029785,-0.2090722769498825","0.4908584952354431,0.1703612357378006,-0.07682457566261292","0.4587491452693939,0.16822651028633118,-0.10998896509408951","0.4822668135166168,0.18889929354190826,-0.17747537791728973","0.47264939546585083,0.18766528367996216,-0.18779264390468597","0.5158494114875793,0.2737237513065338,-0.0001426057715434581","0.42746591567993164,0.27710869908332825,-0.06102301552891731","0.5603142976760864,0.3475308120250702,-0.0986538827419281","0.416847288608551,0.408589631319046,-0.06405582278966904","0.5354012250900269,0.2629832923412323,-0.30585166811943054","0.4248473644256592,0.5367547869682312,-0.10577093064785004","0.5268498063087463,0.24282148480415344,-0.3499816656112671","0.4245303273200989,0.5759323239326477,-0.12379839271306992","0.5212725400924683,0.24103929102420807,-0.3362430930137634","0.43434053659439087,0.5743448734283447,-0.1456081122159958","0.5216549038887024,0.24865415692329407,-0.30648964643478394","0.43667227029800415,0.5620193481445312,-0.11332999169826508","0.496736615896225,0.5329886674880981,0.03045755624771118","0.44939154386520386,0.5312601923942566,-0.030719950795173645","0.49076420068740845,0.7150638103485107,0.05763298273086548","0.45416775345802307,0.7139848470687866,0.019134987145662308","0.4743715226650238,0.8465897440910339,0.2939872443675995","0.4592858850955963,0.8502950072288513,0.24820490181446075","0.4692968726158142,0.8618078231811523,0.31347042322158813","0.45855188369750977,0.865233838558197,0.26568424701690674","0.48914361000061035,0.9085542559623718,0.2208949774503708","0.468148797750473,0.9084722995758057,0.15783628821372986"
0.0,"0.47123947739601135,0.17108771204948425,-0.2091675102710724","0.47652262449264526,0.1574288010597229,-0.18707239627838135","0.4799326956272125,0.15820328891277313,-0.1870773285627365","0.48308268189430237,0.15939603745937347,-0.18708497285842896","0.46781811118125916,0.15668641030788422,-0.1927880495786667","0.464600145816803,0.15704844892024994,-0.19276562333106995","0.4611283838748932,0.15772190690040588,-0.19278332591056824","0.4911189079284668,0.1710570603609085,-0.07062618434429169","0.45839276909828186,0.16886070370674133,-0.09916175901889801","0.47642606496810913,0.18967097997665405,-0.16579057276248932","0.46677055954933167,0.18887098133563995,-0.17396697402000427","0.5196229219436646,0.2733219861984253,-0.003476714016869664","0.4299309253692627,0.27747225761413574,-0.038008712232112885","0.5649093389511108,0.347919762134552,-0.11021047830581665","0.41698065400123596,0.40605849027633667,-0.03601350262761116","0.537291407585144,0.2665943503379822,-0.31784433126449585","0.4276185929775238,0.5305707454681396,-0.08835849910974503","0.5282445549964905,0.24758051335811615,-0.36263924837112427","0.4263201355934143,0.5687462091445923,-0.10705079883337021","0.5227707624435425,0.24611413478851318,-0.34808027744293213","0.43562060594558716,0.5674247145652771,-0.12656421959400177","0.523431122303009,0.25367337465286255,-0.31770795583724976","0.4377906322479248,0.5558996200561523,-0.09524263441562653","0.49958786368370056,0.5322964787483215,0.023276658728718758","0.4507821202278137,0.5305347442626953,-0.02354755438864231","0.491737425327301,0.7131345868110657,0.0376715250313282","0.45503702759742737,0.7113668918609619,0.0039527988992631435","0.47481346130371094,0.8457165360450745,0.2643149495124817","0.4579998552799225,0.8484380841255188,0.23285987973213196","0.4701308608055115,0.8626803755760193,0.28145766258239746","0.4578026831150055,0.8640953302383423,0.2503497302532196","0.48912176489830017,0.9080107808113098,0.18246188759803772","0.4658961892127991,0.9071720838546753,0.14507827162742615"
0.0,"0.47121304273605347,0.17116621136665344,-0.21357694268226624","0.47707265615463257,0.15728460252285004,-0.19151714444160461","0.48002514243125916,0.15800006687641144,-0.19152005016803741","0.48327571153640747,0.15912826359272003,-0.1915276199579239","0.46807971596717834,0.1566288024187088,-0.19745130836963654","0.46480733156204224,0.15701553225517273,-0.19743993878364563","0.46087580919265747,0.15763510763645172,-0.1974615901708603","0.4904358983039856,0.17059676349163055,-0.07589291036128998","0.4589361250400543,0.1686306893825531,-0.09816272556781769","0.476806640625,0.1897333413362503,-0.17100133001804352","0.466899573802948,0.1889829784631729,-0.17956456542015076","0.5201047658920288,0.2732129693031311,-0.011208375915884972","0.42986392974853516,0.27676674723625183,-0.04602043703198433","0.568091094493866,0.3450099229812622,-0.11953634023666382","0.41644030809402466,0.40282660722732544,-0.0450783297419548","0.5388503074645996,0.26601263880729675,-0.3224135637283325","0.4266645908355713,0.5280762314796448,-0.09302141517400742","0.5291714668273926,0.24780616164207458,-0.3663973808288574","0.4266950190067291,0.5673343539237976,-0.11065981537103653","0.523391842842102,0.24679338932037354,-0.35034456849098206","0.4358835220336914,0.5651606917381287,-0.13029694557189941","0.5240546464920044,0.2537349760532379,-0.321543425321579","0.43773800134658813,0.5535377860069275,-0.09991370141506195","0.500289797782898,0.5323590040206909,0.02300010807812214","0.4521052837371826,0.530940055847168,-0.023296762257814407","0.4908096194267273,0.71319580078125,0.05408904701471329","0.45546308159828186,0.7110083103179932,0.02193138189613819","0.4753054976463318,0.8486738204956055,0.2713260054588318","0.4602928161621094,0.8493560552597046,0.2425835132598877","0.47034120559692383,0.867998480796814,0.28830069303512573","0.45995745062828064,0.866552472114563,0.259019672870636","0.4903503358364105,0.9082928895950317,0.19275076687335968","0.4687923789024353,0.9072983860969543,0.15431001782417297"
0.0,"0.47056660056114197,0.1718815416097641,-0.2180299311876297","0.47677379846572876,0.1576193869113922,-0.1966075748205185","0.47945636510849,0.15829190611839294,-0.19661501049995422","0.48261627554893494,0.1593083143234253,-0.19663329422473907","0.4681040644645691,0.15683817863464355,-0.1998598724603653","0.46505481004714966,0.1571510285139084,-0.1998436152935028","0.4616878032684326,0.1577407717704773,-0.19988451898097992","0.4900985360145569,0.17059512436389923,-0.08486603200435638","0.46144476532936096,0.16872261464595795,-0.1001051813364029","0.47680264711380005,0.1898290067911148,-0.17728224396705627","0.4671920835971832,0.18912692368030548,-0.18202760815620422","0.5228182077407837,0.2729005515575409,-0.026600781828165054","0.4322878420352936,0.2764175534248352,-0.039572373032569885","0.5733444690704346,0.34103867411613464,-0.14061149954795837","0.414625883102417,0.39668896794319153,-0.029486391693353653","0.5390938520431519,0.26585671305656433,-0.335855096578598","0.42508620023727417,0.5254663825035095,-0.07873784005641937","0.5285463333129883,0.250137597322464,-0.37919217348098755","0.4254179894924164,0.5641457438468933,-0.09589369595050812","0.5232616662979126,0.24924319982528687,-0.3625497817993164","0.4345492422580719,0.5621759295463562,-0.11722121387720108","0.5243002772331238,0.2558537423610687,-0.3343985080718994","0.436379611492157,0.5508504509925842,-0.08674190193414688","0.5009924173355103,0.532576322555542,0.01602611318230629","0.453021764755249,0.5320311188697815,-0.016289066523313522","0.49285373091697693,0.7141432762145996,0.04107516631484032","0.4563707411289215,0.7128154039382935,0.016765400767326355","0.4765525758266449,0.8479287624359131,0.27379143238067627","0.46262678503990173,0.8487404584884644,0.25393146276474","0.4724072813987732,0.8653514385223389,0.2924516201019287","0.46316662430763245,0.8651083111763,0.2714497447013855","0.49056878685951233,0.9083004593849182,0.19450901448726654","0.46903330087661743,0.9074758887290955,0.16742411255836487"
0.0,"0.4722500443458557,0.1728101521730423,-0.23625271022319794","0.4780285954475403,0.1584266871213913,-0.21385493874549866","0.48060083389282227,0.15908366441726685,-0.21386292576789856","0.4837058186531067,0.1599930375814438,-0.21389064192771912","0.4690779745578766,0.15735980868339539,-0.21846425533294678","0.4656731188297272,0.15757812559604645,-0.2185489386320114","0.46194061636924744,0.15814344584941864,-0.21846631169319153","0.4912230372428894,0.17068958282470703,-0.0910678282380104","0.4609760344028473,0.16912278532981873,-0.11643115431070328","0.4786818027496338,0.19061550498008728,-0.19317053258419037","0.46870875358581543,0.1902603805065155,-0.19772176444530487","0.5234872102737427,0.2729499638080597,-0.028947751969099045","0.4328916668891907,0.2755715250968933,-0.0450744591653347","0.5782357454299927,0.33696919679641724,-0.13807494938373566","0.41482239961624146,0.39507585763931274,-0.029104184359312057","0.5399441719055176,0.2660768926143646,-0.328573077917099","0.4253862500190735,0.5263601541519165,-0.0782761424779892","0.5278782248497009,0.2505415678024292,-0.3717745542526245","0.4259137511253357,0.5639776587486267,-0.09597768634557724","0.5227012634277344,0.2491593062877655,-0.35415738821029663","0.43525147438049316,0.5615389347076416,-0.11755194514989853","0.5238927602767944,0.25532010197639465,-0.32642966508865356","0.4370676577091217,0.5499134659767151,-0.08650560677051544","0.5032885670661926,0.5322698950767517,0.016251958906650543","0.4547455310821533,0.5326566696166992,-0.016498571261763573","0.4947008490562439,0.7145081162452698,0.04111885651946068","0.4574369788169861,0.7126598954200745,0.02168026939034462","0.47858524322509766,0.8457136154174805,0.29347074031829834","0.4622747004032135,0.846220850944519,0.26546308398246765","0.4744490087032318,0.8610243797302246,0.3145831227302551","0.462379515171051,0.8598855137825012,0.2846781313419342","0.4900032877922058,0.9082049131393433,0.21571925282478333","0.4690685272216797,0.9076166749000549,0.1780146360397339"
0.0,"0.4735793471336365,0.17275482416152954,-0.22718510031700134","0.4791478216648102,0.15845757722854614,-0.20414665341377258","0.4820269048213959,0.15914177894592285,-0.20416085422039032","0.48531126976013184,0.160055473446846,-0.20419096946716309","0.47014445066452026,0.15742410719394684,-0.20853900909423828","0.4668978154659271,0.1576891839504242,-0.2085232436656952","0.4632261395454407,0.15831714868545532,-0.20855168998241425","0.4933413863182068,0.17102386057376862,-0.08398599922657013","0.46204447746276855,0.16959793865680695,-0.10405190289020538","0.48016777634620667,0.19071780145168304,-0.18325239419937134","0.4702455997467041,0.19083449244499207,-0.18922117352485657","0.524380087852478,0.27288946509361267,-0.022449221462011337","0.4335764944553375,0.27463018894195557,-0.04071624204516411","0.5786564946174622,0.33292484283447266,-0.13359299302101135","0.4141356945037842,0.386200487613678,-0.023719020187854767","0.5419458150863647,0.263581782579422,-0.3314884305000305","0.4258863925933838,0.5170482397079468,-0.07296769320964813","0.5299307107925415,0.250262588262558,-0.3763764202594757","0.42575541138648987,0.5582858324050903,-0.09048868715763092","0.5243295431137085,0.24831727147102356,-0.36016279458999634","0.43445008993148804,0.5560276508331299,-0.11415494978427887","0.5257143378257751,0.2541313171386719,-0.33019891381263733","0.43721675872802734,0.5448529720306396,-0.08205509185791016","0.5031025409698486,0.5333783626556396,0.01825735718011856","0.45513075590133667,0.5344198942184448,-0.01849265769124031","0.4945757985115051,0.7158553004264832,0.032579030841588974","0.45843976736068726,0.7148488163948059,-0.00041088758734986186","0.47908687591552734,0.8473918437957764,0.28468841314315796","0.4634767174720764,0.845905065536499,0.256766140460968","0.47493863105773926,0.8628020286560059,0.3044466972351074","0.46327295899391174,0.8596149682998657,0.27703526616096497","0.49005326628685,0.909002959728241,0.20264849066734314","0.46940574049949646,0.9075419902801514,0.174534410238266"
0.0,"0.4745185971260071,0.1726275086402893,-0.21784977614879608","0.4801337718963623,0.15872657299041748,-0.19517669081687927","0.48304978013038635,0.1594996601343155,-0.1951877772808075","0.48625677824020386,0.16041456162929535,-0.19520798325538635","0.47091978788375854,0.15747779607772827,-0.20009557902812958","0.4674619734287262,0.15771272778511047,-0.20006947219371796","0.4639951288700104,0.1583290547132492,-0.20008914172649384","0.4937416911125183,0.1712808609008789,-0.0755975991487503","0.46288031339645386,0.1693778932094574,-0.09916684031486511","0.48117390275001526,0.1903054416179657,-0.1740935742855072","0.47096818685531616,0.1904701292514801,-0.18100419640541077","0.5229335427284241,0.2687548100948334,-0.015498055145144463","0.43509477376937866,0.2725561261177063,-0.038931142538785934","0.5738879442214966,0.3244742155075073,-0.12321029603481293","0.41638293862342834,0.39036276936531067,-0.01654146984219551","0.5397652387619019,0.26212722063064575,-0.32510584592819214","0.4268832206726074,0.5181913375854492,-0.06841030716896057","0.5271447896957397,0.24884867668151855,-0.3704162538051605","0.4267800450325012,0.557768702507019,-0.08559858053922653","0.5220515131950378,0.24703764915466309,-0.3553142845630646","0.4354979991912842,0.5554062128067017,-0.10870184004306793","0.5237679481506348,0.2533623278141022,-0.32456693053245544","0.4383207857608795,0.5445941090583801,-0.0769377201795578","0.5040146112442017,0.530062735080719,0.014337992295622826","0.4566853940486908,0.5298807621002197,-0.014567650854587555","0.4968109726905823,0.7140808701515198,0.024161864072084427","0.4594358801841736,0.7121140360832214,-0.002009577816352248","0.48009371757507324,0.8484123349189758,0.2567041516304016","0.4639616012573242,0.8463996052742004,0.2337617576122284","0.4759698808193207,0.8639996647834778,0.27484121918678284","0.4631897509098053,0.8607699275016785,0.25139185786247253","0.49033403396606445,0.9099201560020447,0.1701996773481369","0.47020626068115234,0.907230019569397,0.14386022090911865"
0.0,"0.4732930660247803,0.1731773316860199,-0.20011110603809357","0.4793899655342102,0.15973827242851257,-0.17860427498817444","0.4826515316963196,0.160518079996109,-0.17862394452095032","0.4857115149497986,0.16134695708751678,-0.1786482036113739","0.4699046015739441,0.15869079530239105,-0.18169152736663818","0.4669395387172699,0.15885388851165771,-0.18166545033454895","0.46431344747543335,0.1593007892370224,-0.18170185387134552","0.49187761545181274,0.17193718254566193,-0.06574337184429169","0.464954137802124,0.16992944478988647,-0.08020379394292831","0.4808945655822754,0.1908627450466156,-0.15893730521202087","0.46960535645484924,0.1906953752040863,-0.1632695347070694","0.5199954509735107,0.26376137137413025,-0.01493564248085022","0.4366895258426666,0.2706701159477234,-0.022896621376276016","0.5636723041534424,0.3142787218093872,-0.13483771681785583","0.4207542836666107,0.3881244361400604,-0.004873636644333601","0.5317667722702026,0.25812461972236633,-0.32724690437316895","0.4278711676597595,0.516297459602356,-0.0555778443813324","0.5208424925804138,0.24562759697437286,-0.3717394769191742","0.42654991149902344,0.555876612663269,-0.07278908044099808","0.5160852074623108,0.2459949254989624,-0.35588616132736206","0.43453097343444824,0.5542504787445068,-0.09566211700439453","0.5181493759155273,0.2521931529045105,-0.3264041244983673","0.437793493270874,0.5434833765029907,-0.06435002386569977","0.5035688281059265,0.5258298516273499,0.006445511244237423","0.45689067244529724,0.5258584022521973,-0.006650371011346579","0.49661263823509216,0.7120152711868286,0.006189615465700626","0.45895880460739136,0.7102816700935364,0.0010636963415890932","0.4808543622493744,0.8480218052864075,0.23378369212150574","0.46366047859191895,0.8467503786087036,0.2230212688446045","0.47632646560668945,0.8645341396331787,0.25170058012008667","0.4634854793548584,0.8620366454124451,0.23945017158985138","0.49322062730789185,0.9100146889686584,0.14938826858997345","0.46846142411231995,0.9071215391159058,0.13366921246051788"
0.0,"0.4714985489845276,0.17461007833480835,-0.1946251094341278","0.4781688153743744,0.16124393045902252,-0.17253226041793823","0.4816726744174957,0.1618303507566452,-0.17255523800849915","0.4849646985530853,0.16248652338981628,-0.1725822240114212","0.4688601493835449,0.16063551604747772,-0.174953430891037","0.46628546714782715,0.16074086725711823,-0.17492547631263733","0.46379566192626953,0.16102653741836548,-0.174934983253479","0.4917381703853607,0.17295432090759277,-0.05710580199956894","0.4653073847293854,0.17093953490257263,-0.06877940148115158","0.47939667105674744,0.1922217309474945,-0.1525130271911621","0.46823978424072266,0.19221282005310059,-0.15596355497837067","0.5173255205154419,0.262330025434494,-0.00933591928333044","0.4379902780056,0.2677178978919983,-0.009998789057135582","0.5513726472854614,0.3074449896812439,-0.12820592522621155","0.42413514852523804,0.38531070947647095,0.009451822377741337","0.5279582142829895,0.24732176959514618,-0.3239510655403137","0.42809462547302246,0.5154979825019836,-0.0398920401930809","0.519644021987915,0.2383207082748413,-0.3695560097694397","0.4275403618812561,0.5556133389472961,-0.057200364768505096","0.5152565836906433,0.2374354749917984,-0.35791078209877014","0.4350302219390869,0.5535508394241333,-0.08014590293169022","0.5163800120353699,0.24147295951843262,-0.3255031704902649","0.43763870000839233,0.542711615562439,-0.04881051927804947","0.5028213262557983,0.5232034921646118,0.0046655661426484585","0.4563169479370117,0.5234683156013489,-0.004853643011301756","0.49803590774536133,0.7098724246025085,-0.012808742001652718","0.45791760087013245,0.7086775302886963,-0.011061054654419422","0.4803473949432373,0.848138689994812,0.22730819880962372","0.46354585886001587,0.8445863723754883,0.22365228831768036","0.47559481859207153,0.8651379346847534,0.24612784385681152","0.46342307329177856,0.8594542741775513,0.23984825611114502","0.49064701795578003,0.9099929928779602,0.1400654911994934","0.46755385398864746,0.9058505296707153,0.12669409811496735"
