gesture,[0],[7],[8],[12],[14],[16],[23],[24]
0.25,"0.5292654037475586,0.4537446200847626,-0.4686890244483948","0.5990436673164368,0.4508914053440094,-0.2532593905925751","0.5034083724021912,0.45605722069740295,-0.14472895860671997","0.4262303411960602,0.7692412734031677,0.004110907204449177","0.2477084845304489,0.7104427814483643,-0.06768516451120377","0.07389355450868607,0.41790878772735596,-0.4198623299598694","0.6307945847511292,1.4707424640655518,-0.05288084223866463","0.44639864563941956,1.4536579847335815,0.05228285863995552"
0.25,"0.5392823815345764,0.4355146586894989,-0.5276962518692017","0.6060419082641602,0.4372619092464447,-0.27970221638679504","0.5058197975158691,0.44379717111587524,-0.18450787663459778","0.4302452504634857,0.7557140588760376,-0.05776554346084595","0.23753082752227783,0.6985229253768921,-0.30602559447288513","0.0679868683218956,0.3915797770023346,-0.7908928394317627","0.639032244682312,1.4767510890960693,-0.046860434114933014","0.44944047927856445,1.4599127769470215,0.046241141855716705"
0.25,"0.5423619747161865,0.43048980832099915,-0.6340866088867188","0.6041934490203857,0.43266841769218445,-0.36647549271583557","0.506375789642334,0.43818455934524536,-0.25626853108406067","0.43541860580444336,0.7549490928649902,-0.11188124120235443","0.2479420006275177,0.7336726784706116,-0.40187400579452515","0.09273950755596161,0.4071864187717438,-0.962323009967804","0.6493474841117859,1.4763100147247314,-0.04932396113872528","0.4575352072715759,1.4607559442520142,0.04858637601137161"
0.25,"0.5513471961021423,0.4321424663066864,-0.5603668689727783","0.6028630137443542,0.4338454008102417,-0.29399946331977844","0.5047682523727417,0.44125884771347046,-0.23691067099571228","0.43785253167152405,0.7568103075027466,-0.12155751883983612","0.25303393602371216,0.743257999420166,-0.33017659187316895","0.11119892448186874,0.4291839599609375,-0.7340584993362427","0.6488654613494873,1.475643277168274,-0.040941257029771805","0.45737624168395996,1.4604884386062622,0.04011056199669838"
0.25,"0.5536390542984009,0.4367636442184448,-0.5506242513656616","0.6020612716674805,0.4379792809486389,-0.2803177833557129","0.5030807256698608,0.44517478346824646,-0.2378983050584793","0.43665724992752075,0.7580093145370483,-0.13358795642852783","0.2581450343132019,0.8122691512107849,-0.37124305963516235","0.12374194711446762,0.44008323550224304,-0.8092263340950012","0.649596631526947,1.4759002923965454,-0.02316388115286827","0.45737725496292114,1.4621964693069458,0.02244037762284279"
0.25,"0.5544305443763733,0.43789172172546387,-0.5333936214447021","0.5996761918067932,0.43837639689445496,-0.18047280609607697","0.5016499161720276,0.4477987587451935,-0.20411810278892517","0.43405765295028687,0.7584808468818665,-0.09617050737142563","0.25919240713119507,0.839410126209259,-0.3251144289970398","0.1304468810558319,0.4544304609298706,-0.7350682616233826","0.6500974893569946,1.4754501581192017,0.0034203785471618176","0.4574456810951233,1.4632123708724976,-0.004012563731521368"
0.25,"0.5513314008712769,0.43878433108329773,-0.4825567305088043","0.5967907309532166,0.4384184181690216,-0.18483243882656097","0.5004352331161499,0.4495028555393219,-0.17886343598365784","0.43284350633621216,0.7564008235931396,-0.09890805184841156","0.26187193393707275,0.8475357294082642,-0.3464374840259552","0.13063308596611023,0.4658808708190918,-0.7853294610977173","0.6501199007034302,1.475257158279419,0.006985834799706936","0.45854705572128296,1.464534044265747,-0.007601425051689148"
0.25,"0.5510371327400208,0.4396078288555145,-0.3635764420032501","0.5949801206588745,0.4392867088317871,-0.10631783306598663","0.49952107667922974,0.45020556449890137,-0.11163882911205292","0.4318898618221283,0.7568351626396179,-0.07850505411624908","0.26360076665878296,0.850750207901001,-0.2819109559059143","0.13215956091880798,0.4767073690891266,-0.6552568674087524","0.6486420035362244,1.4751209020614624,0.015196451917290688","0.45847707986831665,1.4660066366195679,-0.015835542231798172"
0.25,"0.5474568605422974,0.457658052444458,-0.3057199716567993","0.5938509702682495,0.45498645305633545,-0.06792391836643219","0.49915948510169983,0.4673154950141907,-0.054824769496917725","0.431954950094223,0.7591174840927124,-0.04272008687257767","0.26519596576690674,0.8576655983924866,-0.28230103850364685","0.13343240320682526,0.490293025970459,-0.7119539976119995","0.6482330560684204,1.4749672412872314,0.024728823453187943","0.457830011844635,1.4650309085845947,-0.02532239630818367"
0.25,"0.5472163558006287,0.4868358075618744,-0.2879916727542877","0.5929675102233887,0.47856438159942627,-0.017226476222276688","0.49873924255371094,0.4892202615737915,-0.04418879374861717","0.4314362406730652,0.763440728187561,-0.034794822335243225","0.26666390895843506,0.8631342649459839,-0.28560104966163635","0.13546785712242126,0.5061671137809753,-0.7161527872085571","0.6472243070602417,1.469669222831726,0.04115553945302963","0.457467645406723,1.4646919965744019,-0.041754238307476044"
0.25,"0.548153817653656,0.5086029767990112,-0.3060697615146637","0.5924394726753235,0.500744640827179,-0.03978731110692024","0.49841299653053284,0.5036435723304749,-0.06027410179376602","0.43125829100608826,0.7730039954185486,-0.029736557975411415","0.2686210572719574,0.8655521869659424,-0.2696852684020996","0.14265020191669464,0.5193427205085754,-0.6535676717758179","0.6455822587013245,1.463993787765503,0.035299934446811676","0.4571647047996521,1.4645450115203857,-0.035985007882118225"
0.25,"0.5470293760299683,0.5067086815834045,-0.22413411736488342","0.5922058820724487,0.5052225589752197,0.028932809829711914","0.4984847605228424,0.5085644721984863,0.003529126988723874","0.43102240562438965,0.7766662836074829,-0.0038224123418331146","0.27357980608940125,0.86656653881073,-0.2704888880252838","0.15430913865566254,0.52005934715271,-0.6595028638839722","0.644139289855957,1.4638872146606445,0.0402141734957695","0.457089900970459,1.4656034708023071,-0.04089824855327606"
0.25,"0.546842634677887,0.5126266479492188,-0.1787046492099762","0.5918598175048828,0.5143846869468689,0.06975793838500977","0.4983294606208801,0.5154534578323364,0.05343777686357498","0.4309496283531189,0.7807114720344543,0.05038442462682724","0.27750879526138306,0.868202269077301,-0.19673468172550201","0.17171719670295715,0.5223658084869385,-0.5671120882034302","0.6433550119400024,1.4586342573165894,0.03555848076939583","0.45689207315444946,1.4633548259735107,-0.03624590113759041"
0.25,"0.5461100339889526,0.5169510245323181,-0.17906208336353302","0.5915278792381287,0.5188573598861694,0.06542458385229111","0.4982087016105652,0.5248007774353027,0.05884764716029167","0.4308229982852936,0.7850879430770874,0.06816437840461731","0.2789425551891327,0.8689062595367432,-0.14709481596946716","0.18135806918144226,0.5233354568481445,-0.49167948961257935","0.6430339813232422,1.4586652517318726,0.030146043747663498","0.4567336142063141,1.4633119106292725,-0.03096652962267399"
0.25,"0.5407701134681702,0.5172646045684814,-0.2265540361404419","0.5902666449546814,0.520114004611969,0.018473368138074875","0.4981120228767395,0.52656489610672,0.0197698175907135","0.43109187483787537,0.7884121537208557,0.04119173809885979","0.27929776906967163,0.8699519634246826,-0.1857396364212036","0.18484388291835785,0.5235779881477356,-0.5585932731628418","0.6426934599876404,1.4522901773452759,0.028549596667289734","0.45796459913253784,1.4605226516723633,-0.029335811734199524"
0.25,"0.5296047925949097,0.5231069922447205,-0.2072415053844452","0.5879671573638916,0.5221050977706909,0.008267262019217014","0.49804478883743286,0.5267689824104309,0.04449436813592911","0.4310196340084076,0.790712833404541,0.062241386622190475","0.27934759855270386,0.8707621097564697,-0.13834066689014435","0.18314878642559052,0.5236561298370361,-0.48125404119491577","0.6381253004074097,1.4547299146652222,0.01733393967151642","0.45569902658462524,1.4618316888809204,-0.018185246735811234"
0.25,"0.5171037316322327,0.5214041471481323,-0.22676393389701843","0.5850186944007874,0.5198792219161987,-0.027400609105825424","0.49798479676246643,0.5258708000183105,0.03218536078929901","0.430856317281723,0.791992723941803,0.05977576971054077","0.2784830927848816,0.8704749941825867,-0.18270328640937805","0.18136286735534668,0.5236608982086182,-0.6740328073501587","0.6326598525047302,1.4601212739944458,0.007238621823489666","0.4528070390224457,1.4666166305541992,-0.008024756796658039"
0.25,"0.5030447840690613,0.5208588242530823,-0.1957465261220932","0.5815627574920654,0.5182057023048401,-0.026754966005682945","0.49848657846450806,0.5243865251541138,0.06961019337177277","0.43077555298805237,0.7925791144371033,0.08493823558092117","0.27855584025382996,0.8709093928337097,-0.10079334676265717","0.18012180924415588,0.525175154209137,-0.4708178639411926","0.6321763396263123,1.4652690887451172,0.0038321528118103743","0.4512348175048828,1.4683749675750732,-0.004602412693202496"
0.25,"0.49746623635292053,0.5214932560920715,-0.18135863542556763","0.5778849720954895,0.5171234607696533,-0.021637355908751488","0.4985690116882324,0.5234420895576477,0.07281456887722015","0.4305229187011719,0.7926085591316223,0.0750773549079895","0.27668553590774536,0.871307909488678,-0.1334107220172882","0.17960016429424286,0.5263057351112366,-0.5153161287307739","0.6322367191314697,1.4664431810379028,0.006221048999577761","0.4512380063533783,1.4683870077133179,-0.006995582487434149"
0.25,"0.4922718107700348,0.5207304954528809,-0.19359907507896423","0.5742373466491699,0.5164819359779358,-0.05059131234884262","0.4990174174308777,0.5228822231292725,0.06494283676147461","0.4298790991306305,0.7925267815589905,0.05347604304552078","0.2757876515388489,0.8718181252479553,-0.20776748657226562","0.17922720313072205,0.527555525302887,-0.671603798866272","0.6344494819641113,1.466834545135498,0.011390721425414085","0.4535336494445801,1.468641996383667,-0.012112131342291832"
0.25,"0.49048811197280884,0.5210215449333191,-0.20801320672035217","0.5720261335372925,0.5158652067184448,-0.06766322255134583","0.4992116391658783,0.5222831964492798,0.06093784049153328","0.42949700355529785,0.7925110459327698,0.050871483981609344","0.27580514550209045,0.8719403743743896,-0.2037617266178131","0.17855475842952728,0.5315560698509216,-0.6468765139579773","0.634111762046814,1.4668285846710205,0.006514508277177811","0.4531984329223633,1.4685509204864502,-0.007212369237095118"
0.25,"0.4906393885612488,0.5207023024559021,-0.22522298991680145","0.5715170502662659,0.5153957009315491,-0.08244823664426804","0.4993419647216797,0.5218364000320435,0.01844501867890358","0.4294772148132324,0.7930307388305664,0.015226918272674084","0.27581551671028137,0.87186598777771,-0.21886102855205536","0.17803266644477844,0.5345301628112793,-0.6368535757064819","0.6340684294700623,1.470037817955017,0.008691969327628613","0.45318907499313354,1.469691276550293,-0.00937691330909729"
0.25,"0.4932214617729187,0.5206282138824463,-0.22579649090766907","0.571783185005188,0.5151071548461914,-0.07515418529510498","0.499461829662323,0.5216042995452881,0.013067935593426228","0.42932167649269104,0.792980968952179,0.013094807974994183","0.275765597820282,0.8718028664588928,-0.22218167781829834","0.17784282565116882,0.5346329808235168,-0.6328824758529663","0.6344317197799683,1.4700154066085815,0.014985539019107819","0.4540146291255951,1.469655156135559,-0.015688542276620865"
0.25,"0.49398064613342285,0.5204134583473206,-0.16574186086654663","0.5735620260238647,0.5149657130241394,0.0002178301801905036","0.4994576871395111,0.5214055180549622,0.08778753131628036","0.43048518896102905,0.7929510474205017,0.08751337230205536","0.27577531337738037,0.8718004822731018,-0.12814584374427795","0.17820730805397034,0.5345845818519592,-0.509158730506897","0.6349114179611206,1.4703128337860107,0.013327382504940033","0.45443853735923767,1.469412088394165,-0.01404712162911892"
0.25,"0.5111418962478638,0.5205488204956055,-0.17048892378807068","0.5757892727851868,0.5149639844894409,0.03997001796960831","0.49921053647994995,0.5217610001564026,0.07434187829494476","0.43043914437294006,0.7929111123085022,0.07330171763896942","0.27588561177253723,0.8719133138656616,-0.14448437094688416","0.17999505996704102,0.534419059753418,-0.5429759621620178","0.6364486813545227,1.468117594718933,0.019589710980653763","0.45453953742980957,1.4683977365493774,-0.020341696217656136"
0.25,"0.5267589092254639,0.520433247089386,-0.18430031836032867","0.5800553560256958,0.5148241519927979,0.033943019807338715","0.49898815155029297,0.521696925163269,0.05365579202771187","0.4285556674003601,0.7922759056091309,0.0446147620677948","0.2765951156616211,0.8721351027488708,-0.1956164687871933","0.18244662880897522,0.5357961654663086,-0.5571209192276001","0.6364536285400391,1.46757173538208,0.027425173670053482","0.454397976398468,1.4680817127227783,-0.0281657837331295"
0.25,"0.5364941358566284,0.5220136046409607,-0.2038075178861618","0.5835974216461182,0.5152164697647095,0.022718191146850586","0.4989619255065918,0.5220880508422852,0.017685964703559875","0.4285568296909332,0.7922369241714478,0.02864692732691765","0.27772918343544006,0.8741469383239746,-0.2144157886505127","0.18422986567020416,0.5356661677360535,-0.577138364315033","0.6361976265907288,1.464568018913269,0.028107428923249245","0.454678475856781,1.4665851593017578,-0.028843963518738747"
0.25,"0.5437558889389038,0.5218772292137146,-0.19036206603050232","0.586229145526886,0.5151572823524475,0.05473349243402481","0.4989350438117981,0.5219602584838867,0.023208877071738243","0.42848220467567444,0.7923316955566406,0.03532673418521881","0.2784504294395447,0.8750441074371338,-0.15019336342811584","0.1860901266336441,0.5364675521850586,-0.43778476119041443","0.6374083757400513,1.4630967378616333,0.027555450797080994","0.45598822832107544,1.4654343128204346,-0.028290346264839172"
0.25,"0.5507241487503052,0.5199568867683411,-0.1911744475364685","0.5882356762886047,0.5142826437950134,0.053088944405317307","0.49894627928733826,0.521304726600647,0.021902013570070267","0.4286089837551117,0.7922959327697754,0.02731885388493538","0.27860182523727417,0.8756086826324463,-0.15758082270622253","0.1862901747226715,0.5364252924919128,-0.47838887572288513","0.6404714584350586,1.4622598886489868,0.032349489629268646","0.4593721032142639,1.4650465250015259,-0.03307124227285385"
0.25,"0.5516513586044312,0.5177484750747681,-0.18045207858085632","0.5892277359962463,0.512860894203186,0.08207802474498749","0.49893897771835327,0.5205798149108887,0.043843306601047516","0.42866164445877075,0.7922149896621704,0.04964510723948479","0.27860623598098755,0.8773038387298584,-0.16434478759765625","0.18669022619724274,0.5385801792144775,-0.49927085638046265","0.6433684229850769,1.4605406522750854,0.032667260617017746","0.46168965101242065,1.4642735719680786,-0.03339918330311775"
0.25,"0.5498120784759521,0.5177220106124878,-0.14405329525470734","0.5892316102981567,0.5129242539405823,0.11945270001888275","0.49892473220825195,0.5207442045211792,0.09734092652797699","0.4285944998264313,0.7926657795906067,0.0919288694858551","0.27861160039901733,0.8782563805580139,-0.1462673842906952","0.18655475974082947,0.5396630764007568,-0.5090781450271606","0.6432932615280151,1.4603914022445679,0.030247652903199196","0.4611423909664154,1.4641941785812378,-0.031000593677163124"
0.25,"0.5479242205619812,0.5175856947898865,-0.1567326784133911","0.588808000087738,0.5128905773162842,0.09180349111557007","0.498607873916626,0.5208386182785034,0.08870954066514969","0.42856407165527344,0.7916552424430847,0.07968275249004364","0.27922093868255615,0.8786163330078125,-0.15411120653152466","0.1864164173603058,0.5405822992324829,-0.5038084983825684","0.643150806427002,1.459741234779358,0.029940005391836166","0.4611060619354248,1.4626765251159668,-0.030688073486089706"
0.25,"0.5323210954666138,0.5148690342903137,-0.13559621572494507","0.5843513607978821,0.5119667053222656,0.08008116483688354","0.4984606206417084,0.5208025574684143,0.119895339012146","0.42856311798095703,0.7916314005851746,0.12154965102672577","0.2786594033241272,0.8785537481307983,-0.127853661775589","0.18281269073486328,0.5380792617797852,-0.5330814719200134","0.6430729627609253,1.455651879310608,0.01460261456668377","0.46102219820022583,1.4596903324127197,-0.015339476987719536"
0.25,"0.5195158123970032,0.5147898197174072,-0.145460844039917","0.5813888311386108,0.5093315839767456,0.04305441305041313","0.49586349725723267,0.521199643611908,0.09864336997270584","0.42855381965637207,0.7916864156723022,0.10191408544778824","0.2786596417427063,0.8785904049873352,-0.1390874683856964","0.1805317997932434,0.5387391448020935,-0.573177695274353","0.6436840295791626,1.4542410373687744,0.01525573618710041","0.4609333872795105,1.4586981534957886,-0.015991566702723503"
0.25,"0.5026766061782837,0.5155283808708191,-0.11747525632381439","0.5771859884262085,0.5090871453285217,0.0381198488175869","0.4961807131767273,0.5212684869766235,0.14988763630390167","0.42879095673561096,0.7920619249343872,0.1578759253025055","0.2781074643135071,0.8785696029663086,-0.045045893639326096","0.17632342875003815,0.5354963541030884,-0.45917829871177673","0.6381651163101196,1.46333646774292,-0.008182274177670479","0.4573005139827728,1.4633702039718628,0.007447422482073307"
0.25,"0.49627313017845154,0.5155298709869385,-0.12085576355457306","0.5737693905830383,0.5087554454803467,0.00247298670001328","0.4961985945701599,0.5212392210960388,0.12240941822528839","0.4288664758205414,0.7932188510894775,0.13014481961727142","0.2774631381034851,0.8787062168121338,-0.07518915832042694","0.1719682216644287,0.5354755520820618,-0.4795196056365967","0.6365566849708557,1.4684405326843262,-0.004763105418533087","0.45475250482559204,1.4666695594787598,0.004034087527543306"
0.25,"0.49049386382102966,0.5153540968894958,-0.19167622923851013","0.5683936476707458,0.5068864822387695,-0.09051613509654999","0.49639183282852173,0.5211597084999084,0.03849508985877037","0.4297274947166443,0.7945950627326965,0.05623514577746391","0.27724725008010864,0.8785611391067505,-0.11562351882457733","0.16612812876701355,0.5364294052124023,-0.4883998930454254","0.6370123624801636,1.4721786975860596,-0.002946463180705905","0.45834341645240784,1.4685909748077393,0.00221911258995533"
0.25,"0.48875465989112854,0.515370786190033,-0.2386074960231781","0.5668981671333313,0.5062980651855469,-0.1099567860364914","0.4973661005496979,0.5211398005485535,0.006741407327353954","0.43055564165115356,0.7966585159301758,0.027743345126509666","0.2770642340183258,0.8787671327590942,-0.13116320967674255","0.16120918095111847,0.5385255217552185,-0.49504366517066956","0.6396563649177551,1.4799474477767944,-0.0023155740927904844","0.460960328578949,1.4732450246810913,0.0015669194981455803"
0.25,"0.4890264570713043,0.5155253410339355,-0.249703049659729","0.5670923590660095,0.5052266716957092,-0.11706072092056274","0.49838367104530334,0.5212371945381165,0.005234376527369022","0.432516872882843,0.7983585000038147,0.03524588793516159","0.27708888053894043,0.8788634538650513,-0.12724682688713074","0.15736237168312073,0.5386666059494019,-0.4949774742126465","0.6396455764770508,1.486512541770935,-0.0037481102626770735","0.461157888174057,1.4772961139678955,0.0030583373736590147"
0.25,"0.48796042799949646,0.5172963738441467,-0.2421639859676361","0.5667082071304321,0.5048525333404541,-0.12758421897888184","0.5011585354804993,0.5210495591163635,0.01793425902724266","0.4379998743534088,0.796850323677063,0.0415942408144474","0.278494656085968,0.8796278238296509,-0.10270260274410248","0.15656934678554535,0.5411848425865173,-0.4511995315551758","0.6352038979530334,1.4901628494262695,-0.011236396618187428","0.45995455980300903,1.4771219491958618,0.010663814842700958"
0.25,"0.48999977111816406,0.517276406288147,-0.25284436345100403","0.5678988099098206,0.5049084424972534,-0.13322898745536804","0.5014609694480896,0.5210966467857361,-0.01168870646506548","0.43821269273757935,0.7970106601715088,0.030597155913710594","0.27806779742240906,0.8796517848968506,-0.08064524829387665","0.15378554165363312,0.5445283055305481,-0.3710326552391052","0.6352999806404114,1.489186406135559,-0.009569655172526836","0.46154746413230896,1.4767866134643555,0.008972147479653358"
0.25,"0.5004876852035522,0.517128050327301,-0.26729249954223633","0.5741063952445984,0.5054939389228821,-0.10622499883174896","0.5011579990386963,0.5210639834403992,-0.015653910115361214","0.43809157609939575,0.7969697713851929,0.016117781400680542","0.27656060457229614,0.8796023726463318,-0.1483045369386673","0.1520611047744751,0.5445005297660828,-0.5139037370681763","0.6353966593742371,1.4882519245147705,0.0009848286863416433","0.46116191148757935,1.4758721590042114,-0.0016126675764098763"
0.25,"0.5199919939041138,0.5164707899093628,-0.2663741707801819","0.5793383121490479,0.5058186650276184,-0.07363107055425644","0.5010530352592468,0.5210822224617004,-0.025018993765115738","0.43807879090309143,0.7966228723526001,-0.004640660248696804","0.27627986669540405,0.8820913434028625,-0.1734025925397873","0.1524016559123993,0.5444711446762085,-0.5089215040206909","0.6385553479194641,1.4851632118225098,0.017755864188075066","0.46244025230407715,1.473439335823059,-0.01844199001789093"
0.25,"0.5317243337631226,0.5169586539268494,-0.3108976483345032","0.5837864875793457,0.5068055391311646,-0.08323724567890167","0.5008708834648132,0.5205119848251343,-0.06726418435573578","0.4376487135887146,0.7958832383155823,-0.03161681443452835","0.2762658894062042,0.8836308121681213,-0.21228274703025818","0.15234717726707458,0.5420694947242737,-0.5486499071121216","0.6396178007125854,1.4820499420166016,0.020971661433577538","0.46342459321022034,1.4726824760437012,-0.02162570133805275"
0.25,"0.5421488881111145,0.5168720483779907,-0.28526735305786133","0.5863138437271118,0.5068756937980652,-0.013482844457030296","0.5007441639900208,0.519532322883606,-0.0516175851225853","0.4366375505924225,0.7958362102508545,-0.013770123943686485","0.2754712700843811,0.8836179971694946,-0.20911796391010284","0.15275771915912628,0.5402472019195557,-0.588434100151062","0.6397874355316162,1.4789388179779053,0.026095669716596603","0.46230220794677734,1.4724985361099243,-0.02674628421664238"
0.25,"0.5462839603424072,0.5165243744850159,-0.2744199335575104","0.5878918170928955,0.5073074102401733,-0.010649343021214008","0.5006340742111206,0.5190063118934631,-0.034772299230098724","0.4345250725746155,0.7954862713813782,-0.006743333302438259","0.27523860335350037,0.8836092352867126,-0.23134496808052063","0.15367195010185242,0.5399224758148193,-0.604993999004364","0.6381661891937256,1.4785321950912476,0.029421264305710793","0.45874452590942383,1.47317373752594,-0.03010612167418003"
0.25,"0.5453333854675293,0.5163989067077637,-0.266912579536438","0.5886443853378296,0.507558286190033,0.011160822585225105","0.500590980052948,0.5184438228607178,-0.019565004855394363","0.4342259466648102,0.7950833439826965,-0.0023549573961645365","0.2748248875141144,0.8841642737388611,-0.22887718677520752","0.1539219319820404,0.5389696359634399,-0.6113079190254211","0.6393638849258423,1.4777839183807373,0.035148970782756805","0.45866528153419495,1.4736974239349365,-0.035834427922964096"
0.25,"0.5427799224853516,0.5163024663925171,-0.21639028191566467","0.588613748550415,0.5076651573181152,0.04457526281476021","0.5004340410232544,0.5183600187301636,0.04096829146146774","0.43383684754371643,0.7953523993492126,0.04610813036561012","0.27461135387420654,0.885226845741272,-0.18498697876930237","0.15353244543075562,0.5390803217887878,-0.5571205615997314","0.639835000038147,1.4774397611618042,0.033036768436431885","0.45773282647132874,1.4736416339874268,-0.03371967747807503"
0.25,"0.5410624146461487,0.5162897706031799,-0.21693384647369385","0.588420033454895,0.5075963139533997,0.009916450828313828","0.5004198551177979,0.5184442400932312,0.03281816095113754","0.4339357912540436,0.7953386306762695,0.04912227764725685","0.27453577518463135,0.8854109048843384,-0.1196892037987709","0.15194931626319885,0.5397167801856995,-0.4460456371307373","0.639280378818512,1.478415608406067,0.02630138024687767","0.45733994245529175,1.4735990762710571,-0.026955824345350266"
0.25,"0.5332377552986145,0.5162245631217957,-0.267025887966156","0.5883112549781799,0.5064366459846497,-0.06408988684415817","0.5003812909126282,0.5188248753547668,-0.01524662971496582","0.43453988432884216,0.7962931990623474,0.008083172142505646","0.2719596028327942,0.8852831721305847,-0.1234702616930008","0.15115489065647125,0.544367790222168,-0.47336214780807495","0.6395854353904724,1.4880813360214233,0.026126522570848465","0.45814600586891174,1.48013436794281,-0.026765886694192886"
0.25,"0.5217497944831848,0.517388105392456,-0.22618648409843445","0.5882764458656311,0.5062269568443298,-0.06588707119226456","0.5048777461051941,0.519085168838501,0.03867928683757782","0.4427591860294342,0.7963796854019165,0.08533553034067154","0.27474337816238403,0.8850046992301941,-0.01688222400844097","0.15133622288703918,0.5536819696426392,-0.34922105073928833","0.6396907567977905,1.487788438796997,-0.00036788469878956676","0.46004706621170044,1.479283094406128,-0.00025217339862138033"
0.25,"0.5152155756950378,0.5177501440048218,-0.2431035339832306","0.5881189107894897,0.5062302350997925,-0.11190243810415268","0.515586793422699,0.5174141526222229,0.024343011900782585","0.4477109909057617,0.7965138554573059,0.07006536424160004","0.2798304259777069,0.8848465085029602,-0.048384930938482285","0.15202687680721283,0.5680318474769592,-0.38107970356941223","0.641755223274231,1.486656665802002,-0.006886850111186504","0.4655323028564453,1.4770464897155762,0.006157063413411379"
0.25,"0.5108908414840698,0.5180993676185608,-0.24287264049053192","0.5879769325256348,0.506102442741394,-0.12145731598138809","0.5210885405540466,0.5159133076667786,0.04294411092996597","0.45492124557495117,0.7967288494110107,0.13063198328018188","0.29259175062179565,0.8861439228057861,0.04238535836338997","0.16252437233924866,0.588858425617218,-0.3298027515411377","0.6417512893676758,1.4820456504821777,-0.03319456800818443","0.46736130118370056,1.4744045734405518,0.0325293205678463"
0.25,"0.5054336786270142,0.5192317366600037,-0.16214582324028015","0.5863844156265259,0.5047151446342468,-0.11906158924102783","0.5249577760696411,0.5152097344398499,0.07966429740190506","0.4596037268638611,0.7973664999008179,0.1743030548095703","0.3034113049507141,0.8856397271156311,0.17531874775886536","0.17198315262794495,0.6092707514762878,-0.07624794542789459","0.6446176171302795,1.4749318361282349,-0.06020369008183479","0.4787440299987793,1.4582250118255615,0.05969921499490738"
0.25,"0.5019330978393555,0.5189857482910156,-0.17309264838695526","0.583450436592102,0.5041077733039856,-0.18820330500602722","0.5302138328552246,0.5127889513969421,0.07773448526859283","0.4635843336582184,0.8041363954544067,0.15433672070503235","0.3130013346672058,0.8856332302093506,0.24958398938179016","0.1857619285583496,0.6248672008514404,0.11095631122589111","0.6449620127677917,1.4761686325073242,-0.08415532112121582","0.48571380972862244,1.4587715864181519,0.08361639827489853"
0.25,"0.49878907203674316,0.5189651250839233,-0.1361813247203827","0.5818094611167908,0.5024412274360657,-0.15659219026565552","0.5318976640701294,0.511627197265625,0.07570426166057587","0.4650181233882904,0.8044766187667847,0.17969617247581482","0.32313627004623413,0.8896576166152954,0.3215269446372986","0.1977272927761078,0.632305383682251,0.2457042932510376","0.6448521018028259,1.4761781692504883,-0.08249986916780472","0.48624467849731445,1.4582808017730713,0.08200643956661224"
0.25,"0.49776116013526917,0.5189544558525085,-0.15082302689552307","0.5798841118812561,0.5018625259399414,-0.16139832139015198","0.5318976044654846,0.511229932308197,0.06501387059688568","0.4662906229496002,0.8047546148300171,0.16789104044437408","0.3289155662059784,0.8920654058456421,0.28825774788856506","0.20107300579547882,0.6411980390548706,0.20162110030651093","0.6450310945510864,1.4756076335906982,-0.08005575835704803","0.48805341124534607,1.4563900232315063,0.07960240542888641"
0.25,"0.4970824718475342,0.51828932762146,-0.16444659233093262","0.5792015790939331,0.5014986395835876,-0.17139840126037598","0.5311928391456604,0.510598361492157,0.06345067918300629","0.46536073088645935,0.8083235621452332,0.15427367389202118","0.32690194249153137,0.8927361369132996,0.24083158373832703","0.1990213245153427,0.6438097357749939,0.10973618924617767","0.6450086832046509,1.476237177848816,-0.07420792430639267","0.48662012815475464,1.4566148519515991,0.0737534612417221"
0.25,"0.4964018762111664,0.5174630284309387,-0.1709345579147339","0.578568160533905,0.5011810660362244,-0.16972099244594574","0.5303196310997009,0.5100411772727966,0.05516313388943672","0.4646152853965759,0.8082204461097717,0.1495969593524933","0.32324957847595215,0.894498348236084,0.21892781555652618","0.19763870537281036,0.6430206894874573,-0.021107446402311325","0.6444216966629028,1.4776932001113892,-0.06985081732273102","0.4863479733467102,1.4566558599472046,0.06934640556573868"
0.25,"0.4970889091491699,0.5186464786529541,-0.20695027709007263","0.5785853862762451,0.5014857649803162,-0.16764681041240692","0.5277613401412964,0.5102038979530334,0.0340193472802639","0.4643164575099945,0.8081347942352295,0.12695305049419403","0.3165135979652405,0.8949676752090454,0.09620392322540283","0.18094347417354584,0.6382516026496887,-0.21076810359954834","0.6437488198280334,1.477742314338684,-0.0692390501499176","0.48342815041542053,1.456385612487793,0.06871604919433594"
0.25,"0.49757394194602966,0.5192796587944031,-0.2509142756462097","0.5787228941917419,0.503214955329895,-0.11883071810007095","0.5177698135375977,0.512043833732605,0.03132333606481552","0.4568602442741394,0.8082537055015564,0.08043450117111206","0.30061259865760803,0.8950456380844116,-0.09261444956064224","0.16714823246002197,0.6366977691650391,-0.5428940057754517","0.6443923711776733,1.4772436618804932,-0.019193293526768684","0.4805372655391693,1.4564911127090454,0.018624212592840195"
0.25,"0.49779272079467773,0.5227490663528442,-0.2815418839454651","0.5786018967628479,0.5042137503623962,-0.10602923482656479","0.507964015007019,0.5161958336830139,0.008464619517326355","0.44676876068115234,0.8102831244468689,0.043657999485731125","0.2807384133338928,0.8953037858009338,-0.1150035411119461","0.15020440518856049,0.6009472608566284,-0.5130727291107178","0.6445639729499817,1.4778804779052734,-0.00037641183007508516","0.47574383020401,1.4595777988433838,-0.0002615647972561419"
