gesture,[0],[7],[8],[11],[13],[15],[23],[23]
0.25,"0.5276857614517212,0.3774346113204956,-0.5056124925613403","0.5777779221534729,0.3553491234779358,-0.19976148009300232","0.454108864068985,0.3482189178466797,-0.1605978012084961","0.676287055015564,0.6673568487167358,-0.221782848238945","0.5220421552658081,0.8850682377815247,-0.6979873776435852","0.35374775528907776,0.4001886546611786,-1.0768592357635498","0.6080741286277771,1.5335266590118408,-0.008640645071864128","0.6080741286277771,1.5335266590118408,-0.008640645071864128"
0.25,"0.5276028513908386,0.39417564868927,-0.4411463737487793","0.5766439437866211,0.3784533143043518,-0.13209059834480286","0.4546641409397125,0.3577834665775299,-0.08631876856088638","0.6698838472366333,0.6763695478439331,-0.18252986669540405","0.5194898247718811,0.8869932293891907,-0.7346194386482239","0.3533124625682831,0.416503369808197,-1.2045308351516724","0.5998296737670898,1.5331027507781982,-0.008724493905901909","0.5998296737670898,1.5331027507781982,-0.008724493905901909"
0.25,"0.5275405645370483,0.3970268666744232,-0.4186955988407135","0.5749796032905579,0.3853328824043274,-0.09255841374397278","0.45452165603637695,0.3682158291339874,-0.06560783833265305","0.6672106981277466,0.6815111637115479,-0.13656078279018402","0.5218383073806763,0.8886260986328125,-0.7183981537818909","0.35390639305114746,0.4336733818054199,-1.1910918951034546","0.597248911857605,1.5330291986465454,-0.007045538164675236","0.597248911857605,1.5330291986465454,-0.007045538164675236"
0.25,"0.5276692509651184,0.4003237783908844,-0.42795267701148987","0.5744158029556274,0.3889157474040985,-0.10443668067455292","0.4545639455318451,0.3709830343723297,-0.08788949251174927","0.6658352613449097,0.6840955018997192,-0.1279989629983902","0.5586013197898865,0.8960467576980591,-0.5755069255828857","0.35448095202445984,0.43791207671165466,-0.9249105453491211","0.5975897312164307,1.5327694416046143,-0.006512681487947702","0.5975897312164307,1.5327694416046143,-0.006512681487947702"
0.25,"0.5276237726211548,0.4042566120624542,-0.4111956059932709","0.573954701423645,0.3956321179866791,-0.07692255079746246","0.45452481508255005,0.3814704418182373,-0.05389877036213875","0.6626138091087341,0.6894752979278564,-0.13073642551898956","0.5574661493301392,0.906153678894043,-0.6652659177780151","0.3548223674297333,0.44427192211151123,-1.1432781219482422","0.5978754758834839,1.5324888229370117,-0.006327218376100063","0.5978754758834839,1.5324888229370117,-0.006327218376100063"
0.25,"0.5271952748298645,0.40578317642211914,-0.35339322686195374","0.5742048025131226,0.3998631238937378,-0.03724578768014908","0.45591068267822266,0.38463926315307617,0.0014299002941697836","0.6627167463302612,0.6900229454040527,-0.10615231841802597","0.5517145395278931,0.9062293767929077,-0.6672433614730835","0.3574078381061554,0.44535061717033386,-1.166142225265503","0.598770260810852,1.528825044631958,-0.007106876466423273","0.598770260810852,1.528825044631958,-0.007106876466423273"
0.25,"0.5271325707435608,0.40933501720428467,-0.3330557942390442","0.5752066373825073,0.4023427367210388,-0.027712220326066017","0.45794790983200073,0.3875778317451477,0.010446296073496342","0.663397490978241,0.6902557611465454,-0.09384432435035706","0.5538256168365479,0.9184126853942871,-0.6710432767868042","0.35958531498908997,0.4447609484195709,-1.1425961256027222","0.6006604433059692,1.5284292697906494,-0.006228295154869556","0.6006604433059692,1.5284292697906494,-0.006228295154869556"
0.25,"0.5270875096321106,0.41381311416625977,-0.30612441897392273","0.5763476490974426,0.4037727415561676,-0.013249640353024006","0.45969170331954956,0.39006805419921875,0.027772778645157814","0.6642028093338013,0.6907268762588501,-0.07622925937175751","0.5563321113586426,0.9264498353004456,-0.6365023851394653","0.35994207859039307,0.44354599714279175,-1.055649995803833","0.6007643938064575,1.5234876871109009,-0.006094102747738361","0.6007643938064575,1.5234876871109009,-0.006094102747738361"
0.25,"0.5270613431930542,0.4171017110347748,-0.311867356300354","0.57652747631073,0.4074391722679138,-0.04035923257470131","0.4603175222873688,0.39136192202568054,-0.0059803687036037445","0.6652023792266846,0.6922680735588074,-0.09347233921289444","0.5661700963973999,0.9346510767936707,-0.616875946521759","0.3603065609931946,0.44005444645881653,-0.9893382787704468","0.6004849076271057,1.5254372358322144,-0.00609311368316412","0.6004849076271057,1.5254372358322144,-0.00609311368316412"
0.25,"0.5274249315261841,0.41748732328414917,-0.3359672725200653","0.5764891505241394,0.40735262632369995,-0.04808094725012779","0.46041741967201233,0.3913145661354065,-0.015354575589299202","0.6656023263931274,0.6942152380943298,-0.10808100551366806","0.5379806160926819,0.8996521234512329,-0.633557915687561","0.360330194234848,0.42965835332870483,-1.0010695457458496","0.5997520685195923,1.5312985181808472,-0.008280984126031399","0.5997520685195923,1.5312985181808472,-0.008280984126031399"
0.25,"0.5281553268432617,0.41977423429489136,-0.31533095240592957","0.5763983726501465,0.4074675142765045,-0.04213098809123039","0.46054020524024963,0.39250919222831726,-0.023667000234127045","0.6665512323379517,0.6940732002258301,-0.0937153548002243","0.5326764583587646,0.8638201355934143,-0.5948972702026367","0.3585316836833954,0.42155811190605164,-0.9606941342353821","0.5997949242591858,1.5313700437545776,-0.0015634603332728148","0.5997949242591858,1.5313700437545776,-0.0015634603332728148"
0.25,"0.5283930897712708,0.4194188117980957,-0.3154347836971283","0.5763816237449646,0.4068032503128052,-0.05038716271519661","0.46059226989746094,0.3929285705089569,-0.028846073895692825","0.6675037741661072,0.6930656433105469,-0.09607288241386414","0.5273969173431396,0.8500281572341919,-0.5564063787460327","0.3540615439414978,0.420417457818985,-0.8869813680648804","0.5997552871704102,1.5288141965866089,-0.0009721812675707042","0.5997552871704102,1.5288141965866089,-0.0009721812675707042"
0.25,"0.5314649343490601,0.42038965225219727,-0.3289947509765625","0.5764357447624207,0.40624868869781494,-0.05498863384127617","0.46144652366638184,0.39234399795532227,-0.04712546616792679","0.6675238013267517,0.6899617910385132,-0.09973448514938354","0.528198778629303,0.8287934064865112,-0.5808827877044678","0.34157827496528625,0.41561225056648254,-0.9304097294807434","0.600633978843689,1.526499629020691,-0.00040673083276487887","0.600633978843689,1.526499629020691,-0.00040673083276487887"
0.25,"0.5337541699409485,0.4209773540496826,-0.39071038365364075","0.5768586993217468,0.40586942434310913,-0.14545747637748718","0.46221622824668884,0.39225926995277405,-0.13387010991573334","0.6676601767539978,0.689903199672699,-0.20844551920890808","0.5244537591934204,0.8235120177268982,-0.7175909876823425","0.326516717672348,0.41460227966308594,-1.0606968402862549","0.5987797975540161,1.52749502658844,-0.0022012125700712204","0.5987797975540161,1.52749502658844,-0.0022012125700712204"
0.25,"0.5352017283439636,0.42077556252479553,-0.4452325403690338","0.5775433778762817,0.4056868553161621,-0.19875231385231018","0.4628886282444,0.3918784558773041,-0.18542219698429108","0.6676916480064392,0.6902584433555603,-0.25335177779197693","0.5252991318702698,0.8205844163894653,-0.747177004814148","0.31962960958480835,0.41417935490608215,-1.0881274938583374","0.5966075658798218,1.5298534631729126,-0.002590110059827566","0.5966075658798218,1.5298534631729126,-0.002590110059827566"
0.25,"0.5352156162261963,0.4205561876296997,-0.4433552324771881","0.5786596536636353,0.4055611789226532,-0.1907162368297577","0.4635721743106842,0.391518771648407,-0.17454677820205688","0.6677186489105225,0.6910229325294495,-0.25691157579421997","0.5194100737571716,0.7975634336471558,-0.8148255348205566","0.31246548891067505,0.41102781891822815,-1.2064588069915771","0.5922812223434448,1.5375494956970215,-0.0031165059190243483","0.5922812223434448,1.5375494956970215,-0.0031165059190243483"
0.25,"0.5350505709648132,0.4204370379447937,-0.4395424425601959","0.580207347869873,0.40531277656555176,-0.1872529834508896","0.4650229811668396,0.3916114866733551,-0.16056813299655914","0.6677628755569458,0.6913067698478699,-0.2622669041156769","0.5143555998802185,0.7745850682258606,-0.8420718312263489","0.29778140783309937,0.40797653794288635,-1.2331324815750122","0.5896809697151184,1.5405019521713257,-0.0049538444727659225","0.5896809697151184,1.5405019521713257,-0.0049538444727659225"
0.25,"0.535115659236908,0.42033815383911133,-0.42611628770828247","0.5817660093307495,0.4050675630569458,-0.17549186944961548","0.46654167771339417,0.39282795786857605,-0.1400352567434311","0.6706817150115967,0.6913783550262451,-0.2308293879032135","0.5142858624458313,0.7492066025733948,-0.6912166476249695","0.26985785365104675,0.40179863572120667,-0.9603683352470398","0.5940661430358887,1.5415234565734863,-0.000983361154794693","0.5940661430358887,1.5415234565734863,-0.000983361154794693"
0.25,"0.5356280207633972,0.41977551579475403,-0.3044195771217346","0.583488941192627,0.40471431612968445,-0.06595493853092194","0.4681273400783539,0.3932538330554962,-0.038050588220357895","0.6717139482498169,0.6956437230110168,-0.16575288772583008","0.5151113867759705,0.761832594871521,-0.6543498039245605","0.242047518491745,0.4009450376033783,-0.949166476726532","0.6053731441497803,1.5369261503219604,-0.0011030012974515557","0.6053731441497803,1.5369261503219604,-0.0011030012974515557"
0.25,"0.5381686687469482,0.41968879103660583,-0.3324037790298462","0.5853312611579895,0.4045630097389221,-0.07507183402776718","0.4725099205970764,0.3941265046596527,-0.05594222992658615","0.6702561378479004,0.6972746849060059,-0.21006111800670624","0.47013330459594727,0.7247375249862671,-0.7536736130714417","0.21419751644134521,0.40106621384620667,-1.077772855758667","0.6018291115760803,1.538292407989502,-0.010568658821284771","0.6018291115760803,1.538292407989502,-0.010568658821284771"
0.25,"0.5388034582138062,0.41952526569366455,-0.3429886996746063","0.586741030216217,0.4043426215648651,-0.08039101958274841","0.47448062896728516,0.39409786462783813,-0.059114374220371246","0.6697291135787964,0.6954062581062317,-0.2134629487991333","0.4592631757259369,0.7054965496063232,-0.7515887022018433","0.19662833213806152,0.4014689028263092,-1.0392578840255737","0.6011388301849365,1.5360565185546875,-0.01048958394676447","0.6011388301849365,1.5360565185546875,-0.01048958394676447"
0.25,"0.5402939915657043,0.419363796710968,-0.34972676634788513","0.5878682136535645,0.404013991355896,-0.0900341123342514","0.47704148292541504,0.39417314529418945,-0.042015671730041504","0.6692660450935364,0.6946604251861572,-0.22216948866844177","0.450289785861969,0.6864243745803833,-0.7814475297927856","0.18102219700813293,0.40304267406463623,-1.1328167915344238","0.5949927568435669,1.536031723022461,-0.013925214298069477","0.5949927568435669,1.536031723022461,-0.013925214298069477"
0.25,"0.5422478318214417,0.41931331157684326,-0.3495081067085266","0.5881627202033997,0.4039554297924042,-0.09450609236955643","0.4784314036369324,0.39481598138809204,-0.04948829859495163","0.6691209077835083,0.6889925003051758,-0.2182130515575409","0.4407358765602112,0.6617780327796936,-0.7316712141036987","0.1611529141664505,0.40310317277908325,-1.019315481185913","0.591516375541687,1.532034158706665,-0.006554373539984226","0.591516375541687,1.532034158706665,-0.006554373539984226"
0.25,"0.5436503291130066,0.41927003860473633,-0.2852995693683624","0.588119626045227,0.40383338928222656,-0.029475068673491478","0.4787180423736572,0.3947797119617462,0.02518344856798649","0.6685432195663452,0.6841413378715515,-0.17009815573692322","0.4360349178314209,0.6496267318725586,-0.7097267508506775","0.15103088319301605,0.40701475739479065,-1.0177137851715088","0.5915571451187134,1.5254113674163818,-0.006113280542194843","0.5915571451187134,1.5254113674163818,-0.006113280542194843"
0.25,"0.5440458655357361,0.4213176667690277,-0.33747684955596924","0.5877284407615662,0.4039973020553589,-0.10867476463317871","0.4793206751346588,0.39487648010253906,-0.06053644418716431","0.6668373942375183,0.6846767067909241,-0.23038718104362488","0.4273948073387146,0.648711621761322,-0.7099706530570984","0.14522619545459747,0.4148201048374176,-0.9969726800918579","0.5801531076431274,1.5254950523376465,-0.0038438462652266026","0.5801531076431274,1.5254950523376465,-0.0038438462652266026"
0.25,"0.543967604637146,0.4225892722606659,-0.3399202823638916","0.5867576599121094,0.4038911461830139,-0.10846146196126938","0.4793519377708435,0.39518308639526367,-0.06288963556289673","0.6630791425704956,0.683634877204895,-0.22507254779338837","0.41951459646224976,0.6487361192703247,-0.6002692580223083","0.1423986703157425,0.43207189440727234,-0.8295670747756958","0.581092357635498,1.5259844064712524,0.002184714423492551","0.581092357635498,1.5259844064712524,0.002184714423492551"
0.25,"0.5439051389694214,0.4240250587463379,-0.3416629731655121","0.5861846208572388,0.40383750200271606,-0.12745460867881775","0.4795958995819092,0.39538711309432983,-0.09365403652191162","0.6606847047805786,0.6836853623390198,-0.2253565490245819","0.4168839454650879,0.6481108665466309,-0.5996288061141968","0.1412912905216217,0.44032490253448486,-0.8337689638137817","0.5769956111907959,1.5251907110214233,0.0050415457226336","0.5769956111907959,1.5251907110214233,0.0050415457226336"
0.25,"0.5438558459281921,0.42377299070358276,-0.33209019899368286","0.5859084725379944,0.40325242280960083,-0.12282641977071762","0.47953683137893677,0.3953879177570343,-0.09236587584018707","0.660796582698822,0.6827563047409058,-0.22015734016895294","0.41871005296707153,0.6507694721221924,-0.6111186742782593","0.14291760325431824,0.446819007396698,-0.8662542104721069","0.5764627456665039,1.5249078273773193,0.007942615076899529","0.5764627456665039,1.5249078273773193,0.007942615076899529"
0.25,"0.543087363243103,0.42398616671562195,-0.39791208505630493","0.5861262679100037,0.4026328921318054,-0.15972904860973358","0.47944316267967224,0.39567452669143677,-0.11715330183506012","0.6616321802139282,0.6823597550392151,-0.24040913581848145","0.41789451241493225,0.6542702913284302,-0.683089554309845","0.14368677139282227,0.4500563442707062,-0.9882351160049438","0.5766595602035522,1.525033950805664,0.009634168818593025","0.5766595602035522,1.525033950805664,0.009634168818593025"
0.25,"0.5406574010848999,0.4297056794166565,-0.4742893576622009","0.5853552222251892,0.40287110209465027,-0.2825055718421936","0.47941914200782776,0.3964976370334625,-0.2201768159866333","0.6613584756851196,0.6824415922164917,-0.3495568633079529","0.4203566610813141,0.6581281423568726,-0.7391886711120605","0.1473322957754135,0.45461517572402954,-0.9984237551689148","0.5768151879310608,1.5257648229599,0.0026563922874629498","0.5768151879310608,1.5257648229599,0.0026563922874629498"
0.25,"0.5378614664077759,0.4292689859867096,-0.4622354507446289","0.5853316783905029,0.4022137224674225,-0.2583148181438446","0.47915443778038025,0.39670059084892273,-0.19478459656238556","0.6620259881019592,0.6827185153961182,-0.31165367364883423","0.41861462593078613,0.6729249954223633,-0.7319740653038025","0.15020623803138733,0.4538766145706177,-0.9846938848495483","0.5811532735824585,1.5280054807662964,-0.003362073330208659","0.5811532735824585,1.5280054807662964,-0.003362073330208659"
0.25,"0.534134030342102,0.4248768985271454,-0.4460184574127197","0.5853146910667419,0.40124160051345825,-0.21348528563976288","0.4739035964012146,0.39521679282188416,-0.16282381117343903","0.6619069576263428,0.6834732294082642,-0.295588880777359","0.44154152274131775,0.7269148826599121,-0.8398386240005493","0.1835625320672989,0.46050360798835754,-1.235495924949646","0.5813807249069214,1.5356160402297974,-0.00920659489929676","0.5813807249069214,1.5356160402297974,-0.00920659489929676"
0.25,"0.5307343006134033,0.4198157787322998,-0.4469417631626129","0.585200846195221,0.39985015988349915,-0.20095796883106232","0.468376100063324,0.3943402171134949,-0.15907448530197144","0.6627058982849121,0.684238076210022,-0.28828102350234985","0.47118863463401794,0.7972442507743835,-0.8506420850753784","0.24298183619976044,0.4694232642650604,-1.2595610618591309","0.5827113389968872,1.5363866090774536,-0.013177563436329365","0.5827113389968872,1.5363866090774536,-0.013177563436329365"
0.25,"0.5293878316879272,0.4195660948753357,-0.4240233898162842","0.5846372842788696,0.3987990617752075,-0.18446603417396545","0.46524548530578613,0.39411744475364685,-0.15221229195594788","0.6674782037734985,0.6874459981918335,-0.24372458457946777","0.5579738616943359,0.9220035076141357,-0.7767397165298462","0.2813031077384949,0.4779856503009796,-1.244041919708252","0.6033883094787598,1.5396732091903687,-0.012542408891022205","0.6033883094787598,1.5396732091903687,-0.012542408891022205"
0.25,"0.5294027328491211,0.42176198959350586,-0.35223108530044556","0.5835596919059753,0.4011022746562958,-0.14493343234062195","0.46397560834884644,0.39425569772720337,-0.1188184842467308","0.6688832640647888,0.6903144717216492,-0.1966167390346527","0.5407174825668335,0.9238020777702332,-0.6474519968032837","0.3207460939884186,0.48893675208091736,-0.9960784912109375","0.609964907169342,1.539209008216858,-0.013620154932141304","0.609964907169342,1.539209008216858,-0.013620154932141304"
0.25,"0.5279680490493774,0.42208540439605713,-0.3551860749721527","0.5815519094467163,0.402174174785614,-0.13089580833911896","0.4637981355190277,0.3943660855293274,-0.10176903009414673","0.6687702536582947,0.6912825703620911,-0.16879478096961975","0.5404690504074097,0.9272431135177612,-0.6307393908500671","0.35902366042137146,0.5017979145050049,-1.0020548105239868","0.6083512902259827,1.5388264656066895,-0.01656687818467617","0.6083512902259827,1.5388264656066895,-0.01656687818467617"
0.25,"0.5270585417747498,0.4212140440940857,-0.35679739713668823","0.5810392498970032,0.40209099650382996,-0.1225300058722496","0.46399250626564026,0.3943685293197632,-0.0939815416932106","0.6695566773414612,0.6918625235557556,-0.15405210852622986","0.5598328113555908,0.9391694664955139,-0.6244488954544067","0.3813985586166382,0.5083439946174622,-0.9953128695487976","0.6092020273208618,1.5395894050598145,-0.01423259824514389","0.6092020273208618,1.5395894050598145,-0.01423259824514389"
0.25,"0.5271735191345215,0.4189973473548889,-0.33532556891441345","0.5806013345718384,0.40245670080184937,-0.10149018466472626","0.464223712682724,0.3943536579608917,-0.08720627427101135","0.6695336103439331,0.6952930092811584,-0.13142149150371552","0.5738570094108582,0.9502989649772644,-0.5952795743942261","0.3968535363674164,0.5306140780448914,-0.9823443293571472","0.6081058382987976,1.5395336151123047,-0.006770616862922907","0.6081058382987976,1.5395336151123047,-0.006770616862922907"
0.25,"0.5273197889328003,0.4172009825706482,-0.31626835465431213","0.5805689096450806,0.4032818675041199,-0.0742468386888504","0.4660782814025879,0.39281150698661804,-0.0691123679280281","0.6697007417678833,0.6988945603370667,-0.09654374420642853","0.5887869596481323,0.9634761214256287,-0.5537205934524536","0.4039003849029541,0.5404804944992065,-0.948649525642395","0.6075307130813599,1.537745714187622,-0.0005562289152294397","0.6075307130813599,1.537745714187622,-0.0005562289152294397"
0.25,"0.528351902961731,0.41623494029045105,-0.29428714513778687","0.5806151032447815,0.40285027027130127,-0.06408876180648804","0.4661591947078705,0.39280590415000916,-0.053186118602752686","0.6706451177597046,0.6990479230880737,-0.09555580466985703","0.6033617854118347,1.00021493434906,-0.5275218486785889","0.39023274183273315,0.5330937504768372,-0.8645305633544922","0.607909619808197,1.5376194715499878,-9.043820318765938e-05","0.607909619808197,1.5376194715499878,-9.043820318765938e-05"
0.25,"0.5405634045600891,0.41543588042259216,-0.287545382976532","0.5809803605079651,0.4016045033931732,-0.060183435678482056","0.4667747914791107,0.3923129141330719,-0.05807654187083244","0.6724709272384644,0.6995458006858826,-0.11671366542577744","0.595187783241272,0.9793404340744019,-0.5691527128219604","0.3786197602748871,0.5295256972312927,-0.9159782528877258","0.6079748868942261,1.5381585359573364,-0.00016802486788947135","0.6079748868942261,1.5381585359573364,-0.00016802486788947135"
0.25,"0.5480884313583374,0.4154375195503235,-0.30085551738739014","0.5826267600059509,0.4008327126502991,-0.06801213324069977","0.46934181451797485,0.3903539776802063,-0.08170481026172638","0.6744927167892456,0.6997273564338684,-0.15956927835941315","0.5909649133682251,0.9670045375823975,-0.6272464990615845","0.32100534439086914,0.5273856520652771,-0.9244354963302612","0.6083146929740906,1.5381433963775635,-0.00046635488979518414","0.6083146929740906,1.5381433963775635,-0.00046635488979518414"
0.25,"0.5491997003555298,0.4147000312805176,-0.25252795219421387","0.585210382938385,0.39738184213638306,-0.015423648059368134","0.4723966717720032,0.3898179233074188,-0.014597627334296703","0.6745135188102722,0.6996318101882935,-0.1251939833164215","0.510485053062439,0.8046005368232727,-0.6245430707931519","0.2559176981449127,0.5106087923049927,-0.9380373954772949","0.6081804037094116,1.5349382162094116,-0.00038304770714603364","0.6081804037094116,1.5349382162094116,-0.00038304770714603364"
0.25,"0.5518184900283813,0.4152403473854065,-0.20375613868236542","0.5871527791023254,0.39721572399139404,0.03569262474775314","0.4745694696903229,0.38986846804618835,0.036982495337724686","0.6750003695487976,0.6972047686576843,-0.08442150056362152","0.4505766034126282,0.730529248714447,-0.5528602600097656","0.19404667615890503,0.4793641269207001,-0.844815731048584","0.6079052686691284,1.5329108238220215,0.00048537165275774896","0.6079052686691284,1.5329108238220215,0.00048537165275774896"
0.25,"0.5510904788970947,0.4152331054210663,-0.232733815908432","0.5881356000900269,0.3972354531288147,-0.0061109340749681","0.47758135199546814,0.38987019658088684,0.001743063679896295","0.6743637919425964,0.6882635951042175,-0.10222824662923813","0.4135579466819763,0.6655422449111938,-0.49902206659317017","0.14814992249011993,0.44648298621177673,-0.7246387600898743","0.6024125814437866,1.516941785812378,0.0035295416601002216","0.6024125814437866,1.516941785812378,0.0035295416601002216"
0.25,"0.5507880449295044,0.4152093231678009,-0.24565303325653076","0.5885146260261536,0.39652666449546814,-0.017112649977207184","0.4817166328430176,0.38976025581359863,0.00012218111078254879","0.6703433394432068,0.6753511428833008,-0.11264419555664062","0.4093237519264221,0.6306580305099487,-0.4975888133049011","0.11934740841388702,0.43882912397384644,-0.723876416683197","0.5913476943969727,1.4910271167755127,0.010741987265646458","0.5913476943969727,1.4910271167755127,0.010741987265646458"
0.25,"0.5486685037612915,0.4134785532951355,-0.39441147446632385","0.5882517099380493,0.3933994770050049,-0.19645647704601288","0.4819555878639221,0.3866279721260071,-0.14214004576206207","0.665657639503479,0.6631211042404175,-0.2533106207847595","0.4064179062843323,0.6326891779899597,-0.5248429179191589","0.1133212000131607,0.4424342215061188,-0.7294964790344238","0.5890446901321411,1.4891257286071777,0.010558419860899448","0.5890446901321411,1.4891257286071777,0.010558419860899448"
0.25,"0.5474831461906433,0.4117707908153534,-0.30673879384994507","0.587030291557312,0.39240673184394836,-0.1946704238653183","0.4819774031639099,0.38407185673713684,-0.04093944653868675","0.6620214581489563,0.6644432544708252,-0.21489031612873077","0.4011916220188141,0.633069634437561,-0.4955166280269623","0.11048470437526703,0.45332667231559753,-0.6545186042785645","0.5830836892127991,1.4922653436660767,-0.008100437000393867","0.5830836892127991,1.4922653436660767,-0.008100437000393867"
0.25,"0.5446375608444214,0.41131722927093506,-0.4606649875640869","0.585727870464325,0.39170026779174805,-0.27416282892227173","0.4820523262023926,0.3840935230255127,-0.17957451939582825","0.6584632992744446,0.6588609218597412,-0.35651418566703796","0.405923992395401,0.6566715836524963,-0.6956449747085571","0.12087944895029068,0.4555406868457794,-0.9149055480957031","0.5844029188156128,1.4939398765563965,-0.019324511289596558","0.5844029188156128,1.4939398765563965,-0.019324511289596558"
0.25,"0.5436517000198364,0.41022372245788574,-0.40448102355003357","0.5857212543487549,0.39087286591529846,-0.2608065903186798","0.481564998626709,0.3835686445236206,-0.14622357487678528","0.6589676737785339,0.6599871516227722,-0.28612247109413147","0.40720510482788086,0.6768147945404053,-0.7570189833641052","0.12644441425800323,0.45879799127578735,-1.147565245628357","0.5906431674957275,1.4971928596496582,-0.015510204248130322","0.5906431674957275,1.4971928596496582,-0.015510204248130322"
0.25,"0.5430236458778381,0.40906715393066406,-0.3860231935977936","0.585713267326355,0.38988184928894043,-0.21929001808166504","0.4775962829589844,0.38256120681762695,-0.12395493686199188","0.6613887548446655,0.6618905067443848,-0.25419339537620544","0.44933778047561646,0.7898184061050415,-0.7774121165275574","0.2315506637096405,0.4675138294696808,-1.175784707069397","0.5922423601150513,1.4991958141326904,-0.015662221238017082","0.5922423601150513,1.4991958141326904,-0.015662221238017082"
0.25,"0.542892575263977,0.40856361389160156,-0.3330570459365845","0.5851919651031494,0.3900040090084076,-0.134002223610878","0.4760560095310211,0.3823836147785187,-0.10510806739330292","0.664734423160553,0.6658028364181519,-0.1789235770702362","0.5717693567276001,0.915126621723175,-0.7196007966995239","0.29643625020980835,0.474420428276062,-1.0501842498779297","0.6028055548667908,1.4994513988494873,-0.003610703395679593","0.6028055548667908,1.4994513988494873,-0.003610703395679593"
0.25,"0.5401539206504822,0.405793160200119,-0.316958487033844","0.5848442912101746,0.3896900713443756,-0.10283923149108887","0.47460150718688965,0.3814578056335449,-0.08370552957057953","0.6691471934318542,0.67322838306427,-0.15230697393417358","0.5965144634246826,0.9690679907798767,-0.6843743324279785","0.34411436319351196,0.48367902636528015,-1.010780930519104","0.6026144623756409,1.5031168460845947,-0.0036211770493537188","0.6026144623756409,1.5031168460845947,-0.0036211770493537188"
0.25,"0.5378071069717407,0.4016510546207428,-0.20939631760120392","0.5845725536346436,0.38960394263267517,0.07526792585849762","0.4745637774467468,0.38147151470184326,0.07497908174991608","0.6704398393630981,0.6753928661346436,0.07519525289535522","0.6968485116958618,0.9865849614143372,-0.29623132944107056","0.3958454728126526,0.5027849674224854,-0.6347845196723938","0.6070668697357178,1.5036158561706543,0.008606304414570332","0.6070668697357178,1.5036158561706543,0.008606304414570332"
0.25,"0.5365917086601257,0.40075385570526123,-0.21628853678703308","0.5838461518287659,0.38961589336395264,0.09805059432983398","0.4745689928531647,0.38233664631843567,0.08110382407903671","0.6709840297698975,0.6756606101989746,0.1359594762325287","0.7277593016624451,1.0041561126708984,-0.21995320916175842","0.5286248922348022,0.8176686763763428,-0.6006377935409546","0.6123066544532776,1.5028152465820312,0.030028020963072777","0.6123066544532776,1.5028152465820312,0.030028020963072777"
0.25,"0.5365357398986816,0.39997926354408264,-0.17710807919502258","0.5830100774765015,0.3894813656806946,0.12471872568130493","0.474649041891098,0.38243886828422546,0.09291427582502365","0.6712713837623596,0.6732056736946106,0.1610563099384308","0.72980797290802,0.9980827569961548,-0.15696337819099426","0.5377833843231201,0.8422307968139648,-0.5437333583831787","0.6207490563392639,1.5023912191390991,0.04433990269899368","0.6207490563392639,1.5023912191390991,0.04433990269899368"
0.25,"0.5368202328681946,0.3993717133998871,-0.21616891026496887","0.582452654838562,0.38854777812957764,0.08044415712356567","0.47462695837020874,0.3825359046459198,0.05217163637280464","0.6718810796737671,0.6733687520027161,0.08751608431339264","0.7056930065155029,0.9907094240188599,-0.32386693358421326","0.4446346163749695,0.6329954266548157,-0.684350848197937","0.6212058663368225,1.5025436878204346,0.053247105330228806","0.6212058663368225,1.5025436878204346,0.053247105330228806"
0.25,"0.536583662033081,0.39857935905456543,-0.290130078792572","0.5812755823135376,0.3885071575641632,-0.018411532044410706","0.47305116057395935,0.38268572092056274,-0.00988716073334217","0.6717409491539001,0.6734824180603027,-0.044161003082990646","0.6012766361236572,0.9687265157699585,-0.5298589468002319","0.4144839346408844,0.5414294600486755,-0.9152909517288208","0.615648627281189,1.5020166635513306,0.02664754167199135","0.615648627281189,1.5020166635513306,0.02664754167199135"
0.25,"0.5420457720756531,0.40038231015205383,-0.3171393871307373","0.5815343260765076,0.3887791037559509,-0.06706221401691437","0.47271832823753357,0.3816910684108734,-0.05958360433578491","0.6729902625083923,0.673594057559967,-0.12930378317832947","0.5346592664718628,0.9291784763336182,-0.6651825904846191","0.3637571930885315,0.5002585053443909,-1.0718353986740112","0.6152188181877136,1.5015298128128052,0.015164422802627087","0.6152188181877136,1.5015298128128052,0.015164422802627087"
0.25,"0.5436574220657349,0.4003390967845917,-0.3126662075519562","0.5827558636665344,0.387680321931839,-0.07330278307199478","0.47239750623703003,0.3817087709903717,-0.05776907876133919","0.6723235845565796,0.679673433303833,-0.16917040944099426","0.48770061135292053,0.8087368607521057,-0.69139564037323","0.2870245575904846,0.44805166125297546,-1.0334861278533936","0.606718897819519,1.5084240436553955,-0.00032792732235975564","0.606718897819519,1.5084240436553955,-0.00032792732235975564"
0.25,"0.5452111959457397,0.40114063024520874,-0.30857357382774353","0.5840269327163696,0.38649219274520874,-0.06381450593471527","0.4743556082248688,0.3817364573478699,-0.050060056149959564","0.672269344329834,0.679654061794281,-0.17592447996139526","0.4545518457889557,0.7174036502838135,-0.7486816644668579","0.2182094305753708,0.4046310782432556,-1.106691598892212","0.6022019386291504,1.508087158203125,0.0005912393098697066","0.6022019386291504,1.508087158203125,0.0005912393098697066"
