gesture,[0],[7],[8],[11],[13],[15],[23],[23]
0.0,"0.4680636525154114,0.3675459027290344,-0.311413437128067","0.5239829421043396,0.36524930596351624,-0.11703089624643326","0.42778605222702026,0.368050217628479,-0.06980820000171661","0.6116129159927368,0.6544479131698608,-0.11207860708236694","0.5705710649490356,0.8988189697265625,-0.3669554889202118","0.4926929473876953,0.4212293326854706,-0.6425938010215759","0.5387086868286133,1.3913332223892212,0.0016538212075829506","0.5387086868286133,1.3913332223892212,0.0016538212075829506"
0.0,"0.4683590829372406,0.3689604103565216,-0.34598690271377563","0.5245749354362488,0.3658132255077362,-0.11949165910482407","0.4281977117061615,0.36881670355796814,-0.059678275138139725","0.611505925655365,0.653412938117981,-0.14035257697105408","0.5737459063529968,0.8983740210533142,-0.5763615369796753","0.4942818582057953,0.4234330356121063,-0.9416998624801636","0.539488673210144,1.3940366506576538,-0.02614710107445717","0.539488673210144,1.3940366506576538,-0.02614710107445717"
0.0,"0.4683840870857239,0.3692636787891388,-0.34877049922943115","0.5245663523674011,0.36732199788093567,-0.11646442115306854","0.4277668595314026,0.36932119727134705,-0.06695224344730377","0.6070858240127563,0.6542008519172668,-0.12767627835273743","0.5762499570846558,0.8989380598068237,-0.5461868047714233","0.4957859516143799,0.4258623719215393,-0.8843358159065247","0.5369196534156799,1.3958210945129395,-0.015518076717853546","0.5369196534156799,1.3958210945129395,-0.015518076717853546"
0.0,"0.46825307607650757,0.3654402494430542,-0.34210097789764404","0.524206280708313,0.3670414388179779,-0.11118092387914658","0.4261109232902527,0.3686538338661194,-0.07093822956085205","0.6032806038856506,0.6525683403015137,-0.10575489699840546","0.5775793790817261,0.8993877172470093,-0.4415844976902008","0.4979906678199768,0.42930611968040466,-0.7362323999404907","0.5371323227882385,1.3939286470413208,-0.009411840699613094","0.5371323227882385,1.3939286470413208,-0.009411840699613094"
0.0,"0.4690310060977936,0.36526310443878174,-0.3556080460548401","0.5245951414108276,0.3668540418148041,-0.11713025718927383","0.4266048073768616,0.36807432770729065,-0.09275544434785843","0.6024597883224487,0.651438295841217,-0.10482784360647202","0.5787392854690552,0.8996301293373108,-0.4420129656791687","0.49825936555862427,0.4290662109851837,-0.751909613609314","0.536249577999115,1.3932753801345825,-0.0057987007312476635","0.536249577999115,1.3932753801345825,-0.0057987007312476635"
0.0,"0.46963000297546387,0.3651109039783478,-0.3496193587779999","0.5248574018478394,0.3672202229499817,-0.11510314047336578","0.4271101951599121,0.36786317825317383,-0.10046754032373428","0.6023327112197876,0.6490755081176758,-0.10308997333049774","0.5787642598152161,0.896899938583374,-0.43468528985977173","0.4978488087654114,0.4251067638397217,-0.7304471135139465","0.5356711745262146,1.39412522315979,-0.004055017605423927","0.5356711745262146,1.39412522315979,-0.004055017605423927"
0.0,"0.46936360001564026,0.3510516881942749,-0.3493296802043915","0.5249196290969849,0.36492711305618286,-0.10931918770074844","0.4281332492828369,0.3621382415294647,-0.09066525101661682","0.6047220826148987,0.6426974534988403,-0.10292501747608185","0.5742722749710083,0.8829399943351746,-0.43994611501693726","0.48989337682724,0.416955828666687,-0.7403009533882141","0.5392153263092041,1.3851392269134521,-0.0022284823935478926","0.5392153263092041,1.3851392269134521,-0.0022284823935478926"
0.0,"0.4639270305633545,0.30933108925819397,-0.34634700417518616","0.5238803625106812,0.34730446338653564,-0.12147101014852524","0.42877668142318726,0.33915460109710693,-0.09083139151334763","0.6050044894218445,0.6352077722549438,-0.11401154100894928","0.5692230463027954,0.8531894087791443,-0.4600878357887268","0.47836175560951233,0.4196621775627136,-0.755160391330719","0.5396823287010193,1.3654239177703857,-0.0010511117288842797","0.5396823287010193,1.3654239177703857,-0.0010511117288842797"
0.0,"0.4621461033821106,0.3182211220264435,-0.34525614976882935","0.5227764248847961,0.34819185733795166,-0.1197606772184372","0.42928338050842285,0.3342466652393341,-0.08825953304767609","0.6047491431236267,0.6356359124183655,-0.13537085056304932","0.5544129610061646,0.8466386795043945,-0.6127083897590637","0.46136993169784546,0.3976556062698364,-1.0137698650360107","0.5384382009506226,1.3676822185516357,-0.0022235217038542032","0.5384382009506226,1.3676822185516357,-0.0022235217038542032"
0.0,"0.45698314905166626,0.31859520077705383,-0.3346220850944519","0.5218684077262878,0.3479563295841217,-0.1534171849489212","0.42913922667503357,0.331461101770401,-0.09607252478599548","0.6055659055709839,0.6321655511856079,-0.16274859011173248","0.554649293422699,0.8523579835891724,-0.5598211288452148","0.45448189973831177,0.3918830156326294,-0.9631422162055969","0.5409440398216248,1.3634454011917114,-0.003359869820997119","0.5409440398216248,1.3634454011917114,-0.003359869820997119"
0.0,"0.45751968026161194,0.33566567301750183,-0.3747338354587555","0.5212529897689819,0.35076260566711426,-0.20076020061969757","0.4291221499443054,0.33332759141921997,-0.17368635535240173","0.6049847602844238,0.6339715123176575,-0.20462878048419952","0.5527371168136597,0.8555265069007874,-0.5980275869369507","0.4539656639099121,0.3854752779006958,-0.9363791346549988","0.5406586527824402,1.3668607473373413,-0.003273116424679756","0.5406586527824402,1.3668607473373413,-0.003273116424679756"
0.0,"0.4513440728187561,0.33312758803367615,-0.3687298595905304","0.5167067050933838,0.34853073954582214,-0.18910710513591766","0.4283473491668701,0.33470237255096436,-0.1491691917181015","0.6042588949203491,0.6328355073928833,-0.19001543521881104","0.5539112091064453,0.8566450476646423,-0.5707570314407349","0.45769351720809937,0.38758155703544617,-0.8970550298690796","0.5415962934494019,1.3680171966552734,-0.0027220644988119602","0.5415962934494019,1.3680171966552734,-0.0027220644988119602"
0.0,"0.45168405771255493,0.30276232957839966,-0.37388768792152405","0.5145633816719055,0.3388432264328003,-0.1757573038339615","0.4263421595096588,0.331829696893692,-0.13829638063907623","0.6000444889068604,0.6267629861831665,-0.1746651828289032","0.5628886222839355,0.8569261431694031,-0.5595276951789856","0.4600040316581726,0.40074530243873596,-0.8835799098014832","0.5434097051620483,1.3689790964126587,-0.0024872422218322754","0.5434097051620483,1.3689790964126587,-0.0024872422218322754"
0.0,"0.4517766833305359,0.3067011833190918,-0.3825371563434601","0.5159038305282593,0.339685320854187,-0.18987540900707245","0.42639222741127014,0.33596885204315186,-0.14466579258441925","0.5999318361282349,0.6272839903831482,-0.19448238611221313","0.5704797506332397,0.85784912109375,-0.6033768653869629","0.4648463726043701,0.4014909863471985,-0.9583035707473755","0.5448567867279053,1.3706294298171997,-0.002559221815317869","0.5448567867279053,1.3706294298171997,-0.002559221815317869"
0.0,"0.45241039991378784,0.30999380350112915,-0.3504524827003479","0.5159467458724976,0.34155020117759705,-0.1567598283290863","0.4262397289276123,0.34779050946235657,-0.10130997747182846","0.5999946594238281,0.6379578113555908,-0.1923665702342987","0.5788818597793579,0.8589513897895813,-0.5946949124336243","0.47338300943374634,0.40951886773109436,-0.9677629470825195","0.5490131378173828,1.377741813659668,-0.004122914746403694","0.5490131378173828,1.377741813659668,-0.004122914746403694"
0.0,"0.4525734484195709,0.31169095635414124,-0.3419957458972931","0.5160279870033264,0.3420928418636322,-0.14724621176719666","0.4256149232387543,0.3480793833732605,-0.0743345394730568","0.6000396609306335,0.637938380241394,-0.1819957196712494","0.5871585607528687,0.8607960343360901,-0.6052004098892212","0.4785080850124359,0.4165506958961487,-0.9850326776504517","0.5492569208145142,1.3843449354171753,-0.01894964650273323","0.5492569208145142,1.3843449354171753,-0.01894964650273323"
0.0,"0.4534342288970947,0.3168767988681793,-0.34241652488708496","0.5165282487869263,0.34217390418052673,-0.13258585333824158","0.4256172180175781,0.34980350732803345,-0.03668839484453201","0.6006260514259338,0.6447718143463135,-0.16944165527820587","0.5908313393592834,0.8635533452033997,-0.6129540801048279","0.4860059320926666,0.41868749260902405,-1.0032017230987549","0.5501596927642822,1.4040980339050293,-0.03430970385670662","0.5501596927642822,1.4040980339050293,-0.03430970385670662"
0.0,"0.453878790140152,0.32471126317977905,-0.26813504099845886","0.516352117061615,0.3429411053657532,-0.0773143619298935","0.4249461591243744,0.3514747619628906,-0.0017514560604467988","0.5994650721549988,0.6396301984786987,-0.13062942028045654","0.5910866260528564,0.8685951232910156,-0.6002421379089355","0.487484872341156,0.4133830964565277,-0.9729948043823242","0.5477360486984253,1.4035481214523315,-0.03030005656182766","0.5477360486984253,1.4035481214523315,-0.03030005656182766"
0.0,"0.45421916246414185,0.33119791746139526,-0.2319709062576294","0.5164312124252319,0.3427397906780243,-0.027435651049017906","0.4228116571903229,0.3514465093612671,0.020478537306189537","0.5999327898025513,0.6319476962089539,-0.06333502382040024","0.5900777578353882,0.868693470954895,-0.5006862282752991","0.49207013845443726,0.4118938744068146,-0.8247283697128296","0.5496101379394531,1.4029598236083984,-0.026215966790914536","0.5496101379394531,1.4029598236083984,-0.026215966790914536"
0.0,"0.45664963126182556,0.33313748240470886,-0.24345223605632782","0.5194410681724548,0.34389951825141907,-0.03585147485136986","0.4227975904941559,0.35142529010772705,-0.0002295821177540347","0.6021541357040405,0.6304952502250671,-0.08995305001735687","0.5860704779624939,0.8676747679710388,-0.5454033613204956","0.48488911986351013,0.4080379009246826,-0.8844434022903442","0.5497254133224487,1.4004089832305908,-0.024436281993985176","0.5497254133224487,1.4004089832305908,-0.024436281993985176"
0.0,"0.45677199959754944,0.3332167863845825,-0.3138030171394348","0.5194491147994995,0.34398600459098816,-0.13415297865867615","0.42247825860977173,0.34824615716934204,-0.05307916924357414","0.6048589944839478,0.6293185353279114,-0.15778693556785583","0.5704038739204407,0.8612008690834045,-0.6003152132034302","0.47232428193092346,0.4073144793510437,-0.9271653890609741","0.5525884628295898,1.3883639574050903,-0.02398720011115074","0.5525884628295898,1.3883639574050903,-0.02398720011115074"
0.0,"0.45406240224838257,0.323455810546875,-0.3502679765224457","0.5187268853187561,0.3430229723453522,-0.16307832300662994","0.42118221521377563,0.342701256275177,-0.0765368714928627","0.605417788028717,0.6291671395301819,-0.16776661574840546","0.5631850957870483,0.8613516092300415,-0.6070730090141296","0.46827420592308044,0.40315520763397217,-0.9324701428413391","0.5521942973136902,1.3849717378616333,-0.02095077559351921","0.5521942973136902,1.3849717378616333,-0.02095077559351921"
0.0,"0.4519272446632385,0.31814417243003845,-0.30291980504989624","0.518091082572937,0.3418508470058441,-0.15024735033512115","0.42072248458862305,0.33990538120269775,-0.04820120707154274","0.6056333780288696,0.6274341940879822,-0.15580685436725616","0.5602501630783081,0.8614753484725952,-0.5477954149246216","0.46780210733413696,0.3986050486564636,-0.8490713238716125","0.5521158576011658,1.367888331413269,-0.020759498700499535","0.5521158576011658,1.367888331413269,-0.020759498700499535"
0.0,"0.45270976424217224,0.31476718187332153,-0.3238665461540222","0.5182501077651978,0.3416871726512909,-0.14802604913711548","0.42046433687210083,0.33916571736335754,-0.06056991219520569","0.6058975458145142,0.6371784210205078,-0.15441511571407318","0.5613705515861511,0.8640734553337097,-0.5385076403617859","0.467468798160553,0.40048155188560486,-0.8379623293876648","0.5505654215812683,1.3870781660079956,-0.014058033004403114","0.5505654215812683,1.3870781660079956,-0.014058033004403114"
0.0,"0.4545222818851471,0.31602391600608826,-0.32388919591903687","0.5191017389297485,0.342353880405426,-0.14831757545471191","0.4205215871334076,0.34249112010002136,-0.06967313587665558","0.606019139289856,0.6422830820083618,-0.15400713682174683","0.561639130115509,0.8943357467651367,-0.5249003171920776","0.4775627553462982,0.4025384783744812,-0.7960091829299927","0.5394226312637329,1.3997336626052856,-0.010796123184263706","0.5394226312637329,1.3997336626052856,-0.010796123184263706"
0.0,"0.457165002822876,0.33523914217948914,-0.33315509557724","0.5197358131408691,0.3494586646556854,-0.1469043344259262","0.4217449128627777,0.3502388298511505,-0.08410622179508209","0.607448935508728,0.6445162892341614,-0.1533384621143341","0.565767765045166,0.8991150856018066,-0.5314120650291443","0.4917990267276764,0.41351860761642456,-0.8146133422851562","0.5390111207962036,1.4290586709976196,-0.010849343612790108","0.5390111207962036,1.4290586709976196,-0.010849343612790108"
0.0,"0.4577283263206482,0.36260291934013367,-0.31000158190727234","0.5201218724250793,0.36221060156822205,-0.112215556204319","0.4217391014099121,0.36428922414779663,-0.034179117530584335","0.6074382066726685,0.6494972705841064,-0.12343712896108627","0.5737279653549194,0.8982627987861633,-0.5198547840118408","0.5150022506713867,0.41167497634887695,-0.834325909614563","0.5394570231437683,1.4265209436416626,-0.018196463584899902","0.5394570231437683,1.4265209436416626,-0.018196463584899902"
0.0,"0.4604654312133789,0.38172072172164917,-0.3405981957912445","0.5214658975601196,0.37827953696250916,-0.12364979833364487","0.42251238226890564,0.3754654824733734,-0.07007276266813278","0.6074261665344238,0.6560385823249817,-0.12620171904563904","0.5787988305091858,0.8969602584838867,-0.5106368064880371","0.5254468321800232,0.41084277629852295,-0.8424145579338074","0.5467754602432251,1.4293044805526733,-0.01916744001209736","0.5467754602432251,1.4293044805526733,-0.01916744001209736"
0.0,"0.46222954988479614,0.39183875918388367,-0.34063977003097534","0.5219226479530334,0.39097103476524353,-0.12093532085418701","0.4231177270412445,0.3831304907798767,-0.07865658402442932","0.6066669225692749,0.6630486249923706,-0.11592397838830948","0.584308385848999,0.8987149000167847,-0.4671354293823242","0.5308570861816406,0.4104248881340027,-0.780161440372467","0.5470842719078064,1.4345675706863403,-0.017860829830169678","0.5470842719078064,1.4345675706863403,-0.017860829830169678"
0.0,"0.4631795883178711,0.388825386762619,-0.340402752161026","0.5221481323242188,0.3904341459274292,-0.11251773685216904","0.4231202006340027,0.3841501474380493,-0.06984759122133255","0.6059224009513855,0.6635751724243164,-0.10246928781270981","0.5879503488540649,0.8987730145454407,-0.4591585099697113","0.5300111174583435,0.4102798402309418,-0.7809470891952515","0.5471161007881165,1.434196949005127,-0.01696176454424858","0.5471161007881165,1.434196949005127,-0.01696176454424858"
0.0,"0.4618295729160309,0.3883214294910431,-0.34116753935813904","0.5216789841651917,0.38877204060554504,-0.12693797051906586","0.42179790139198303,0.38367873430252075,-0.0884285718202591","0.6056208610534668,0.6623191833496094,-0.1076267808675766","0.5877953171730042,0.9024879336357117,-0.4457017481327057","0.5277963876724243,0.41022372245788574,-0.7360448241233826","0.5463117957115173,1.4325661659240723,-0.013871255330741405","0.5463117957115173,1.4325661659240723,-0.013871255330741405"
0.0,"0.46168485283851624,0.3814575970172882,-0.33951178193092346","0.521103024482727,0.3795528709888458,-0.13582323491573334","0.42177534103393555,0.37893131375312805,-0.08675682544708252","0.6036321520805359,0.6619653701782227,-0.12595751881599426","0.5864549279212952,0.9044440984725952,-0.49680766463279724","0.5257143378257751,0.4122963845729828,-0.8439507484436035","0.5423065423965454,1.4316534996032715,-0.013661975041031837","0.5423065423965454,1.4316534996032715,-0.013661975041031837"
0.0,"0.4611574113368988,0.3664056062698364,-0.3169535994529724","0.5198706984519958,0.36838963627815247,-0.13227781653404236","0.42151588201522827,0.3718361258506775,-0.08518412709236145","0.6007300615310669,0.6613755226135254,-0.12598289549350739","0.5806310772895813,0.9099643230438232,-0.4896506667137146","0.5097147822380066,0.4149894714355469,-0.8210175633430481","0.5416021347045898,1.4312576055526733,-0.011120351031422615","0.5416021347045898,1.4312576055526733,-0.011120351031422615"
0.0,"0.4593272805213928,0.3450048863887787,-0.3158218264579773","0.5189003348350525,0.3621376156806946,-0.1269647777080536","0.4211179316043854,0.3653255105018616,-0.07879842817783356","0.6002854704856873,0.6611013412475586,-0.1261277049779892","0.5772435069084167,0.9105910658836365,-0.4867960512638092","0.4928862452507019,0.41929543018341064,-0.7924707531929016","0.544524073600769,1.430743932723999,-0.010998738929629326","0.544524073600769,1.430743932723999,-0.010998738929629326"
0.0,"0.45657429099082947,0.32777997851371765,-0.31374895572662354","0.5176948308944702,0.3548254370689392,-0.1296606957912445","0.42082247138023376,0.35295000672340393,-0.08145038783550262","0.6005027890205383,0.6594971418380737,-0.13037191331386566","0.5692150592803955,0.9098438024520874,-0.4882533550262451","0.4735049307346344,0.41967251896858215,-0.7924133539199829","0.5439010262489319,1.430349349975586,-0.00550050800666213","0.5439010262489319,1.430349349975586,-0.00550050800666213"
0.0,"0.454052597284317,0.3247624337673187,-0.31702980399131775","0.5158538818359375,0.35030558705329895,-0.1451149880886078","0.42078524827957153,0.347909152507782,-0.09394632279872894","0.601588249206543,0.6586396098136902,-0.13706384599208832","0.5615881681442261,0.8993006944656372,-0.48224693536758423","0.4659551978111267,0.4203345477581024,-0.7747904658317566","0.5409236550331116,1.424862027168274,-0.0018433944787830114","0.5409236550331116,1.424862027168274,-0.0018433944787830114"
0.0,"0.45002561807632446,0.32085534930229187,-0.35000190138816833","0.5134111642837524,0.3505464196205139,-0.169582799077034","0.4206967353820801,0.34607046842575073,-0.12115073204040527","0.6019752025604248,0.659883975982666,-0.15316779911518097","0.5574043989181519,0.8981654644012451,-0.483013778924942","0.4599582552909851,0.4213918149471283,-0.7820123434066772","0.5383049845695496,1.4258490800857544,-0.001523493556305766","0.5383049845695496,1.4258490800857544,-0.001523493556305766"
0.0,"0.44602617621421814,0.3145948648452759,-0.34111925959587097","0.5113818049430847,0.3459521234035492,-0.16401779651641846","0.4198133051395416,0.33996835350990295,-0.11322642862796783","0.6067148447036743,0.6473396420478821,-0.15150326490402222","0.5578964948654175,0.8979759216308594,-0.4406924247741699","0.46269911527633667,0.42191293835639954,-0.6941002011299133","0.5426157712936401,1.412183165550232,-0.002937832847237587","0.5426157712936401,1.412183165550232,-0.002937832847237587"
0.0,"0.44646206498146057,0.30442169308662415,-0.29932186007499695","0.5114527344703674,0.341333270072937,-0.11019532382488251","0.4196854531764984,0.33517491817474365,-0.05971086770296097","0.6078235507011414,0.6432352662086487,-0.10904638469219208","0.5602520108222961,0.8993987441062927,-0.44613298773765564","0.46593934297561646,0.4272136688232422,-0.6967498660087585","0.5444121956825256,1.4123600721359253,-0.002937743440270424","0.5444121956825256,1.4123600721359253,-0.002937743440270424"
0.0,"0.44956547021865845,0.30561769008636475,-0.35289090871810913","0.5124754309654236,0.3419049084186554,-0.12615101039409637","0.4213930070400238,0.33594024181365967,-0.11052727699279785","0.6078077554702759,0.643341600894928,-0.11680588871240616","0.5676125288009644,0.9038621783256531,-0.49544399976730347","0.47356468439102173,0.4270561635494232,-0.8654793500900269","0.5444133281707764,1.4154568910598755,-0.0015277190832421184","0.5444133281707764,1.4154568910598755,-0.0015277190832421184"
0.0,"0.4576939642429352,0.3067883849143982,-0.38876786828041077","0.5147422552108765,0.342155396938324,-0.13682371377944946","0.4232083261013031,0.3401607871055603,-0.13319742679595947","0.607879102230072,0.6440951228141785,-0.1186738982796669","0.5782102942466736,0.910051703453064,-0.5174349546432495","0.4905526041984558,0.42745673656463623,-0.9217293858528137","0.544383704662323,1.4249906539916992,0.001793601200915873","0.544383704662323,1.4249906539916992,0.001793601200915873"
0.0,"0.46646493673324585,0.3612874746322632,-0.41542983055114746","0.5196421146392822,0.36644795536994934,-0.13401766121387482","0.42317652702331543,0.3613171875476837,-0.1510440558195114","0.6078536510467529,0.6521348357200623,-0.09189003705978394","0.5917304158210754,0.907777726650238,-0.4577135443687439","0.5115590691566467,0.41652196645736694,-0.8613978624343872","0.5456224679946899,1.4405722618103027,0.010736561380326748","0.5456224679946899,1.4405722618103027,0.010736561380326748"
0.0,"0.47367969155311584,0.3779366910457611,-0.4468291401863098","0.5256180763244629,0.37758126854896545,-0.13650283217430115","0.4248432219028473,0.36658066511154175,-0.16109681129455566","0.6068456768989563,0.6621803045272827,-0.09339670836925507","0.6025155782699585,0.9075638055801392,-0.46236133575439453","0.5318539142608643,0.40957748889923096,-0.863198459148407","0.5478352904319763,1.4401627779006958,0.01666344329714775","0.5478352904319763,1.4401627779006958,0.01666344329714775"
0.0,"0.4774779677391052,0.3912278413772583,-0.42871180176734924","0.5280300378799438,0.3873160481452942,-0.13061724603176117","0.425306499004364,0.37111595273017883,-0.15223094820976257","0.6054858565330505,0.6628092527389526,-0.08200298249721527","0.6074965000152588,0.9074231386184692,-0.4507611393928528","0.5433142781257629,0.403605580329895,-0.8428850173950195","0.5489590764045715,1.440991759300232,0.018105139955878258","0.5489590764045715,1.440991759300232,0.018105139955878258"
0.0,"0.47857943177223206,0.3881165385246277,-0.38126450777053833","0.5289852619171143,0.3864986300468445,-0.10298715531826019","0.4254625737667084,0.37151476740837097,-0.1424397975206375","0.6053887605667114,0.6653708219528198,-0.055611640214920044","0.6048604846000671,0.9067288637161255,-0.2949879765510559","0.5415931344032288,0.40001460909843445,-0.5238574147224426","0.5489347577095032,1.4405313730239868,0.019229073077440262","0.5489347577095032,1.4405313730239868,0.019229073077440262"
0.0,"0.47759562730789185,0.3931443393230438,-0.378764808177948","0.5288692712783813,0.38938674330711365,-0.10522772371768951","0.42522263526916504,0.38150715827941895,-0.13955608010292053","0.6056409478187561,0.6641278862953186,-0.06205062195658684","0.6032758951187134,0.9070358872413635,-0.3490752875804901","0.5354923605918884,0.4024396538734436,-0.6455686092376709","0.5495514273643494,1.4402097463607788,0.018431629985570908","0.5495514273643494,1.4402097463607788,0.018431629985570908"
