gesture,[0],[7],[8],[11],[13],[15],[23],[23]
0.0,"0.4539429545402527,0.36415860056877136,-0.4487585127353668","0.5137941241264343,0.3392869234085083,-0.17226922512054443","0.40845999121665955,0.31286874413490295,-0.17835302650928497","0.5751863718032837,0.5993889570236206,-0.13065066933631897","0.5728147625923157,0.8607231974601746,-0.6041801571846008","0.5101667046546936,0.39417731761932373,-1.0979417562484741","0.5280014872550964,1.3090578317642212,0.024501483887434006","0.5280014872550964,1.3090578317642212,0.024501483887434006"
0.0,"0.45063939690589905,0.37643933296203613,-0.43798112869262695","0.5064666271209717,0.3542617857456207,-0.16748341917991638","0.40563756227493286,0.33470419049263,-0.1675143837928772","0.5683837532997131,0.6057621836662292,-0.14960190653800964","0.5691683292388916,0.8298980593681335,-0.6613231897354126","0.5024988055229187,0.3836401104927063,-1.1629024744033813","0.5201236009597778,1.3139547109603882,0.011650307103991508","0.5201236009597778,1.3139547109603882,0.011650307103991508"
0.0,"0.4498480260372162,0.4065040647983551,-0.36579909920692444","0.5043522119522095,0.3725273907184601,-0.07437168806791306","0.40515321493148804,0.36197227239608765,-0.07532621920108795","0.567668080329895,0.6120668053627014,-0.051240600645542145","0.569736659526825,0.8058422803878784,-0.5572417378425598","0.4994920790195465,0.3819136619567871,-1.002905011177063","0.5262294411659241,1.3123571872711182,0.013310857117176056","0.5262294411659241,1.3123571872711182,0.013310857117176056"
0.0,"0.45459693670272827,0.4169047772884369,-0.31236615777015686","0.5046027302742004,0.38047298789024353,-0.019419487565755844","0.40600472688674927,0.37050768733024597,-0.050155848264694214","0.563960611820221,0.6248670220375061,-0.03905608132481575","0.5711695551872253,0.7902088761329651,-0.5523195862770081","0.49819254875183105,0.37587770819664,-1.057246446609497","0.5288323163986206,1.311604619026184,0.020222147926688194","0.5288323163986206,1.311604619026184,0.020222147926688194"
0.0,"0.4547940790653229,0.42483553290367126,-0.29351457953453064","0.5036875009536743,0.3931795358657837,-0.008928612805902958","0.4058668613433838,0.38373619318008423,-0.02169531211256981","0.5646005868911743,0.6459205746650696,-0.04456663504242897","0.576536238193512,0.7881136536598206,-0.5921157598495483","0.4975329339504242,0.37472835183143616,-1.0967366695404053","0.5278598070144653,1.3378174304962158,0.02005719766020775","0.5278598070144653,1.3378174304962158,0.02005719766020775"
0.0,"0.45457902550697327,0.4286443889141083,-0.27544647455215454","0.5025683045387268,0.40029677748680115,0.002998546464368701","0.40451401472091675,0.39212265610694885,-0.01058669202029705","0.5642864108085632,0.6517221331596375,-0.039039451628923416","0.5794915556907654,0.7826518416404724,-0.5836735367774963","0.49695175886154175,0.37357720732688904,-1.0679748058319092","0.5287254452705383,1.3330596685409546,0.021521199494600296","0.5287254452705383,1.3330596685409546,0.021521199494600296"
0.0,"0.45618167519569397,0.431966096162796,-0.2907957136631012","0.501507043838501,0.4074590802192688,-0.027697239071130753","0.4047660827636719,0.3997306525707245,-0.058079592883586884","0.5604151487350464,0.660263180732727,-0.06985072791576385","0.5794859528541565,0.7607195377349854,-0.6490099430084229","0.49226441979408264,0.3702280819416046,-1.131536602973938","0.528938889503479,1.3389647006988525,0.022709723562002182","0.528938889503479,1.3389647006988525,0.022709723562002182"
0.0,"0.45673614740371704,0.44023844599723816,-0.28703874349594116","0.4977690577507019,0.42107319831848145,-0.04025643318891525","0.40496307611465454,0.4155929684638977,-0.0740731954574585","0.554381251335144,0.6742300391197205,-0.0847097709774971","0.5794122219085693,0.7433173060417175,-0.612247109413147","0.4843602776527405,0.3616703748703003,-1.0662498474121094","0.5283383131027222,1.3364242315292358,0.021895555779337883","0.5283383131027222,1.3364242315292358,0.021895555779337883"
0.0,"0.4567635655403137,0.43777698278427124,-0.30999472737312317","0.4942959249019623,0.4183289110660553,-0.07360486686229706","0.40489378571510315,0.4145651161670685,-0.10757224261760712","0.5492730140686035,0.6716428995132446,-0.13647082448005676","0.5780214071273804,0.7415074110031128,-0.6534931659698486","0.477780818939209,0.3605556786060333,-1.0588817596435547","0.5283571481704712,1.3339132070541382,0.02091950550675392","0.5283571481704712,1.3339132070541382,0.02091950550675392"
0.0,"0.4574767053127289,0.4416988492012024,-0.31104451417922974","0.49411147832870483,0.4217733144760132,-0.0928599014878273","0.40503373742103577,0.42795664072036743,-0.12753158807754517","0.5504235625267029,0.6740676760673523,-0.16033247113227844","0.5759385228157043,0.7333512902259827,-0.6937314867973328","0.47166600823402405,0.34863460063934326,-1.1053193807601929","0.5288521647453308,1.3325655460357666,0.02105315588414669","0.5288521647453308,1.3325655460357666,0.02105315588414669"
0.0,"0.4567925035953522,0.4458029568195343,-0.3475779891014099","0.49260568618774414,0.4244525134563446,-0.11564866453409195","0.4048682749271393,0.430950790643692,-0.14313751459121704","0.550471305847168,0.672710657119751,-0.16332653164863586","0.5749399065971375,0.7278931736946106,-0.6721146702766418","0.4726143479347229,0.3432275652885437,-1.0900418758392334","0.5344918370246887,1.32423996925354,0.019610615447163582","0.5344918370246887,1.32423996925354,0.019610615447163582"
0.0,"0.4567014276981354,0.44592463970184326,-0.3785381615161896","0.49126678705215454,0.4270731508731842,-0.14013542234897614","0.4047834873199463,0.4344133138656616,-0.15710845589637756","0.548762321472168,0.6713471412658691,-0.17498746514320374","0.5749081373214722,0.7154127955436707,-0.647506594657898","0.4735514521598816,0.3364903926849365,-1.038385033607483","0.5395836234092712,1.3087185621261597,0.014343378134071827","0.5395836234092712,1.3087185621261597,0.014343378134071827"
0.0,"0.45702657103538513,0.4491119682788849,-0.38538843393325806","0.4916902482509613,0.4327061176300049,-0.13754495978355408","0.40505799651145935,0.43610361218452454,-0.15037843585014343","0.5492704510688782,0.6737583875656128,-0.17680040001869202","0.5751990079879761,0.7120300531387329,-0.6584485769271851","0.47417765855789185,0.3351496160030365,-1.0798308849334717","0.5430053472518921,1.307546854019165,0.0005702109192498028","0.5430053472518921,1.307546854019165,0.0005702109192498028"
0.0,"0.456124484539032,0.4494251608848572,-0.34235820174217224","0.49065962433815,0.43163979053497314,-0.10763732343912125","0.40502721071243286,0.4340580701828003,-0.11225756257772446","0.5489870309829712,0.6735289096832275,-0.16317883133888245","0.5758021473884583,0.7145792841911316,-0.6014124155044556","0.4737774729728699,0.3325803875923157,-0.9688981771469116","0.5424610376358032,1.3071149587631226,0.003362298011779785","0.5424610376358032,1.3071149587631226,0.003362298011779785"
0.0,"0.45525020360946655,0.4541627764701843,-0.3159578740596771","0.4900217056274414,0.4351532459259033,-0.07188250124454498","0.40505728125572205,0.4361892640590668,-0.07231031358242035","0.5492464900016785,0.6795824766159058,-0.12707194685935974","0.5760959386825562,0.7159927487373352,-0.5656819343566895","0.4742339551448822,0.33412665128707886,-0.930781364440918","0.5410774350166321,1.3071032762527466,0.0033384826965630054","0.5410774350166321,1.3071032762527466,0.0033384826965630054"
0.0,"0.45504945516586304,0.4536060690879822,-0.3209032714366913","0.4880172312259674,0.435005784034729,-0.07712450623512268","0.40506529808044434,0.43703949451446533,-0.08425825834274292","0.5489388704299927,0.6785218119621277,-0.12707915902137756","0.5772207975387573,0.7190327048301697,-0.5723892450332642","0.4745858609676361,0.33431658148765564,-0.9500429034233093","0.5376735925674438,1.3071024417877197,0.003052996238693595","0.5376735925674438,1.3071024417877197,0.003052996238693595"
0.0,"0.4548649787902832,0.4517018496990204,-0.3380865454673767","0.48825615644454956,0.4344550669193268,-0.09377659857273102","0.405094712972641,0.43490660190582275,-0.08812598884105682","0.5490365028381348,0.6760561466217041,-0.1400560438632965","0.5782762765884399,0.7236998081207275,-0.5780963897705078","0.4744035303592682,0.33570510149002075,-0.9425789713859558","0.5376337766647339,1.3078571557998657,-0.0003723702975548804","0.5376337766647339,1.3078571557998657,-0.0003723702975548804"
0.0,"0.45466694235801697,0.4489271938800812,-0.33823680877685547","0.4881371557712555,0.4341636300086975,-0.0939117968082428","0.40505123138427734,0.4341064989566803,-0.0915624350309372","0.5489600300788879,0.6708494424819946,-0.14009305834770203","0.5790482759475708,0.7255831360816956,-0.5789313912391663","0.47471198439598083,0.3452783226966858,-0.9581437110900879","0.5365899205207825,1.3103958368301392,-0.005051424261182547","0.5365899205207825,1.3103958368301392,-0.005051424261182547"
0.0,"0.4535219073295593,0.4483882188796997,-0.342536985874176","0.4882996082305908,0.4330701231956482,-0.093766950070858","0.405032217502594,0.433498352766037,-0.08887912333011627","0.548699676990509,0.6703816056251526,-0.1335919201374054","0.5793984532356262,0.7242966294288635,-0.5694162249565125","0.4764241576194763,0.3521669805049896,-0.9624082446098328","0.5326693058013916,1.3110108375549316,-0.006984666921198368","0.5326693058013916,1.3110108375549316,-0.006984666921198368"
0.0,"0.45352768898010254,0.4479309916496277,-0.34283435344696045","0.4878714978694916,0.42789217829704285,-0.0796540305018425","0.40507060289382935,0.427406907081604,-0.07882321625947952","0.5478147268295288,0.6695664525032043,-0.12440741062164307","0.579261839389801,0.7232924699783325,-0.6111654043197632","0.47591614723205566,0.36616575717926025,-1.0691533088684082","0.5325955748558044,1.307244896888733,-0.007083677686750889","0.5325955748558044,1.307244896888733,-0.007083677686750889"
0.0,"0.4534730911254883,0.4652978181838989,-0.3501594662666321","0.4870309829711914,0.43431973457336426,-0.08023132383823395","0.40485161542892456,0.42964109778404236,-0.09153928607702255","0.5451187491416931,0.6716088652610779,-0.11758542060852051","0.5748199224472046,0.7229467034339905,-0.5751625299453735","0.4747423529624939,0.3904091417789459,-0.989449679851532","0.5309368371963501,1.3077305555343628,-0.0061279721558094025","0.5309368371963501,1.3077305555343628,-0.0061279721558094025"
0.0,"0.45454835891723633,0.46409162878990173,-0.33948761224746704","0.4870356023311615,0.4337276518344879,-0.08023548126220703","0.40554800629615784,0.4290158450603485,-0.10056227445602417","0.541974663734436,0.6678692102432251,-0.09670974314212799","0.5733405351638794,0.7297773361206055,-0.4605485796928406","0.4749160408973694,0.42287206649780273,-0.8073186874389648","0.5309486389160156,1.3045697212219238,-0.005414958111941814","0.5309486389160156,1.3045697212219238,-0.005414958111941814"
0.0,"0.4554697573184967,0.46271204948425293,-0.3372427523136139","0.48923593759536743,0.43439313769340515,-0.08492474257946014","0.40924859046936035,0.42845165729522705,-0.11455032974481583","0.5420776605606079,0.6675650477409363,-0.0990716740489006","0.572265088558197,0.7429729104042053,-0.41865548491477966","0.4757511019706726,0.44293755292892456,-0.7054725885391235","0.53087317943573,1.303521752357483,-0.004240626934915781","0.53087317943573,1.303521752357483,-0.004240626934915781"
0.0,"0.4558548927307129,0.4524069130420685,-0.32147330045700073","0.4909702241420746,0.43258827924728394,-0.08475270867347717","0.41196030378341675,0.4283066987991333,-0.11390931904315948","0.5434873104095459,0.667378306388855,-0.08283692598342896","0.5715317726135254,0.7666289210319519,-0.3841734528541565","0.4770970344543457,0.45527976751327515,-0.6641987562179565","0.5311813950538635,1.303627371788025,0.0031623549293726683","0.5311813950538635,1.303627371788025,0.0031623549293726683"
0.0,"0.4539169669151306,0.46025896072387695,-0.2990489900112152","0.49040722846984863,0.4322526156902313,-0.06377407163381577","0.4116346836090088,0.4278525114059448,-0.08729840815067291","0.5440425872802734,0.665820837020874,-0.06656228750944138","0.5709702968597412,0.7862856388092041,-0.43064436316490173","0.477116197347641,0.45383524894714355,-0.7680427432060242","0.5313330292701721,1.300264835357666,0.006918434053659439","0.5313330292701721,1.300264835357666,0.006918434053659439"
0.0,"0.4532395899295807,0.45704901218414307,-0.29624298214912415","0.4905429780483246,0.42891964316368103,-0.06746908277273178","0.41149282455444336,0.42290276288986206,-0.08706630021333694","0.5449552536010742,0.6630058884620667,-0.07359138131141663","0.5710450410842896,0.8052659630775452,-0.44259387254714966","0.4747818410396576,0.44425761699676514,-0.8019084930419922","0.5300288796424866,1.298093557357788,0.006861957721412182","0.5300288796424866,1.298093557357788,0.006861957721412182"
0.0,"0.452867329120636,0.42117151618003845,-0.29324081540107727","0.4910510182380676,0.4087415933609009,-0.06799878925085068","0.4114345908164978,0.4088957905769348,-0.07855408638715744","0.5470537543296814,0.6533514857292175,-0.0739382952451706","0.5729196667671204,0.8281087875366211,-0.4760332703590393","0.4734470844268799,0.4424518942832947,-0.8520809412002563","0.5297778248786926,1.2982450723648071,0.00672451127320528","0.5297778248786926,1.2982450723648071,0.00672451127320528"
0.0,"0.4523507058620453,0.35165125131607056,-0.27758917212486267","0.4911445677280426,0.3731377422809601,-0.06348272413015366","0.4113314151763916,0.37956008315086365,-0.0701330155134201","0.5478154420852661,0.6261700391769409,-0.07910968363285065","0.5722512006759644,0.8343885540962219,-0.4283176064491272","0.4713551998138428,0.4375791847705841,-0.7143627405166626","0.5300092697143555,1.2876734733581543,0.004989634267985821","0.5300092697143555,1.2876734733581543,0.004989634267985821"
0.0,"0.449709415435791,0.36540687084198,-0.27521297335624695","0.49082666635513306,0.37785035371780396,-0.06513898074626923","0.41018837690353394,0.38161036372184753,-0.06762592494487762","0.5496500730514526,0.6250331997871399,-0.08455827832221985","0.5713079571723938,0.8484445214271545,-0.44548216462135315","0.4705885946750641,0.44018226861953735,-0.7358651757240295","0.5298386216163635,1.2880346775054932,0.003712046192958951","0.5298386216163635,1.2880346775054932,0.003712046192958951"
0.0,"0.44932645559310913,0.3623923063278198,-0.28207942843437195","0.4916253685951233,0.3798485994338989,-0.06639304012060165","0.4103062152862549,0.3829876780509949,-0.05581996589899063","0.5560719966888428,0.6263145208358765,-0.09907408803701401","0.5712046027183533,0.8612909317016602,-0.5282498598098755","0.46934470534324646,0.456318199634552,-0.9172136187553406","0.5303201079368591,1.2927401065826416,-0.004701032303273678","0.5303201079368591,1.2927401065826416,-0.004701032303273678"
0.0,"0.44936203956604004,0.3718850314617157,-0.28060466051101685","0.4916245937347412,0.3824142813682556,-0.05455153062939644","0.41031503677368164,0.38849055767059326,-0.045399945229291916","0.5570778250694275,0.6288674473762512,-0.08852989971637726","0.5689500570297241,0.8723393082618713,-0.5251816511154175","0.46938854455947876,0.46690940856933594,-0.888995349407196","0.5288999080657959,1.29411780834198,-0.012489965185523033","0.5288999080657959,1.29411780834198,-0.012489965185523033"
0.0,"0.4493752419948578,0.3776974081993103,-0.2731480300426483","0.4914199411869049,0.3864847421646118,-0.04707182198762894","0.4105742573738098,0.3922731280326843,-0.03649665415287018","0.556983470916748,0.6315146684646606,-0.07418419420719147","0.5693264603614807,0.8894107341766357,-0.4686400890350342","0.46892672777175903,0.48309028148651123,-0.8663638234138489","0.5276311635971069,1.2940974235534668,-0.01873997412621975","0.5276311635971069,1.2940974235534668,-0.01873997412621975"
0.0,"0.44866180419921875,0.38111749291419983,-0.27487027645111084","0.4911118149757385,0.38957488536834717,-0.0493534579873085","0.41056370735168457,0.39883455634117126,-0.04032494127750397","0.5588830709457397,0.6332038640975952,-0.07729256898164749","0.5779611468315125,0.8982357382774353,-0.4717381000518799","0.469186395406723,0.4960474967956543,-0.8680155873298645","0.5296000838279724,1.2941581010818481,-0.022233817726373672","0.5296000838279724,1.2941581010818481,-0.022233817726373672"
0.0,"0.44853705167770386,0.3834669888019562,-0.2658289074897766","0.49109429121017456,0.3909884989261627,-0.04451465606689453","0.41050490736961365,0.40283143520355225,-0.030029520392417908","0.5598987936973572,0.6343175768852234,-0.06910345703363419","0.5793327689170837,0.8946419358253479,-0.47165197134017944","0.473318487405777,0.4995374083518982,-0.8858348727226257","0.5299326181411743,1.2921700477600098,-0.022022690623998642","0.5299326181411743,1.2921700477600098,-0.022022690623998642"
0.0,"0.44806528091430664,0.38499894738197327,-0.26630574464797974","0.4908566474914551,0.39484718441963196,-0.0454019233584404","0.4104934632778168,0.4059537351131439,-0.035610850900411606","0.5600937604904175,0.635137140750885,-0.07744532823562622","0.5835832357406616,0.8889160752296448,-0.517294704914093","0.4749186933040619,0.4941987693309784,-0.9586248397827148","0.5310571193695068,1.2922660112380981,-0.0229266956448555","0.5310571193695068,1.2922660112380981,-0.0229266956448555"
0.0,"0.4480341970920563,0.3846363127231598,-0.26842713356018066","0.49112772941589355,0.39557063579559326,-0.04891110584139824","0.41048136353492737,0.40516963601112366,-0.03866727650165558","0.5602843165397644,0.6353954076766968,-0.07875237613916397","0.5842381715774536,0.8855422735214233,-0.48434290289878845","0.4744551181793213,0.49036791920661926,-0.8654255867004395","0.5322402119636536,1.2942190170288086,-0.022938450798392296","0.5322402119636536,1.2942190170288086,-0.022938450798392296"
0.0,"0.44534188508987427,0.378401517868042,-0.27208468317985535","0.4909793436527252,0.3911924958229065,-0.05391755700111389","0.4097086489200592,0.40004411339759827,-0.03640332818031311","0.5601987838745117,0.6360728144645691,-0.09664065390825272","0.5838575959205627,0.8823882341384888,-0.49047842621803284","0.4691290259361267,0.48894673585891724,-0.8557125329971313","0.5336450934410095,1.2952592372894287,-0.02421305701136589","0.5336450934410095,1.2952592372894287,-0.02421305701136589"
0.0,"0.44274306297302246,0.351675808429718,-0.2790995240211487","0.4906027913093567,0.37458863854408264,-0.08345009386539459","0.4078344404697418,0.38805752992630005,-0.036623988300561905","0.560180127620697,0.6365703344345093,-0.1287098377943039","0.5836056470870972,0.8818774819374084,-0.5018839836120605","0.46561479568481445,0.4866830110549927,-0.8510417938232422","0.5341864228248596,1.2953016757965088,-0.02790028229355812","0.5341864228248596,1.2953016757965088,-0.02790028229355812"
0.0,"0.4427551329135895,0.3556019365787506,-0.3177671730518341","0.4905991554260254,0.3764617443084717,-0.11046046018600464","0.40767496824264526,0.38666945695877075,-0.055257488042116165","0.5607678294181824,0.6368926763534546,-0.15879519283771515","0.5827254056930542,0.8762231469154358,-0.5635986924171448","0.4566217362880707,0.48471179604530334,-0.9114255905151367","0.5341285467147827,1.3062078952789307,-0.031033676117658615","0.5341285467147827,1.3062078952789307,-0.031033676117658615"
0.0,"0.4415171146392822,0.36252063512802124,-0.34840303659439087","0.4899301528930664,0.3774915337562561,-0.13492514193058014","0.4073352813720703,0.38727080821990967,-0.08381985872983932","0.5603209733963013,0.6371281743049622,-0.17757292091846466","0.5773828625679016,0.8643350601196289,-0.6214187741279602","0.4537673890590668,0.47892531752586365,-0.9804126620292664","0.5334861278533936,1.3071956634521484,-0.030157145112752914","0.5334861278533936,1.3071956634521484,-0.030157145112752914"
0.0,"0.44094961881637573,0.36313891410827637,-0.33551377058029175","0.4892486035823822,0.37513020634651184,-0.12103478610515594","0.40602293610572815,0.3843931555747986,-0.07897926867008209","0.5602284669876099,0.6373061537742615,-0.16191720962524414","0.5754286646842957,0.85447758436203,-0.5834826827049255","0.45357125997543335,0.47454574704170227,-0.9657610058784485","0.5327377319335938,1.3074052333831787,-0.028948938474059105","0.5327377319335938,1.3074052333831787,-0.028948938474059105"
0.0,"0.4403766095638275,0.36373522877693176,-0.32881951332092285","0.48789769411087036,0.36829185485839844,-0.11504633724689484","0.405665785074234,0.3821372985839844,-0.07612196356058121","0.5602198839187622,0.6373324990272522,-0.16169404983520508","0.5738097429275513,0.849871039390564,-0.5811538696289062","0.45178085565567017,0.46637874841690063,-0.947235107421875","0.5329940319061279,1.3065325021743774,-0.02877023257315159","0.5329940319061279,1.3065325021743774,-0.02877023257315159"
0.0,"0.4404168128967285,0.3966299593448639,-0.3296428918838501","0.48705238103866577,0.3744422495365143,-0.11355606466531754","0.40522971749305725,0.3860052824020386,-0.07436086237430573","0.5596739053726196,0.6374401450157166,-0.15547862648963928","0.5726566314697266,0.8428402543067932,-0.6363190412521362","0.4511741101741791,0.46609529852867126,-1.0567163228988647","0.5327875018119812,1.3063017129898071,-0.028528913855552673","0.5327875018119812,1.3063017129898071,-0.028528913855552673"
0.0,"0.4391465187072754,0.39631763100624084,-0.3274767994880676","0.4850562512874603,0.37485069036483765,-0.09832186251878738","0.4045143127441406,0.3869544267654419,-0.07053454220294952","0.5593680143356323,0.6381526589393616,-0.15300914645195007","0.5711363554000854,0.8330787420272827,-0.6289759278297424","0.4505543112754822,0.461847186088562,-1.0309135913848877","0.5329225659370422,1.307498812675476,-0.023719903081655502","0.5329225659370422,1.307498812675476,-0.023719903081655502"
0.0,"0.4389365315437317,0.395346999168396,-0.32726773619651794","0.484158456325531,0.3753814399242401,-0.09800837934017181","0.4038658142089844,0.3870992064476013,-0.07158195227384567","0.5591144561767578,0.6382326483726501,-0.14948634803295135","0.5705937147140503,0.8302614092826843,-0.6147977113723755","0.4490341544151306,0.46103715896606445,-0.9927924871444702","0.5329540967941284,1.3074313402175903,-0.02069600112736225","0.5329540967941284,1.3074313402175903,-0.02069600112736225"
0.0,"0.43949151039123535,0.4011892080307007,-0.32699257135391235","0.48412269353866577,0.3773036003112793,-0.093864306807518","0.4033539891242981,0.3879238963127136,-0.07686243206262589","0.5578756332397461,0.6373404860496521,-0.13524828851222992","0.5693143606185913,0.818216860294342,-0.6084517240524292","0.44906553626060486,0.4610292315483093,-0.9774900674819946","0.5339080095291138,1.3041969537734985,-0.010909429751336575","0.5339080095291138,1.3041969537734985,-0.010909429751336575"
0.0,"0.44390565156936646,0.4171239137649536,-0.35266420245170593","0.48465532064437866,0.38832494616508484,-0.10585776716470718","0.4038907587528229,0.3938968777656555,-0.09351879358291626","0.5571256875991821,0.6411413550376892,-0.14472639560699463","0.5673753619194031,0.8049322366714478,-0.6240081787109375","0.4491416811943054,0.4593338072299957,-1.0376951694488525","0.5341349244117737,1.3048864603042603,-0.010994598269462585","0.5341349244117737,1.3048864603042603,-0.010994598269462585"
0.0,"0.4490415155887604,0.47038185596466064,-0.33710119128227234","0.4865204393863678,0.41886061429977417,-0.05866779759526253","0.4046681821346283,0.4252747893333435,-0.03170805796980858","0.5569316148757935,0.651758074760437,-0.1092873364686966","0.5620778799057007,0.7857344150543213,-0.6189943552017212","0.44899827241897583,0.4585879445075989,-1.09446120262146","0.5360332727432251,1.303035020828247,-0.0218633022159338","0.5360332727432251,1.303035020828247,-0.0218633022159338"
0.0,"0.4508562982082367,0.4642803966999054,-0.332457572221756","0.4868062436580658,0.42254045605659485,-0.06058300659060478","0.4051099717617035,0.4304238557815552,-0.0328415110707283","0.5555892586708069,0.6520930528640747,-0.11296527087688446","0.5607025027275085,0.7716379165649414,-0.6408679485321045","0.44907575845718384,0.4592287242412567,-1.1234395503997803","0.5370663404464722,1.3006490468978882,-0.024665886536240578","0.5370663404464722,1.3006490468978882,-0.024665886536240578"
0.0,"0.4530715346336365,0.47975799441337585,-0.3462825119495392","0.48710983991622925,0.42685288190841675,-0.0745689868927002","0.4066883623600006,0.4352174997329712,-0.03625080734491348","0.5554704070091248,0.6543165445327759,-0.1146329864859581","0.5610186457633972,0.7788544297218323,-0.6326600313186646","0.4568850100040436,0.4628117084503174,-1.0772438049316406","0.5376443862915039,1.2935631275177002,-0.035953424870967865","0.5376443862915039,1.2935631275177002,-0.035953424870967865"
0.0,"0.4557531476020813,0.4792095720767975,-0.368497759103775","0.488854318857193,0.43355390429496765,-0.10258255153894424","0.4086308479309082,0.4363839328289032,-0.07439572364091873","0.5553292036056519,0.6569103002548218,-0.142515167593956","0.5641736388206482,0.7827361822128296,-0.6620814204216003","0.4567956030368805,0.4632522165775299,-1.1491550207138062","0.5372959971427917,1.2934117317199707,-0.03452392295002937","0.5372959971427917,1.2934117317199707,-0.03452392295002937"
