az,el,[0],[7],[8],[12],[14],[16],[23],[24]
0.0,0.0,"0.4944845139980316,0.36608222126960754,-0.20316140353679657","0.537712037563324,0.3448016345500946,-0.02707742713391781","0.45517605543136597,0.3498028516769409,-0.013213594444096088","0.40676674246788025,0.5650386214256287,-0.023884525522589684","0.37315699458122253,0.6830481886863708,-0.3938618302345276","0.48808884620666504,0.5356688499450684,-0.8225531578063965","0.5468077063560486,1.105270266532898,0.004417742602527142","0.417357861995697,1.0268083810806274,-0.004673970863223076"
0.0,0.0,"0.49509111046791077,0.36600643396377563,-0.18882259726524353","0.5375957489013672,0.34491822123527527,-0.010894529521465302","0.45617952942848206,0.3497915267944336,-0.0010091725271195173","0.40674638748168945,0.565037190914154,-0.008434703573584557","0.37333181500434875,0.6788511872291565,-0.3716560900211334","0.4876518249511719,0.5242784023284912,-0.8074180483818054","0.5465478897094727,1.1071898937225342,0.0035631221253424883","0.41751688718795776,1.0272878408432007,-0.003830533940345049"
0.0,0.0,"0.4946264624595642,0.3676210939884186,-0.18857954442501068","0.5376386642456055,0.3448260724544525,-0.011417945846915245","0.45621418952941895,0.35033178329467773,0.006684495601803064","0.4064546227455139,0.5658751726150513,-0.005090484861284494","0.373956561088562,0.6738941669464111,-0.37889713048934937","0.48964422941207886,0.5135113000869751,-0.8164418935775757","0.5471490025520325,1.1267708539962769,0.003326941281557083","0.4180029034614563,1.0364673137664795,-0.003596099792048335"
0.0,0.0,"0.49461206793785095,0.36680230498313904,-0.1587323248386383","0.5385808348655701,0.3447287380695343,-0.003144273068755865","0.45724377036094666,0.3532831370830536,0.03996484726667404","0.4081413149833679,0.5664162039756775,0.029498988762497902","0.3833368420600891,0.6680002212524414,-0.33131152391433716","0.49497491121292114,0.48821961879730225,-0.7462689876556396","0.5471487045288086,1.13424813747406,-0.012115615420043468","0.41936254501342773,1.0447251796722412,0.01183906476944685"
0.0,0.0,"0.4945271611213684,0.36541616916656494,-0.15972205996513367","0.5386407375335693,0.344556599855423,-0.0074371336959302425","0.45729222893714905,0.3532833456993103,0.03969820588827133","0.4087507128715515,0.5594720244407654,0.02405690774321556","0.3838408291339874,0.6589450836181641,-0.37169337272644043","0.49342450499534607,0.4930446743965149,-0.8263716697692871","0.5469347238540649,1.1335012912750244,-0.011129755526781082","0.4195873737335205,1.0444988012313843,0.010854297317564487"
0.0,0.0,"0.4919396936893463,0.3700551390647888,-0.1521846503019333","0.5386346578598022,0.3457333743572235,0.004947122186422348","0.4574863314628601,0.35619065165519714,0.05636931583285332","0.41092148423194885,0.5573523640632629,0.06231149286031723","0.3856552243232727,0.6257519721984863,-0.24222517013549805","0.4931807518005371,0.47496283054351807,-0.5561684966087341","0.5466955304145813,1.1336709260940552,-0.01545069832354784","0.42096853256225586,1.0412685871124268,0.015142658725380898"
0.0,0.0,"0.49769696593284607,0.3698088824748993,-0.18991990387439728","0.5401285886764526,0.347207248210907,-0.009850269183516502","0.4600200653076172,0.3580503761768341,0.01060658972710371","0.41145601868629456,0.5585745573043823,0.03293667733669281","0.36923837661743164,0.6292484998703003,-0.28410401940345764","0.4890322685241699,0.4460577368736267,-0.6046129465103149","0.5469540357589722,1.139805793762207,-0.014518978074193","0.4209086000919342,1.0427285432815552,0.014220516197383404"
0.0,0.0,"0.4993155002593994,0.34718021750450134,-0.11926545202732086","0.5405861139297485,0.3408457934856415,0.04740331321954727","0.45996347069740295,0.3524208068847656,0.09298395365476608","0.4113813042640686,0.5648763179779053,0.10552903264760971","0.343771755695343,0.6321119666099548,-0.07280068099498749","0.4704461991786957,0.4212389588356018,-0.21507301926612854","0.5490899682044983,1.1410578489303589,-0.018409529700875282","0.42113956809043884,1.0509498119354248,0.018131474032998085"
0.0,0.0,"0.49432674050331116,0.344127893447876,-0.12900973856449127","0.5405758619308472,0.3395824432373047,0.03539010137319565","0.45953187346458435,0.34431207180023193,0.09557432681322098","0.41132092475891113,0.5646618604660034,0.10805599391460419","0.3248554766178131,0.645533561706543,-0.17647802829742432","0.45239001512527466,0.4220918118953705,-0.49492961168289185","0.5509248971939087,1.1406760215759277,-0.026638921350240707","0.42111736536026,1.051966667175293,0.02630799077451229"
0.0,0.0,"0.4947049617767334,0.3443959355354309,-0.12611418962478638","0.5409165620803833,0.3394438624382019,0.04116622358560562","0.45989352464675903,0.3406946361064911,0.10063155740499496","0.41129255294799805,0.5627684593200684,0.10799989849328995","0.31421321630477905,0.6663634777069092,-0.20909854769706726","0.4474387764930725,0.41757696866989136,-0.5595617890357971","0.5533610582351685,1.1405435800552368,-0.024739805608987808","0.42158931493759155,1.0514404773712158,0.02441244199872017"
0.0,0.0,"0.49430614709854126,0.3031627833843231,-0.05057888105511665","0.5412829518318176,0.32289019227027893,0.10479460656642914","0.4598667621612549,0.3152587115764618,0.17411693930625916","0.41012176871299744,0.5580041408538818,0.16190318763256073","0.31284552812576294,0.6759842038154602,-0.10108470916748047","0.45158275961875916,0.40122663974761963,-0.3439330458641052","0.5532506704330444,1.1359450817108154,-0.02634812891483307","0.421592652797699,1.0509177446365356,0.02603059634566307"
0.0,0.0,"0.4963841438293457,0.309007465839386,-0.012761535122990608","0.541364312171936,0.3241270184516907,0.14280764758586884","0.4603904187679291,0.31924888491630554,0.1737082302570343","0.4092039465904236,0.5582135319709778,0.1489023119211197","0.3136383891105652,0.6771314740180969,-0.14117836952209473","0.45182615518569946,0.40573278069496155,-0.3950905501842499","0.553203821182251,1.1375035047531128,-0.025312691926956177","0.42147642374038696,1.052369236946106,0.025000369176268578"
0.0,0.0,"0.5144402384757996,0.3257718086242676,-0.058199845254421234","0.5441526770591736,0.32433563470840454,0.124910369515419","0.4634096026420593,0.32312852144241333,0.14036916196346283","0.4084349274635315,0.5640542507171631,0.10773931443691254","0.31626781821250916,0.6762042045593262,-0.20395371317863464","0.45846277475357056,0.41222432255744934,-0.47168630361557007","0.5537314414978027,1.1384233236312866,-0.0006040729349479079","0.4214715361595154,1.0551049709320068,0.0003100309113506228"
0.0,0.0,"0.5340645909309387,0.3612266182899475,-0.12711957097053528","0.5432021021842957,0.34065160155296326,0.08775480091571808","0.4728620648384094,0.3477259874343872,0.0038901183288544416","0.40842828154563904,0.5682932734489441,0.0019484374206513166","0.32053250074386597,0.6755018830299377,-0.33273833990097046","0.47254544496536255,0.4127644896507263,-0.6281711459159851","0.5557740926742554,1.1526957750320435,0.007432571146637201","0.41934818029403687,1.1272540092468262,-0.007667663507163525"
0.0,0.0,"0.5271080136299133,0.38363394141197205,-0.3973972201347351","0.5430757999420166,0.35007432103157043,-0.19249603152275085","0.47410354018211365,0.3611453175544739,-0.22074520587921143","0.40922707319259644,0.5689744353294373,-0.2004394829273224","0.333611398935318,0.6748378276824951,-0.5876171588897705","0.49005141854286194,0.4173043966293335,-1.0074542760849","0.5580786466598511,1.169670820236206,0.0067460862919688225","0.42032089829444885,1.1124988794326782,-0.007009390741586685"
0.0,0.0,"0.4982452392578125,0.37989845871925354,-0.2776508629322052","0.5397627353668213,0.34953993558883667,-0.12646439671516418","0.46877413988113403,0.36163854598999023,-0.07184357941150665","0.41021791100502014,0.5753562450408936,-0.07093968242406845","0.3438962399959564,0.6704496741294861,-0.4281160235404968","0.5102564096450806,0.42743703722953796,-0.826494038105011","0.5579843521118164,1.1827560663223267,-0.01584412343800068","0.4201846718788147,1.1073269844055176,0.015375634655356407"
0.0,0.0,"0.49140089750289917,0.37880638241767883,-0.2723568081855774","0.5385561585426331,0.34983116388320923,-0.13147252798080444","0.4685394763946533,0.3629237711429596,-0.05827616527676582","0.41222983598709106,0.5758403539657593,-0.05482447147369385","0.35200291872024536,0.6694129705429077,-0.4181227684020996","0.5131837129592896,0.4472980797290802,-0.8648255467414856","0.5557743310928345,1.1849262714385986,-0.0263263788074255","0.42010682821273804,1.1042722463607788,0.025822341442108154"
0.0,0.0,"0.49206075072288513,0.377181738615036,-0.24495041370391846","0.5385587811470032,0.3498416244983673,-0.09059459716081619","0.46748828887939453,0.36467671394348145,-0.03534586355090141","0.4123912751674652,0.5741852521896362,-0.035953063517808914","0.36562901735305786,0.6662082076072693,-0.3839360177516937","0.5097827911376953,0.457265168428421,-0.7858899235725403","0.5550549626350403,1.1828064918518066,-0.028156718239188194","0.42082467675209045,1.0887479782104492,0.02770090661942959"
0.0,0.0,"0.4855763018131256,0.37615668773651123,-0.23464766144752502","0.5352189540863037,0.3501970171928406,-0.09722477197647095","0.4673534035682678,0.3651319146156311,-0.030566159635782242","0.412983238697052,0.5740467309951782,-0.02090282551944256","0.370439350605011,0.6563872694969177,-0.35738638043403625","0.5090206861495972,0.45957285165786743,-0.7555006742477417","0.5537780523300171,1.1801525354385376,-0.03341042250394821","0.42298150062561035,1.084250807762146,0.03298169746994972"
0.0,0.0,"0.4836302697658539,0.37573251128196716,-0.1766429990530014","0.5353096723556519,0.35017120838165283,-0.03709747642278671","0.46261563897132874,0.36409690976142883,0.05087808519601822","0.4122273027896881,0.5726778507232666,0.0466419942677021","0.37258249521255493,0.6563478708267212,-0.2981291115283966","0.50710529088974,0.4720596671104431,-0.7137376070022583","0.5515494346618652,1.1578738689422607,-0.03207700699567795","0.42275625467300415,1.0592041015625,0.031666092574596405"
0.0,0.0,"0.48562508821487427,0.37605658173561096,-0.32057085633277893","0.5386296510696411,0.3520314693450928,-0.14094984531402588","0.4614195227622986,0.3644745647907257,-0.10215195268392563","0.4122127890586853,0.5726184248924255,-0.0936894491314888","0.36946144700050354,0.6564409136772156,-0.49374276399612427","0.5059037804603577,0.4796292185783386,-0.9666288495063782","0.5514923334121704,1.1578400135040283,-0.01501262653619051","0.4227619171142578,1.0591200590133667,0.014616002328693867"
0.0,0.0,"0.4843803346157074,0.37544548511505127,-0.23207513988018036","0.5383920073509216,0.35195672512054443,-0.08672711998224258","0.46026453375816345,0.3642328083515167,0.0023544584400951862","0.4119311273097992,0.5734021663665771,-0.023613717406988144","0.3701370656490326,0.6536253690719604,-0.45385757088661194","0.505247950553894,0.4791640341281891,-0.8801148533821106","0.5514419674873352,1.163381814956665,-0.015231381170451641","0.4225052297115326,1.0592806339263916,0.014835814014077187"
0.0,0.0,"0.4808945655822754,0.3752589225769043,-0.1983436644077301","0.5383358597755432,0.3535218834877014,-0.08097990602254868","0.4591446816921234,0.36407992243766785,0.05769166350364685","0.41343197226524353,0.5723478198051453,0.09333453327417374","0.36874446272850037,0.6505070328712463,-0.21045942604541779","0.4943300187587738,0.4822961688041687,-0.6128534078598022","0.5453546047210693,1.161435842514038,-0.050296612083911896","0.4223983883857727,1.0493485927581787,0.04984688013792038"
0.0,0.0,"0.48298248648643494,0.3763190805912018,-0.2764135003089905","0.5383440256118774,0.3555968403816223,-0.10849054157733917","0.4580196440219879,0.3638625741004944,-0.03182999789714813","0.4134034514427185,0.5714688301086426,0.021645689383149147","0.36448541283607483,0.6610077619552612,-0.33010655641555786","0.47814545035362244,0.5073295831680298,-0.8025180101394653","0.5432158708572388,1.1381479501724243,-0.046776048839092255","0.421994686126709,1.0426241159439087,0.04641031101346016"
0.0,0.0,"0.4820212423801422,0.37615343928337097,-0.2662688195705414","0.53834068775177,0.3555169403553009,-0.09826505184173584","0.45772042870521545,0.3620784282684326,-0.026275847107172012","0.41241487860679626,0.5714637041091919,0.01937960647046566","0.35742703080177307,0.673464834690094,-0.3394407331943512","0.47720447182655334,0.5170704126358032,-0.7958354949951172","0.5434674620628357,1.1359503269195557,-0.039907604455947876","0.42203444242477417,1.041427493095398,0.03962100297212601"
0.0,0.0,"0.4821963906288147,0.37394556403160095,-0.21080973744392395","0.5381355881690979,0.3534637987613678,-0.07123495638370514","0.4563160836696625,0.35702404379844666,0.0018905552569776773","0.41131582856178284,0.5713819265365601,0.032737426459789276","0.3513277471065521,0.6852918267250061,-0.33687618374824524","0.47619348764419556,0.5300729870796204,-0.792617917060852","0.5437501072883606,1.1307930946350098,-0.037279173731803894","0.4220246374607086,1.0386792421340942,0.0369630828499794"
0.0,0.0,"0.4826269745826721,0.3737609088420868,-0.22509035468101501","0.5371888875961304,0.353513240814209,-0.07117334753274918","0.4544402062892914,0.3521783947944641,0.001250815112143755","0.4046950936317444,0.5715522170066833,0.02980993129312992","0.34762492775917053,0.6912540197372437,-0.3423759341239929","0.467083215713501,0.5434051156044006,-0.8120285868644714","0.5442014336585999,1.13211989402771,-0.03106727823615074","0.42104631662368774,1.0391095876693726,0.030756140127778053"
0.0,0.0,"0.482881635427475,0.36975428462028503,-0.21136584877967834","0.5363330245018005,0.3522549867630005,-0.06801332533359528","0.4537349343299866,0.34991148114204407,0.008319315500557423","0.40346628427505493,0.5700297355651855,0.03565075993537903","0.3418906331062317,0.6942372918128967,-0.3177092671394348","0.45931124687194824,0.5486798882484436,-0.8040561676025391","0.5443634390830994,1.1282126903533936,-0.028520148247480392","0.4206986427307129,1.0379525423049927,0.028243165463209152"
0.0,0.0,"0.48384881019592285,0.3696930706501007,-0.2124805450439453","0.5359986424446106,0.3528421223163605,-0.06860467791557312","0.453461229801178,0.3499658405780792,0.008139370009303093","0.4036799967288971,0.5705071687698364,0.04186398535966873","0.3324574828147888,0.6996586918830872,-0.29539984464645386","0.4547993242740631,0.5429571866989136,-0.764403760433197","0.5435516834259033,1.1293221712112427,-0.02931974269449711","0.4205511510372162,1.0384323596954346,0.029032746329903603"
0.0,0.0,"0.4843299984931946,0.3694661557674408,-0.16474846005439758","0.5353832840919495,0.3557560443878174,-0.015156574547290802","0.4534492492675781,0.35388100147247314,0.07197552174329758","0.4037451148033142,0.571793258190155,0.10645220428705215","0.3251227140426636,0.7130757570266724,-0.24131472408771515","0.4494659900665283,0.5307773351669312,-0.7147766351699829","0.5436835885047913,1.1301250457763672,-0.036197926849126816","0.4205302298069,1.0399690866470337,0.03589232638478279"
0.0,0.0,"0.48706182837486267,0.369345486164093,-0.13886189460754395","0.5348230600357056,0.3573535978794098,0.0230035912245512","0.45338886976242065,0.3544861674308777,0.08886042982339859","0.402715265750885,0.5719596147537231,0.11531089246273041","0.3221743702888489,0.7243095636367798,-0.23352667689323425","0.4433749318122864,0.5278396010398865,-0.6902197599411011","0.5448139309883118,1.1305934190750122,-0.035334013402462006","0.4209330081939697,1.0438231229782104,0.03505682572722435"
0.0,0.0,"0.4874104857444763,0.36514973640441895,-0.10088609158992767","0.5348338484764099,0.35730233788490295,0.04514138400554657","0.4524051249027252,0.35387417674064636,0.12050507217645645","0.40233689546585083,0.572070837020874,0.14894530177116394","0.32012850046157837,0.7242714762687683,-0.15469729900360107","0.44703030586242676,0.5178496241569519,-0.5286925435066223","0.5448662638664246,1.1351430416107178,-0.0395469069480896","0.42092666029930115,1.0479494333267212,0.039266981184482574"
0.0,0.0,"0.4888627529144287,0.365552693605423,-0.11295195668935776","0.5340638160705566,0.3581225574016571,0.008625317364931107","0.4530044496059418,0.35967448353767395,0.11386716365814209","0.4035095274448395,0.572073221206665,0.1179831400513649","0.321181982755661,0.7210281491279602,-0.1713152527809143","0.4493064880371094,0.5132362246513367,-0.71830153465271","0.5449385046958923,1.1375325918197632,-0.04020034894347191","0.4210220277309418,1.047958254814148,0.03991957753896713"
0.0,0.0,"0.4910557270050049,0.3764115571975708,-0.25332099199295044","0.5346959829330444,0.36176663637161255,-0.09412704408168793","0.4548215866088867,0.3723639249801636,-0.0227016843855381","0.4057571291923523,0.5713108777999878,0.022805679589509964","0.3218495547771454,0.7168949842453003,-0.3349224328994751","0.45431089401245117,0.5112779140472412,-0.8386362195014954","0.5473371744155884,1.1381268501281738,-0.040472012013196945","0.4237822890281677,1.04756760597229,0.040157414972782135"
0.0,0.0,"0.48493820428848267,0.37405985593795776,-0.23982635140419006","0.5333377122879028,0.3616594672203064,-0.07593861222267151","0.45406460762023926,0.3676014840602875,-0.004459596239030361","0.40540987253189087,0.570640504360199,0.05634712055325508","0.33427152037620544,0.71202152967453,-0.26251697540283203","0.45670175552368164,0.5111196041107178,-0.7249478101730347","0.546427845954895,1.1352709531784058,-0.04872696474194527","0.42371082305908203,1.045549988746643,0.04837731271982193"
0.0,0.0,"0.48101601004600525,0.37382155656814575,-0.24124832451343536","0.5329998731613159,0.3617122769355774,-0.08251522481441498","0.4536389410495758,0.3672243654727936,0.0018030306091532111","0.4055178761482239,0.5704897046089172,0.02873835898935795","0.34638315439224243,0.6869549751281738,-0.3309975564479828","0.4662001132965088,0.5025462508201599,-0.7848126292228699","0.5471880435943604,1.150333285331726,-0.04081778973340988","0.4233027994632721,1.0504918098449707,0.04045342653989792"
0.25,0.0,"0.6700364947319031,0.2669031322002411,-0.47122782468795776","0.7271708846092224,0.2539534568786621,-0.19700945913791656","0.6113369464874268,0.2603846788406372,-0.18059012293815613","0.5172978639602661,0.5596538782119751,-0.0645398199558258","0.34517621994018555,0.6614485383033752,-0.2611715793609619","0.14822307229042053,0.5116370916366577,-0.5798818469047546","0.7217887043952942,1.197205662727356,-0.007369677070528269","0.5371308922767639,1.1581778526306152,0.006740556564182043"
0.25,0.0,"0.684321403503418,0.24452659487724304,-0.4126969873905182","0.7453761100769043,0.2317219376564026,-0.14008930325508118","0.6267672181129456,0.2402188628911972,-0.11928282678127289","0.5388745069503784,0.5529731512069702,-0.017014166340231895","0.34514695405960083,0.6505114436149597,-0.13607220351696014","0.13614597916603088,0.5118157267570496,-0.4239939749240875","0.7488194704055786,1.2391071319580078,-0.007480339612811804","0.5623034238815308,1.2056686878204346,0.0068000010214746"
0.25,0.0,"0.6896439790725708,0.24043956398963928,-0.3450101912021637","0.7475168704986572,0.23114384710788727,-0.10719509422779083","0.6317563056945801,0.24370983242988586,-0.07603250443935394","0.5440533757209778,0.5521092414855957,0.021368585526943207","0.3485361933708191,0.6460540890693665,-0.08405669033527374","0.14758379757404327,0.5095080733299255,-0.3791358470916748","0.75602126121521,1.2702065706253052,-0.002433579880744219","0.5634225606918335,1.2381073236465454,0.0017674954142421484"
0.25,0.0,"0.6910462379455566,0.23384952545166016,-0.41003817319869995","0.7525501251220703,0.2321905493736267,-0.12008911371231079","0.6354660987854004,0.23789697885513306,-0.10075471550226212","0.5440270900726318,0.551254391670227,0.010386657901108265","0.3477535843849182,0.643406867980957,-0.13531474769115448","0.14901675283908844,0.5023645758628845,-0.48017993569374084","0.7525752782821655,1.2743256092071533,-0.0019545741379261017","0.5590919256210327,1.2371490001678467,0.001260476652532816"
0.25,0.0,"0.6892556548118591,0.22881543636322021,-0.57828688621521","0.749957799911499,0.2274097502231598,-0.30597805976867676","0.6365209817886353,0.23200637102127075,-0.29388782382011414","0.5496257543563843,0.5438588261604309,-0.16666541993618011","0.3521204888820648,0.6402240991592407,-0.2821059226989746","0.16066357493400574,0.49713125824928284,-0.4867122173309326","0.7595197558403015,1.277775764465332,-0.00022555534087587148","0.5671390295028687,1.2378915548324585,-0.0005042419070377946"
0.25,0.0,"0.6841250658035278,0.23243246972560883,-0.7030980587005615","0.7362768650054932,0.224093496799469,-0.43664711713790894","0.6292650103569031,0.23801960051059723,-0.42160287499427795","0.5555297136306763,0.5428391098976135,-0.2566809058189392","0.35921621322631836,0.6224313378334045,-0.3689034879207611","0.16271013021469116,0.48882612586021423,-0.6502982974052429","0.777527928352356,1.2850950956344604,-0.0009304201230406761","0.5928791761398315,1.251482367515564,0.0003367732570040971"
0.25,0.0,"0.6766313314437866,0.24362415075302124,-0.6412253975868225","0.7298235297203064,0.23378227651119232,-0.3843644857406616","0.6244325637817383,0.2458212971687317,-0.370323121547699","0.5608482360839844,0.543045163154602,-0.23467271029949188","0.36594444513320923,0.5954083204269409,-0.34574443101882935","0.16167625784873962,0.46921229362487793,-0.636049211025238","0.7756432294845581,1.293447494506836,0.00437492411583662","0.5961543917655945,1.2637383937835693,-0.005010438617318869"
0.25,0.0,"0.6759307384490967,0.2650068998336792,-0.6300431489944458","0.7280330657958984,0.244098961353302,-0.3572300970554352","0.6279999613761902,0.2610898017883301,-0.33403024077415466","0.5648466348648071,0.5451217889785767,-0.18557237088680267","0.3815327286720276,0.5838101506233215,-0.3266540467739105","0.17801867425441742,0.4654181897640228,-0.5487114191055298","0.760984480381012,1.3055025339126587,0.0026973618660122156","0.5859558582305908,1.2749040126800537,-0.0033163628540933132"
0.25,0.0,"0.6802184581756592,0.31030935049057007,-0.5579648613929749","0.7269058227539062,0.2846914827823639,-0.27031052112579346","0.6307030916213989,0.3014991879463196,-0.27366942167282104","0.5708536505699158,0.570097029209137,-0.16364894807338715","0.39675039052963257,0.5707932710647583,-0.3600948452949524","0.18178969621658325,0.4544202983379364,-0.6839346289634705","0.7662385702133179,1.3132171630859375,0.02840808406472206","0.5951177477836609,1.2893487215042114,-0.029016289860010147"
0.25,0.0,"0.6861095428466797,0.340242862701416,-0.5361709594726562","0.7273229360580444,0.31463444232940674,-0.19844309985637665","0.6348443627357483,0.33314287662506104,-0.23847123980522156","0.5711755156517029,0.579536497592926,-0.11495188623666763","0.41404739022254944,0.5716091990470886,-0.34415337443351746","0.19530154764652252,0.4480329155921936,-0.6917596459388733","0.7580143213272095,1.304368257522583,0.02267805114388466","0.593089759349823,1.2842857837677002,-0.02329893968999386"
0.25,0.0,"0.689993679523468,0.3496363162994385,-0.5223230123519897","0.7282315492630005,0.3305343985557556,-0.1652742475271225","0.6374732255935669,0.34477290511131287,-0.20810969173908234","0.5709149241447449,0.5835495591163635,-0.10273798555135727","0.41191020607948303,0.5635268688201904,-0.3232707977294922","0.19683782756328583,0.439359188079834,-0.6721634864807129","0.7538721561431885,1.3049821853637695,0.02683481201529503","0.587860107421875,1.2891377210617065,-0.027541542425751686"
0.25,0.0,"0.6911991834640503,0.35434654355049133,-0.4874700903892517","0.7298527359962463,0.3390733003616333,-0.1564839780330658","0.638508141040802,0.3498474657535553,-0.1943816840648651","0.5725029110908508,0.5906065106391907,-0.10302647203207016","0.41949397325515747,0.5644013285636902,-0.3228841722011566","0.19892244040966034,0.43369701504707336,-0.7112582921981812","0.7573292255401611,1.3064063787460327,0.02747383713722229","0.5912964940071106,1.2931300401687622,-0.02817750908434391"
0.25,0.0,"0.6918216943740845,0.35522323846817017,-0.42456817626953125","0.7316240072250366,0.34261786937713623,-0.09962732344865799","0.6396257281303406,0.3538074791431427,-0.13787142932415009","0.5752043724060059,0.5959187150001526,-0.07740329205989838","0.4247547686100006,0.5662421584129333,-0.32852861285209656","0.21474973857402802,0.4356198310852051,-0.7646577954292297","0.7627819776535034,1.3102351427078247,0.03646028786897659","0.5966693162918091,1.2976161241531372,-0.037121985107660294"
0.25,0.0,"0.6910691261291504,0.3574921786785126,-0.4385340213775635","0.7315279245376587,0.3448862135410309,-0.12692241370677948","0.6392055749893188,0.3544400632381439,-0.13934162259101868","0.5742167830467224,0.5946372747421265,-0.026788923889398575","0.42650890350341797,0.5701842904090881,-0.08264734596014023","0.2199113667011261,0.43808454275131226,-0.31753820180892944","0.7593841552734375,1.3142890930175781,0.021383434534072876","0.59417724609375,1.3000164031982422,-0.02224547788500786"
0.25,0.0,"0.6909714937210083,0.359110563993454,-0.44191741943359375","0.7313519716262817,0.34573203325271606,-0.14091485738754272","0.6390692591667175,0.355697363615036,-0.14001917839050293","0.574732780456543,0.5953347086906433,-0.011384416371583939","0.4218295216560364,0.5726888179779053,-0.11597703397274017","0.21983270347118378,0.4440350830554962,-0.4475800395011902","0.7589974403381348,1.3189505338668823,-0.0019499652553349733","0.5927901268005371,1.3047701120376587,0.0010382665786892176"
0.25,0.0,"0.6897417306900024,0.35655784606933594,-0.4815555214881897","0.7303179502487183,0.3430028557777405,-0.1732982099056244","0.6380400061607361,0.35331329703330994,-0.16398894786834717","0.5745044350624084,0.5943866968154907,-0.03212198242545128","0.41860899329185486,0.5784068703651428,-0.14181216061115265","0.2166348695755005,0.4676158130168915,-0.4767433702945709","0.7590798139572144,1.3207088708877563,-0.009227263741195202","0.594202995300293,1.3061480522155762,0.008348568342626095"
0.25,0.0,"0.6882925629615784,0.3552458882331848,-0.4979493021965027","0.7295351028442383,0.34175392985343933,-0.1915772259235382","0.6378738284111023,0.35184746980667114,-0.175107941031456","0.5742979645729065,0.5941576361656189,-0.04136112332344055","0.41685765981674194,0.5891122817993164,-0.16262143850326538","0.2036878764629364,0.4900956451892853,-0.5144347548484802","0.7608433961868286,1.3195888996124268,-0.015402726829051971","0.5951918363571167,1.304857850074768,0.014509709551930428"
0.25,0.0,"0.6875135898590088,0.3546812832355499,-0.49686580896377563","0.7290427684783936,0.34092918038368225,-0.1911478340625763","0.6374512314796448,0.3509684205055237,-0.17544689774513245","0.5742561221122742,0.5952222347259521,-0.040886349976062775","0.41558170318603516,0.5930377244949341,-0.1399429440498352","0.19920042157173157,0.5008214116096497,-0.4750041961669922","0.7628369331359863,1.3190573453903198,-0.015291282907128334","0.5975784659385681,1.3045564889907837,0.014425940811634064"
0.25,0.0,"0.6869386434555054,0.35461685061454773,-0.49847865104675293","0.7286584377288818,0.34101834893226624,-0.1998845785856247","0.6369781494140625,0.3503444492816925,-0.18411877751350403","0.5734363198280334,0.5948065519332886,-0.04293036460876465","0.41481661796569824,0.5929690599441528,-0.1602555811405182","0.1972358077764511,0.497830867767334,-0.47989755868911743","0.764506459236145,1.3241244554519653,-0.013914817944169044","0.5979790091514587,1.3103257417678833,0.013083298690617085"
0.25,0.0,"0.683080792427063,0.35528743267059326,-0.494083970785141","0.7283772230148315,0.34036514163017273,-0.19783516228199005","0.6365000009536743,0.3514053225517273,-0.1576468050479889","0.5729964971542358,0.5946858525276184,0.01561670284718275","0.41507086157798767,0.5923464894294739,-0.022746888920664787","0.20013263821601868,0.4926389157772064,-0.3180672228336334","0.7635416984558105,1.3300062417984009,-0.030974924564361572","0.597312867641449,1.3132680654525757,0.030167708173394203"
0.25,0.0,"0.6757982969284058,0.35797569155693054,-0.4925486445426941","0.727880597114563,0.34024930000305176,-0.20452813804149628","0.6350314617156982,0.35365813970565796,-0.14839008450508118","0.5727490782737732,0.5944932103157043,0.04484158009290695","0.41424673795700073,0.5912194848060608,0.08248123526573181","0.20161405205726624,0.4888250231742859,-0.13721050322055817","0.7632467150688171,1.332716941833496,-0.0480579249560833","0.5971740484237671,1.3137226104736328,0.047209374606609344"
0.25,0.0,"0.6747300028800964,0.35746002197265625,-0.5301140546798706","0.7277073264122009,0.3399072289466858,-0.2347782552242279","0.6348196864128113,0.35405585169792175,-0.16938653588294983","0.5723856091499329,0.5960544943809509,0.016011284664273262","0.41489142179489136,0.5958663821220398,-0.031246934086084366","0.19450703263282776,0.5110086798667908,-0.2834739089012146","0.7640024423599243,1.3407984972000122,-0.04218891263008118","0.5973454713821411,1.3229315280914307,0.04138008505105972"
0.25,0.0,"0.6747753620147705,0.3574807941913605,-0.549453854560852","0.7275545597076416,0.33985435962677,-0.23950931429862976","0.6345652937889099,0.3538709282875061,-0.2054503709077835","0.572342574596405,0.5999842882156372,-0.049704037606716156","0.41460490226745605,0.6058787107467651,-0.15760941803455353","0.19115108251571655,0.5552358031272888,-0.556648850440979","0.770384669303894,1.3393629789352417,-0.02832130156457424","0.6016643643379211,1.3214144706726074,0.027492213994264603"
0.25,0.0,"0.6748722791671753,0.3584955930709839,-0.5230571031570435","0.7273832559585571,0.3404325246810913,-0.2061893492937088","0.6343644261360168,0.35395726561546326,-0.19862152636051178","0.5721497535705566,0.6008885502815247,-0.045149173587560654","0.4165368974208832,0.610357940196991,-0.10101530700922012","0.195341557264328,0.5465541481971741,-0.41648077964782715","0.77068030834198,1.3370493650436401,-0.025465210899710655","0.6035378575325012,1.3200335502624512,0.02462998777627945"
