az,el,[0],[7],[8],[12],[14],[16],[23],[24]
0.5,0.0,"0.7403114438056946,0.344257652759552,-0.46168264746665955","0.773435115814209,0.33488354086875916,-0.14000627398490906","0.6779376864433289,0.3424861431121826,-0.1772652119398117","0.6018781065940857,0.5940410494804382,-0.0653545930981636","0.413193941116333,0.5865982174873352,-0.1845104843378067","0.21825461089611053,0.5731880068778992,-0.4663841724395752","0.8260936737060547,1.3427257537841797,0.01770002581179142","0.6471592783927917,1.3347914218902588,-0.018558993935585022"
0.5,0.0,"0.7402801513671875,0.34359049797058105,-0.45828956365585327","0.7733896970748901,0.3348616361618042,-0.14441952109336853","0.6779187917709351,0.3424384891986847,-0.18284520506858826","0.6014490127563477,0.5940558314323425,-0.07045038044452667","0.4132474958896637,0.5884552597999573,-0.18581797182559967","0.2180955410003662,0.5737423896789551,-0.4354954659938812","0.8238279223442078,1.3474429845809937,0.022337350994348526","0.6435965299606323,1.3369663953781128,-0.02321389876306057"
0.5,0.0,"0.739267110824585,0.34352239966392517,-0.4634617865085602","0.7728505730628967,0.3348546326160431,-0.15093715488910675","0.677610456943512,0.3423866033554077,-0.18583984673023224","0.6014466881752014,0.5940713286399841,-0.07188306748867035","0.41318607330322266,0.5884919762611389,-0.13495296239852905","0.21717099845409393,0.5717057585716248,-0.35776370763778687","0.8238538503646851,1.3476662635803223,0.01914033852517605","0.6448313593864441,1.3370006084442139,-0.019997913390398026"
0.5,0.0,"0.7383266687393188,0.34350427985191345,-0.5182753801345825","0.772614598274231,0.335069477558136,-0.21852464973926544","0.6773251295089722,0.3423745632171631,-0.23863787949085236","0.6013655662536621,0.5941212773323059,-0.10076592117547989","0.41278523206710815,0.5862115621566772,-0.13023404777050018","0.21671274304389954,0.5608871579170227,-0.31513455510139465","0.8237832188606262,1.3498594760894775,0.013995860703289509","0.6456063985824585,1.3388363122940063,-0.014800531789660454"
0.5,0.0,"0.73805171251297,0.343792587518692,-0.5601707696914673","0.7724916934967041,0.33529239892959595,-0.25753161311149597","0.6772088408470154,0.34247887134552,-0.27820873260498047","0.6017005443572998,0.5943032503128052,-0.13083600997924805","0.4138028621673584,0.5821912884712219,-0.13847461342811584","0.21894240379333496,0.5481765270233154,-0.3338504433631897","0.8232175707817078,1.3496843576431274,0.009188927710056305","0.6460018754005432,1.338039517402649,-0.009948382154107094"
0.5,0.0,"0.7378535866737366,0.34377795457839966,-0.5523081421852112","0.7723874449729919,0.33560702204704285,-0.2497461587190628","0.6770551800727844,0.3427153527736664,-0.2761431336402893","0.6017804145812988,0.5946164727210999,-0.14197151362895966","0.4141543507575989,0.5799226760864258,-0.1682480424642563","0.21873632073402405,0.5441320538520813,-0.3386131227016449","0.82317715883255,1.3491157293319702,0.009310556575655937","0.6473990678787231,1.3378885984420776,-0.010065712966024876"
0.5,0.0,"0.7381780743598938,0.3438798189163208,-0.4892090857028961","0.7723855376243591,0.33573877811431885,-0.21363410353660583","0.6770683526992798,0.34289732575416565,-0.26300206780433655","0.6018083691596985,0.5946045517921448,-0.13393722474575043","0.4138611853122711,0.5800104141235352,-0.16671913862228394","0.21799206733703613,0.5454087853431702,-0.3312952518463135","0.8233835101127625,1.348768949508667,0.012709124013781548","0.6498038172721863,1.3378634452819824,-0.013443639501929283"
0.5,0.0,"0.7396382689476013,0.34382665157318115,-0.44972649216651917","0.7724832892417908,0.3357144892215729,-0.16847676038742065","0.6772927045822144,0.34275728464126587,-0.21358981728553772","0.6018074154853821,0.5945782661437988,-0.10235700756311417","0.41402801871299744,0.5816702246665955,-0.13279472291469574","0.22154851257801056,0.5532224178314209,-0.30231398344039917","0.8233609199523926,1.3469738960266113,0.012815574184060097","0.6498333215713501,1.335608959197998,-0.013554306700825691"
0.5,0.0,"0.7399987578392029,0.34371161460876465,-0.44903796911239624","0.7726078629493713,0.3356069326400757,-0.15865030884742737","0.6775175333023071,0.3426361680030823,-0.1933983862400055","0.6021403670310974,0.5946485996246338,-0.06913156807422638","0.4140329957008362,0.586920976638794,-0.08751440048217773","0.22151370346546173,0.5689553022384644,-0.25638580322265625","0.8190253973007202,1.3466695547103882,0.009217040613293648","0.6472398042678833,1.3338820934295654,-0.009996946901082993"
0.5,0.0,"0.7399824857711792,0.3435558080673218,-0.45759421586990356","0.7725911736488342,0.33542490005493164,-0.16225215792655945","0.6775542497634888,0.3424060642719269,-0.19556795060634613","0.6020743250846863,0.5948311686515808,-0.07281096279621124","0.4144923686981201,0.5909194350242615,-0.10562324523925781","0.21706192195415497,0.5868594646453857,-0.28802672028541565","0.8183276057243347,1.3468080759048462,0.009355081245303154","0.6467399597167969,1.3340208530426025,-0.010135861113667488"
0.5,0.0,"0.7396205067634583,0.3435417413711548,-0.4628748297691345","0.7724081873893738,0.3354187309741974,-0.16578811407089233","0.6775264143943787,0.3422792851924896,-0.19835469126701355","0.6014271974563599,0.5949441194534302,-0.07615801692008972","0.4148806035518646,0.5924445986747742,-0.1138564795255661","0.21664467453956604,0.5965279936790466,-0.32281556725502014","0.818376898765564,1.3455532789230347,0.009452029131352901","0.6466645002365112,1.333450436592102,-0.01023261621594429"
0.5,0.0,"0.7394538521766663,0.34357577562332153,-0.49884843826293945","0.7723766565322876,0.3354133069515228,-0.19153617322444916","0.6774869561195374,0.34225890040397644,-0.2205052673816681","0.6014270782470703,0.5950620174407959,-0.08761384338140488","0.4143943190574646,0.5924636721611023,-0.11492087692022324","0.21724407374858856,0.5937463045120239,-0.3265751600265503","0.8162673115730286,1.345582127571106,0.009151827543973923","0.6442569494247437,1.3331350088119507,-0.009939420036971569"
0.5,0.0,"0.7392503619194031,0.3439122140407562,-0.5321322679519653","0.7721637487411499,0.3354930579662323,-0.21819329261779785","0.6774125099182129,0.3422888517379761,-0.24976930022239685","0.601333498954773,0.5950758457183838,-0.10738755762577057","0.41327476501464844,0.5919703841209412,-0.1359512358903885","0.21554851531982422,0.5893917679786682,-0.3567560315132141","0.8164211511611938,1.345658779144287,0.00804075039923191","0.6452003121376038,1.3337037563323975,-0.008808466605842113"
0.5,0.0,"0.7391401529312134,0.3439645767211914,-0.5564121603965759","0.7720538973808289,0.33552175760269165,-0.23316924273967743","0.6773064136505127,0.3424588441848755,-0.27223995327949524","0.6013675928115845,0.5950968861579895,-0.13626237213611603","0.4134822487831116,0.5882444977760315,-0.18660959601402283","0.2145838737487793,0.5731245875358582,-0.4124566614627838","0.8197968602180481,1.3453940153121948,0.008902182802557945","0.6481366157531738,1.334022045135498,-0.009653177112340927"
0.5,0.0,"0.7391800284385681,0.34396079182624817,-0.5286586284637451","0.7719773054122925,0.3354627192020416,-0.19676634669303894","0.6773046255111694,0.34243321418762207,-0.230675607919693","0.6025745272636414,0.5947954654693604,-0.09538479894399643","0.41489672660827637,0.585978627204895,-0.16029565036296844","0.21690866351127625,0.5518977642059326,-0.39803117513656616","0.8265979886054993,1.3397246599197388,0.008950125426054","0.6538736820220947,1.3314857482910156,-0.009702637791633606"
0.5,0.0,"0.7397497892379761,0.34344732761383057,-0.49186357855796814","0.7719713449478149,0.3351593017578125,-0.17788825929164886","0.6774784922599792,0.34218138456344604,-0.21395857632160187","0.6039052605628967,0.5937710404396057,-0.08898434787988663","0.4173070788383484,0.5837007761001587,-0.15952467918395996","0.22106318175792694,0.5413174033164978,-0.40015068650245667","0.8300970792770386,1.3316593170166016,0.01000211201608181","0.6578431725502014,1.3255746364593506,-0.010767723433673382"
0.5,0.0,"0.7401039004325867,0.3421701490879059,-0.49149125814437866","0.7720325589179993,0.3348425328731537,-0.17950817942619324","0.6776200532913208,0.34201231598854065,-0.21533627808094025","0.6056344509124756,0.5939841270446777,-0.09687630832195282","0.41782012581825256,0.5824152827262878,-0.18890520930290222","0.22169697284698486,0.5409027338027954,-0.4322802424430847","0.8304612040519714,1.3338052034378052,0.01442752592265606","0.6576167345046997,1.3272091150283813,-0.015230630524456501"
0.5,0.0,"0.7407341599464417,0.3413107395172119,-0.5214901566505432","0.7720338702201843,0.3348340690135956,-0.20225703716278076","0.6777888536453247,0.34200096130371094,-0.23970122635364532","0.6056078672409058,0.5939953923225403,-0.11811289936304092","0.41399869322776794,0.5829036235809326,-0.20118093490600586","0.21323589980602264,0.5450835227966309,-0.4401715397834778","0.8314403295516968,1.336904525756836,0.01481753308326006","0.6573836803436279,1.3314908742904663,-0.015646126121282578"
0.5,0.0,"0.7407534122467041,0.34045037627220154,-0.5044475793838501","0.7719420194625854,0.3347710072994232,-0.19933637976646423","0.6777928471565247,0.34198352694511414,-0.23766377568244934","0.6053043007850647,0.59334796667099,-0.11936835199594498","0.4135977327823639,0.5862393379211426,-0.1949898898601532","0.21270747482776642,0.5535306334495544,-0.43575596809387207","0.8302677869796753,1.3388714790344238,0.016735630109906197","0.6553109288215637,1.3324335813522339,-0.01757120154798031"
0.5,0.0,"0.7409599423408508,0.3402499854564667,-0.40659546852111816","0.7718873023986816,0.3347592353820801,-0.11493296921253204","0.6778320074081421,0.3419698476791382,-0.15373530983924866","0.6050134897232056,0.5933545231819153,-0.06732665002346039","0.41482481360435486,0.5966172814369202,-0.16016387939453125","0.2164955884218216,0.5706921219825745,-0.388924241065979","0.8282235860824585,1.3391298055648804,0.017367642372846603","0.6534363627433777,1.3325867652893066,-0.018207959830760956"
0.5,0.0,"0.7409824132919312,0.34037402272224426,-0.41109856963157654","0.7718778252601624,0.3347586691379547,-0.10496660321950912","0.6778395771980286,0.3421218991279602,-0.14951862394809723","0.6047574281692505,0.5942333340644836,-0.052329301834106445","0.41798606514930725,0.6037729382514954,-0.13105323910713196","0.2179766446352005,0.5951305627822876,-0.3555012345314026","0.8280857801437378,1.3392016887664795,0.01733941212296486","0.6530923843383789,1.3326096534729004,-0.018180055543780327"
0.5,0.0,"0.740975022315979,0.34006428718566895,-0.43511733412742615","0.7713412642478943,0.33446669578552246,-0.10771989822387695","0.6777188181877136,0.3420340418815613,-0.1739174723625183","0.6044016480445862,0.5946412086486816,-0.07685911655426025","0.4182876944541931,0.6040262579917908,-0.15578225255012512","0.21795275807380676,0.5960659980773926,-0.39128389954566956","0.8279892206192017,1.339077353477478,0.018951769918203354","0.6524350643157959,1.332265019416809,-0.01978709176182747"
0.5,0.0,"0.7386273145675659,0.34013333916664124,-0.46664080023765564","0.7699430584907532,0.3344806432723999,-0.16649577021598816","0.6766659021377563,0.34199264645576477,-0.20499059557914734","0.6023731827735901,0.5940811634063721,-0.08830983191728592","0.4123190939426422,0.6038114428520203,-0.1531360000371933","0.20969048142433167,0.5951071977615356,-0.36581262946128845","0.8279446363449097,1.3384912014007568,0.014414447359740734","0.6521190404891968,1.3319628238677979,-0.015268512070178986"
0.5,0.0,"0.7378677129745483,0.33994194865226746,-0.46542128920555115","0.7690533399581909,0.3343448340892792,-0.16568590700626373","0.676099419593811,0.3419821858406067,-0.2050843983888626","0.6024946570396423,0.5938301086425781,-0.09369019418954849","0.41242966055870056,0.6003799438476562,-0.18105044960975647","0.20995502173900604,0.5787653923034668,-0.4115749001502991","0.828721821308136,1.3381356000900269,0.016698544844985008","0.6530783176422119,1.3318867683410645,-0.017529843375086784"
0.5,0.0,"0.7377380132675171,0.3401362895965576,-0.4659804701805115","0.7685279846191406,0.3341062366962433,-0.15680094063282013","0.6759122610092163,0.3419724702835083,-0.1942773163318634","0.6033162474632263,0.5920276641845703,-0.08004815876483917","0.4208206236362457,0.5975362658500671,-0.19006147980690002","0.21487338840961456,0.5530061721801758,-0.48841580748558044","0.8307576179504395,1.3352630138397217,0.01698877476155758","0.653912365436554,1.331021785736084,-0.017824241891503334"
0.5,0.0,"0.7378110885620117,0.3401719629764557,-0.4421114921569824","0.7685620188713074,0.33407285809516907,-0.12191151082515717","0.6759063005447388,0.34206974506378174,-0.1499490886926651","0.6048879623413086,0.5914232730865479,-0.030237028375267982","0.42091408371925354,0.5931194424629211,-0.15181799232959747","0.22081270813941956,0.5393539071083069,-0.4563852846622467","0.8323143124580383,1.3356565237045288,0.010060973465442657","0.6555061936378479,1.3320666551589966,-0.010920198634266853"
0.5,0.0,"0.738113522529602,0.33959832787513733,-0.41607969999313354","0.7685419917106628,0.33379653096199036,-0.09810446947813034","0.6759873628616333,0.3421970009803772,-0.1337554156780243","0.6058610677719116,0.5914238095283508,-0.0314718596637249","0.4212457239627838,0.5908212661743164,-0.15210017561912537","0.22122244536876678,0.5353063941001892,-0.45132365822792053","0.8332121968269348,1.339553952217102,0.01114733051508665","0.6561257839202881,1.3367407321929932,-0.012025070376694202"
0.5,0.0,"0.7385908365249634,0.3392234742641449,-0.42301544547080994","0.7690842151641846,0.33376047015190125,-0.1106625646352768","0.6760060787200928,0.3421088457107544,-0.1458396464586258","0.6055701375007629,0.5912197828292847,-0.037437066435813904","0.41871875524520874,0.5906937718391418,-0.21529731154441833","0.22172796726226807,0.5376095771789551,-0.5395603179931641","0.8335734605789185,1.3422468900680542,0.013803407549858093","0.6557544469833374,1.339404821395874,-0.014677682891488075"
0.5,0.0,"0.7403232455253601,0.33834215998649597,-0.43057283759117126","0.7696382999420166,0.3336838483810425,-0.12942615151405334","0.6765059232711792,0.3417811095714569,-0.16124293208122253","0.6050676107406616,0.5909200310707092,-0.06642381101846695","0.4118642210960388,0.5935217142105103,-0.20323629677295685","0.21659031510353088,0.5512734055519104,-0.4151822030544281","0.8317490816116333,1.3455486297607422,0.01370647270232439","0.6547945737838745,1.3414490222930908,-0.01458079181611538"
0.5,0.0,"0.7406156063079834,0.3383346199989319,-0.43257394433021545","0.7697492241859436,0.3336564898490906,-0.12969031929969788","0.6767114400863647,0.3417016267776489,-0.1649831086397171","0.6050302386283875,0.5913581252098083,-0.06923437863588333","0.4119863510131836,0.5999787449836731,-0.2182862013578415","0.2167181521654129,0.5717712640762329,-0.5225168466567993","0.8317754864692688,1.3439421653747559,0.017244966700673103","0.6543689966201782,1.3408045768737793,-0.01814952865242958"
0.5,0.0,"0.7409354448318481,0.3383471667766571,-0.44394364953041077","0.7700601816177368,0.33364319801330566,-0.13067546486854553","0.6767867803573608,0.3416796028614044,-0.16744036972522736","0.6049895286560059,0.5927146077156067,-0.07441603392362595","0.412099689245224,0.6020398736000061,-0.2104770392179489","0.216734379529953,0.5883817672729492,-0.5004010796546936","0.8314553499221802,1.3448987007141113,0.019190257415175438","0.6528999209403992,1.3421789407730103,-0.020112456753849983"
