az,el,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
-0.5,0.0,"0.4656638503074646,0.6407490968704224,-0.09947361797094345","0.47274261713027954,0.6187393069267273,-0.08301006257534027","0.4777219295501709,0.6179488897323608,-0.08310241997241974","0.4816616177558899,0.6174948215484619,-0.08308447897434235","0.45867830514907837,0.6194109320640564,-0.08666647970676422","0.4547297954559326,0.6187925338745117,-0.0868377536535263","0.45117706060409546,0.6177387237548828,-0.08696524798870087","0.48718708753585815,0.6189356446266174,0.0077996342442929745","0.4443267285823822,0.6186363101005554,-0.00852238480001688","0.4761045575141907,0.6561996340751648,-0.06384415924549103","0.45683082938194275,0.65678870677948,-0.06952036172151566","0.5008583068847656,0.6718893647193909,0.05496760457754135","0.42338863015174866,0.6666315793991089,-0.013595533557236195","0.5219226479530334,0.7606163024902344,-0.0172903873026371","0.4330917298793793,0.7407232522964478,-0.12927480041980743","0.5285028219223022,0.7451499700546265,-0.12578453123569489","0.5275571942329407,0.7120708227157593,-0.23082832992076874","0.5304674506187439,0.7477416396141052,-0.14719055593013763","0.5527454614639282,0.7087626457214355,-0.263753205537796","0.5301787853240967,0.7286909222602844,-0.1512698382139206","0.5560044646263123,0.6985588073730469,-0.24497553706169128","0.5274527668952942,0.72962886095047,-0.13012608885765076","0.5475756525993347,0.7034292221069336,-0.22577282786369324","0.49323850870132446,0.85286545753479,0.013248138129711151","0.44617801904678345,0.8581101894378662,-0.013513615354895592","0.5220152139663696,0.7335177659988403,-0.1628783941268921","0.4610416889190674,0.7305929660797119,-0.0798226073384285","0.5158913135528564,0.9519513249397278,-0.21660879254341125","0.5046907663345337,0.8897265195846558,-0.04163464531302452","0.5124260187149048,0.9791379570960999,-0.2235071212053299","0.5088638663291931,0.9177256226539612,-0.0368167869746685","0.5079876184463501,0.9898110032081604,-0.29961898922920227","0.5276910066604614,0.9301071166992188,-0.08442921191453934"
-0.5,0.0,"0.4656386971473694,0.6408659219741821,-0.09929130971431732","0.4728570878505707,0.6189107894897461,-0.08223094791173935","0.477811723947525,0.6180196404457092,-0.0823356956243515","0.4817989468574524,0.6175065636634827,-0.08231969177722931","0.45876169204711914,0.6196659207344055,-0.08556635677814484","0.45479661226272583,0.6188869476318359,-0.08575060963630676","0.4511960446834564,0.6177412867546082,-0.08587820827960968","0.4873782992362976,0.6189051866531372,0.01166923251003027","0.44434595108032227,0.6181508302688599,-0.002449816558510065","0.4761027693748474,0.6564649939537048,-0.06296790391206741","0.45684486627578735,0.6567922234535217,-0.06825300306081772","0.5012761354446411,0.6723635792732239,0.054033033549785614","0.423400342464447,0.6666982769966125,-0.0043748412281274796","0.5017268657684326,0.7679914832115173,-0.020476579666137695","0.4342575669288635,0.7407183051109314,-0.1301211416721344","0.4687526822090149,0.7538970112800598,-0.10731659084558487","0.5287145972251892,0.7126107215881348,-0.2332979142665863","0.4594598412513733,0.7606045007705688,-0.1265866607427597","0.5530332326889038,0.7094928026199341,-0.26677536964416504","0.460679829120636,0.7410694360733032,-0.12251292169094086","0.5561004281044006,0.6987028121948242,-0.2452024668455124","0.4623221457004547,0.741060197353363,-0.10709657520055771","0.5475862622261047,0.7035192847251892,-0.226922869682312","0.49323225021362305,0.8626958131790161,0.012569883838295937","0.4456885755062103,0.8602625727653503,-0.01285987813025713","0.5232028961181641,0.7406079769134521,-0.1867912858724594","0.46111178398132324,0.7377265691757202,-0.08216123282909393","0.515891969203949,0.9544895887374878,-0.21887215971946716","0.4653513431549072,0.9053110480308533,-0.03410946950316429","0.5107240676879883,0.9760446548461914,-0.22406558692455292","0.46604371070861816,0.9372667074203491,-0.02807607129216194","0.5079775452613831,0.998259425163269,-0.29308849573135376","0.4698007106781006,0.9534677267074585,-0.06870149075984955"
-0.5,0.0,"0.4656803607940674,0.6412241458892822,-0.1432022750377655","0.4730209708213806,0.6195231676101685,-0.12756973505020142","0.47800081968307495,0.6184730529785156,-0.12770602107048035","0.4820711016654968,0.6177733540534973,-0.1276855766773224","0.4587779641151428,0.6208810806274414,-0.13001134991645813","0.4548405110836029,0.620112419128418,-0.1302066594362259","0.4512111246585846,0.6190221309661865,-0.13035008311271667","0.4881351590156555,0.6191492080688477,-0.035059183835983276","0.4443666934967041,0.6187896728515625,-0.044663138687610626","0.4763278067111969,0.6570025682449341,-0.10619403421878815","0.45720213651657104,0.6571808457374573,-0.11009752750396729","0.5025731921195984,0.6742265224456787,0.010313339531421661","0.42418113350868225,0.6667917966842651,-0.03097950853407383","0.5017157793045044,0.7833265662193298,-0.06038980931043625","0.434490829706192,0.7421070337295532,-0.14874526858329773","0.45567354559898376,0.7667775750160217,-0.13959279656410217","0.5298151969909668,0.7141150832176208,-0.24171972274780273","0.44181424379348755,0.7741986513137817,-0.15934893488883972","0.5532484650611877,0.711030125617981,-0.2738485038280487","0.44305986166000366,0.751896858215332,-0.1510934680700302","0.5561848878860474,0.6999732255935669,-0.2499401867389679","0.4461579918861389,0.7519194483757019,-0.13679656386375427","0.54758620262146,0.7052858471870422,-0.23382031917572021","0.49375444650650024,0.8662027716636658,0.007257275283336639","0.4456877112388611,0.8604472875595093,-0.007589107844978571","0.5242321491241455,0.7435071468353271,-0.20288288593292236","0.4565514922142029,0.7368072271347046,-0.0203841682523489","0.5147892236709595,0.955216109752655,-0.2371264398097992","0.4394260048866272,0.8780292272567749,0.06663225591182709","0.5096939206123352,0.9782825112342834,-0.24134831130504608","0.44112032651901245,0.8930796980857849,0.0765249952673912","0.5081881284713745,0.9974166750907898,-0.30179429054260254","0.4292055666446686,0.9033253192901611,0.05429413169622421"
-0.5,0.0,"0.4656800627708435,0.6412363052368164,-0.27237263321876526","0.47304481267929077,0.620063841342926,-0.25692009925842285","0.4780513644218445,0.6189377307891846,-0.25707510113716125","0.48224982619285583,0.6180242896080017,-0.2570500671863556","0.45875677466392517,0.6214798092842102,-0.2583812177181244","0.4548390507698059,0.620740532875061,-0.2586030066013336","0.45118460059165955,0.6197366714477539,-0.25877413153648376","0.4888620972633362,0.6195176839828491,-0.15649402141571045","0.44443708658218384,0.6199148297309875,-0.1619245558977127","0.47659555077552795,0.6572737693786621,-0.23158398270606995","0.45720988512039185,0.6574071049690247,-0.23415131866931915","0.5045719742774963,0.6770821809768677,-0.0884808599948883","0.42466068267822266,0.6668090224266052,-0.13422080874443054","0.5060688257217407,0.8384596109390259,-0.10811245441436768","0.4344770014286041,0.7447304725646973,-0.24346022307872772","0.4937192499637604,0.9692736864089966,-0.16682860255241394","0.5299577713012695,0.714912474155426,-0.3267982602119446","0.49595826864242554,1.0196828842163086,-0.18700164556503296","0.5532559156417847,0.7121387124061584,-0.3616662621498108","0.4733371138572693,1.0001695156097412,-0.1995479017496109","0.5561050176620483,0.7009329199790955,-0.34289342164993286","0.46414074301719666,0.9859707355499268,-0.17227067053318024","0.5475372672080994,0.7059019804000854,-0.32097673416137695","0.49392375349998474,0.8751901984214783,0.006591045297682285","0.44523510336875916,0.8615940809249878,-0.0068866172805428505","0.5252031087875366,0.7826292514801025,-0.20377185940742493","0.446408748626709,0.8219467401504517,-0.013886312022805214","0.5140587091445923,0.9714090824127197,-0.17263226211071014","0.4408223032951355,0.9307239055633545,0.15984642505645752","0.5096359252929688,0.9925335645675659,-0.16929958760738373","0.44195348024368286,0.9497843980789185,0.17952395975589752","0.5074254870414734,1.003288984298706,-0.22540664672851562","0.4405193328857422,0.9696638584136963,0.16156025230884552"
-0.5,0.0,"0.46567755937576294,0.6411647796630859,-0.3404805362224579","0.4730375409126282,0.6200147867202759,-0.32978981733322144","0.47805148363113403,0.61875981092453,-0.32999658584594727","0.48224741220474243,0.6176740527153015,-0.3299858868122101","0.4587221145629883,0.6214675307273865,-0.3303823173046112","0.4548191428184509,0.6207205653190613,-0.33061254024505615","0.45115214586257935,0.6197243928909302,-0.33080703020095825","0.48889192938804626,0.6182367205619812,-0.23784670233726501","0.4444390833377838,0.619873583316803,-0.24006369709968567","0.4766450524330139,0.6567978262901306,-0.30147942900657654","0.4573214054107666,0.6571836471557617,-0.3031195104122162","0.5068036317825317,0.677216112613678,-0.17138874530792236","0.4246446490287781,0.6657246947288513,-0.20060332119464874","0.5109761953353882,0.8332220315933228,-0.20263414084911346","0.4343433380126953,0.7455407977104187,-0.30629706382751465","0.5110870003700256,0.9716153740882874,-0.2710556387901306","0.5296765565872192,0.7150019407272339,-0.3963293433189392","0.5163124799728394,1.0102554559707642,-0.2973915934562683","0.5532617568969727,0.712192177772522,-0.4349447786808014","0.49387890100479126,1.003703236579895,-0.31080466508865356","0.5559356808662415,0.7009081840515137,-0.4185667634010315","0.48379844427108765,0.9892218708992004,-0.2773270010948181","0.5467439889907837,0.705884575843811,-0.39199841022491455","0.4970105290412903,0.8718812465667725,0.006338883191347122","0.4452388286590576,0.8604879379272461,-0.006581528577953577","0.5105773210525513,0.8301475644111633,-0.010742024518549442","0.44942742586135864,0.7955518364906311,0.05456027388572693","0.5140851140022278,0.9133837223052979,0.056401848793029785","0.45817938446998596,0.847499430179596,0.17336265742778778","0.5119233727455139,0.9280042052268982,0.06270857155323029","0.45990028977394104,0.8641805052757263,0.18747888505458832","0.5113916397094727,0.9410101771354675,0.03080383874475956","0.4662087857723236,0.8553709387779236,0.17717649042606354"
-0.5,0.0,"0.4656984210014343,0.6391525864601135,-0.4485319256782532","0.4730338156223297,0.6172040104866028,-0.440071165561676","0.47804051637649536,0.6158621311187744,-0.44032031297683716","0.4821698069572449,0.6149981021881104,-0.44031834602355957","0.4586731791496277,0.6189883947372437,-0.44204139709472656","0.45475640892982483,0.6185171604156494,-0.4422854483127594","0.4510802626609802,0.6180107593536377,-0.44248753786087036","0.4888302683830261,0.6152446866035461,-0.3481900691986084","0.4444400370121002,0.618823766708374,-0.3547721803188324","0.4767000079154968,0.6538518667221069,-0.40786832571029663","0.45741525292396545,0.6558043956756592,-0.4109182357788086","0.5115652084350586,0.6774807572364807,-0.27705472707748413","0.4245895743370056,0.6650496125221252,-0.29841822385787964","0.5294157266616821,0.839005708694458,-0.30379271507263184","0.4343283772468567,0.7448837161064148,-0.40636739134788513","0.5186206102371216,0.9647311568260193,-0.37622594833374023","0.529635488986969,0.709626317024231,-0.49140581488609314","0.520060658454895,0.9988519549369812,-0.4116175174713135","0.5531963109970093,0.7054831981658936,-0.5369114279747009","0.5008231997489929,0.990937352180481,-0.4239230155944824","0.5555805563926697,0.6919147968292236,-0.5187402367591858","0.4948139190673828,0.980137288570404,-0.3828212320804596","0.5462490320205688,0.6971209049224854,-0.48700228333473206","0.502532958984375,0.8680837750434875,0.001627169200219214","0.44824695587158203,0.8493219017982483,-0.0018232045695185661","0.5114197134971619,0.8427678346633911,0.11443259567022324","0.45094019174575806,0.80339515209198,0.206187441945076","0.5162082314491272,0.819938600063324,0.3425893783569336","0.4440249800682068,0.8232396245002747,0.40889492630958557","0.5185694694519043,0.8160114884376526,0.3678129017353058","0.4442285895347595,0.8229661583900452,0.4329710900783539","0.51441890001297,0.8386539220809937,0.3832632899284363","0.42886924743652344,0.8175287246704102,0.4534793496131897"
-0.5,0.0,"0.46608299016952515,0.6355385780334473,-0.3711223006248474","0.47303304076194763,0.6132943630218506,-0.3625395894050598","0.47803956270217896,0.6118659377098083,-0.3628092408180237","0.48212799429893494,0.6111810207366943,-0.36284857988357544","0.4586939811706543,0.6156245470046997,-0.36561912298202515","0.45476198196411133,0.615649402141571,-0.36585211753845215","0.45106974244117737,0.6158567070960999,-0.3660275340080261","0.48857274651527405,0.6118853092193604,-0.27793437242507935","0.44432172179222107,0.6178809404373169,-0.28946852684020996","0.4768602252006531,0.6499914526939392,-0.33370018005371094","0.45774251222610474,0.6533820033073425,-0.3382814824581146","0.5160535573959351,0.6795240044593811,-0.2191963642835617","0.4242022633552551,0.6660435199737549,-0.24152807891368866","0.5469558238983154,0.8275477290153503,-0.2335849553346634","0.4358808398246765,0.7441689372062683,-0.35279974341392517","0.5199666619300842,0.9170279502868652,-0.2906038761138916","0.5330013036727905,0.7018157243728638,-0.4481143057346344","0.5184242725372314,0.9462473392486572,-0.31649789214134216","0.5544196367263794,0.6969398260116577,-0.48552951216697693","0.5037766098976135,0.9323770999908447,-0.3239281475543976","0.5562456846237183,0.6807436943054199,-0.46549052000045776","0.5010717511177063,0.9226632118225098,-0.29412809014320374","0.5483402013778687,0.6850124597549438,-0.44230514764785767","0.5059942007064819,0.8686015009880066,-0.004876091144979","0.4513567090034485,0.852413535118103,0.004678170196712017","0.507075846195221,0.9662070274353027,-0.00222990894690156","0.43376272916793823,0.8965781927108765,0.15982279181480408","0.517358660697937,0.8820918798446655,0.1925654113292694","0.45335331559181213,0.8814118504524231,0.2893659770488739","0.521973729133606,0.8771986365318298,0.21588942408561707","0.4576779305934906,0.8754359483718872,0.30556148290634155","0.5157355666160583,0.9072404503822327,0.24516423046588898","0.4467495381832123,0.8874544501304626,0.32658711075782776"
-0.5,0.0,"0.46613579988479614,0.6317862272262573,-0.3358599841594696","0.4727909564971924,0.609879195690155,-0.3245662748813629","0.4777049124240875,0.6083466410636902,-0.32478776574134827","0.48160290718078613,0.6075428128242493,-0.3247676491737366","0.4586905539035797,0.6120396256446838,-0.3277283310890198","0.454778254032135,0.612289309501648,-0.32796362042427063","0.4510801434516907,0.6128119826316833,-0.32814592123031616","0.4879090189933777,0.6080076098442078,-0.2260669767856598","0.44445937871932983,0.6154406666755676,-0.24005810916423798","0.47685757279396057,0.6452406644821167,-0.29341521859169006","0.4582954943180084,0.6495829820632935,-0.2987981140613556","0.5150803327560425,0.6757065653800964,-0.15628615021705627","0.4243076741695404,0.6673471331596375,-0.1959439218044281","0.5473003387451172,0.8063784837722778,-0.2012556791305542","0.44421082735061646,0.7428073287010193,-0.3156059980392456","0.5195074081420898,0.8923510313034058,-0.31323665380477905","0.5365952849388123,0.6933912634849548,-0.43991631269454956","0.5180569291114807,0.9124837517738342,-0.34430941939353943","0.5557620525360107,0.6843346953392029,-0.4882892966270447","0.5037678480148315,0.8949413895606995,-0.3519816994667053","0.5574031472206116,0.6712493896484375,-0.46787142753601074","0.5020980834960938,0.8878501057624817,-0.3175910413265228","0.550382673740387,0.6762352585792542,-0.43534159660339355","0.5081538558006287,0.8790013790130615,0.0014495749492198229","0.4523225724697113,0.8771247863769531,-0.0013255260419100523","0.5091713070869446,1.0546820163726807,0.047579579055309296","0.43626731634140015,1.0284953117370605,-0.027058372274041176","0.5179961323738098,1.169252634048462,0.22917874157428741","0.444080114364624,1.1649024486541748,0.10598424822092056","0.5230590105056763,1.1842999458312988,0.24441365897655487","0.44814333319664,1.1866323947906494,0.11700866371393204","0.5090590119361877,1.2250051498413086,0.19471915066242218","0.4422072470188141,1.214267611503601,0.048301905393600464"
-0.5,0.0,"0.4686047434806824,0.6235586404800415,-0.3150811791419983","0.47352203726768494,0.6042197942733765,-0.304916650056839","0.47820910811424255,0.6030368208885193,-0.3051286041736603","0.48188352584838867,0.6020660996437073,-0.30510494112968445","0.4607544541358948,0.6061003804206848,-0.30855461955070496","0.45687684416770935,0.6060810089111328,-0.3087894320487976","0.45330706238746643,0.6062530279159546,-0.30898618698120117","0.487881600856781,0.6031240820884705,-0.2130911648273468","0.4460999369621277,0.6081887483596802,-0.22940313816070557","0.47781458497047424,0.6360265612602234,-0.27512282133102417","0.460824191570282,0.6404314041137695,-0.2811468243598938","0.5139582753181458,0.6627554297447205,-0.15111318230628967","0.4254359304904938,0.662268877029419,-0.18650707602500916","0.5407236218452454,0.7940458655357361,-0.1944788545370102","0.45007532835006714,0.7371906042098999,-0.30881932377815247","0.514367401599884,0.88139408826828,-0.30104169249534607","0.5392261743545532,0.6820468306541443,-0.4356958866119385","0.5109257102012634,0.9104700088500977,-0.33132511377334595","0.5588980913162231,0.6744335889816284,-0.48405104875564575","0.49890217185020447,0.899907112121582,-0.3396006226539612","0.5607848167419434,0.6623184084892273,-0.4631659984588623","0.4981800615787506,0.8911010026931763,-0.30533891916275024","0.5543826818466187,0.6656885147094727,-0.4308678209781647","0.5101627111434937,0.8766672611236572,0.001758111990056932","0.4534631669521332,0.8754503726959229,-0.0014125090092420578","0.5181779861450195,1.0401471853256226,0.01041939202696085","0.44012174010276794,1.0068773031234741,-0.08455827832221985","0.5269516706466675,1.1640262603759766,0.1813202202320099","0.4496184289455414,1.1478794813156128,0.05092813819646835","0.5326775312423706,1.177146077156067,0.19581277668476105","0.4536343216896057,1.1678653955459595,0.06354741752147675","0.5101562738418579,1.2256042957305908,0.141708105802536","0.4500369429588318,1.2024141550064087,0.0031749375630170107"
-0.5,0.0,"0.47157377004623413,0.6165957450866699,-0.2947748899459839","0.47513899207115173,0.5973998308181763,-0.28491392731666565","0.4794018864631653,0.5957805514335632,-0.28512459993362427","0.483087956905365,0.594640851020813,-0.2851138114929199","0.4633404314517975,0.5995398759841919,-0.28830793499946594","0.45957741141319275,0.5994811654090881,-0.2885423004627228","0.4559183120727539,0.5994680523872375,-0.2887282371520996","0.4880290925502777,0.5955918431282043,-0.20027616620063782","0.4486062526702881,0.600669801235199,-0.2149844914674759","0.4797826409339905,0.6284833550453186,-0.257668137550354","0.4642895758152008,0.6323370337486267,-0.26323387026786804","0.514944314956665,0.6595761775970459,-0.13976432383060455","0.42788177728652954,0.6569535732269287,-0.18130972981452942","0.5385149717330933,0.7913133502006531,-0.17081698775291443","0.45420828461647034,0.7249625325202942,-0.29079166054725647","0.5088092088699341,0.8811929225921631,-0.2639264464378357","0.5417270660400391,0.6737609505653381,-0.3970346450805664","0.5041559934616089,0.9116122126579285,-0.2922824025154114","0.5609466433525085,0.6654564738273621,-0.4395376741886139","0.49476951360702515,0.9047058820724487,-0.29983803629875183","0.5636487603187561,0.6525865197181702,-0.4191990792751312","0.49461036920547485,0.895098090171814,-0.2687894403934479","0.5581923723220825,0.6563563346862793,-0.39165523648262024","0.5094161629676819,0.8762731552124023,0.007525595370680094","0.45304909348487854,0.8733978867530823,-0.007336235139518976","0.5246623754501343,0.9815934300422668,-0.02165290340781212","0.4416746497154236,0.9625527262687683,-0.0911189466714859","0.5252227783203125,1.0801112651824951,0.16063760221004486","0.45344558358192444,1.0661652088165283,0.07405751198530197","0.5304447412490845,1.0911080837249756,0.17875342071056366","0.45709386467933655,1.082944631576538,0.08902088552713394","0.5107679963111877,1.1295831203460693,0.15752802789211273","0.45472756028175354,1.1066638231277466,0.024961281567811966"
