az,el,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
-0.5,0.0,"0.4809642434120178,0.28162631392478943,-0.11146064102649689","0.48602333664894104,0.2619677782058716,-0.08641216903924942","0.4913305342197418,0.26085683703422546,-0.08663616329431534","0.4967476427555084,0.26024919748306274,-0.08666039258241653","0.4736088812351227,0.2662333846092224,-0.0957016721367836","0.4704661965370178,0.2681923806667328,-0.09608633071184158","0.4662784934043884,0.2709280252456665,-0.0964123085141182","0.5050441026687622,0.267238050699234,0.03630944713950157","0.46457141637802124,0.2819327414035797,-0.00447089271619916","0.4934678077697754,0.2990010976791382,-0.06275976449251175","0.4762299656867981,0.30323413014411926,-0.07629136741161346","0.5470885634422302,0.3957602083683014,0.12763166427612305","0.45026320219039917,0.3762320280075073,-0.03128569573163986","0.5627150535583496,0.5153053998947144,0.22769756615161896","0.5152173042297363,0.41792190074920654,-0.14660081267356873","0.5597074031829834,0.6170605421066284,0.22583933174610138","0.6155287027359009,0.38022640347480774,-0.2655439078807831","0.5555098056793213,0.6565583348274231,0.22466924786567688","0.6420612335205078,0.3820132911205292,-0.3220978379249573","0.5486250519752502,0.6503022313117981,0.19221965968608856","0.6464065909385681,0.37609779834747314,-0.2999061346054077","0.547096848487854,0.6349984407424927,0.21429121494293213","0.637839138507843,0.3793681561946869,-0.26030564308166504","0.528822124004364,0.693962812423706,0.027107689529657364","0.4650178849697113,0.6955284476280212,-0.027225207537412643","0.5253472328186035,0.9439730048179626,-0.0016193765914067626","0.4783092141151428,0.9462936520576477,-0.01098605152219534","0.5235337615013123,1.1312766075134277,0.18305422365665436","0.47828736901283264,1.12101411819458,0.16293689608573914","0.5254298448562622,1.1545367240905762,0.1974269449710846","0.4853998124599457,1.1556341648101807,0.17767086625099182","0.5067858695983887,1.1916496753692627,0.1197790652513504","0.46497759222984314,1.1693384647369385,0.09920185804367065"
-0.5,0.0,"0.48093461990356445,0.2824711203575134,-0.13331817090511322","0.4860285818576813,0.2625904977321625,-0.10827258974313736","0.49133580923080444,0.2615874111652374,-0.10854984819889069","0.4967120587825775,0.2610430121421814,-0.1085529699921608","0.47361913323402405,0.2666880786418915,-0.11690773814916611","0.4704762399196625,0.268645316362381,-0.11733522266149521","0.46630412340164185,0.2711752653121948,-0.11767573654651642","0.5053154826164246,0.2687828838825226,0.018386440351605415","0.46502286195755005,0.28219908475875854,-0.019838005304336548","0.4934040904045105,0.29969125986099243,-0.08260904252529144","0.476184606552124,0.30371198058128357,-0.09562243521213531","0.5471720695495605,0.394893616437912,0.11695100367069244","0.4503430724143982,0.37683507800102234,-0.045614372938871384","0.562913715839386,0.5207042098045349,0.20423808693885803","0.5163211226463318,0.4180275797843933,-0.16451020538806915","0.5597063302993774,0.6207190752029419,0.17422553896903992","0.616359531879425,0.38250142335891724,-0.2960143983364105","0.5550899505615234,0.6581186652183533,0.16886557638645172","0.6429834365844727,0.38322338461875916,-0.35676074028015137","0.5478345155715942,0.6515613198280334,0.1348402351140976","0.6467578411102295,0.37787187099456787,-0.33618631958961487","0.5467119812965393,0.637094259262085,0.1613752543926239","0.6386574506759644,0.3811531960964203,-0.2920799255371094","0.5289022326469421,0.7087562680244446,0.027725914493203163","0.46503329277038574,0.7132232785224915,-0.02785073220729828","0.5255979299545288,0.9490023255348206,-0.0017241990426555276","0.4783097207546234,0.947204053401947,0.009950387291610241","0.5235660076141357,1.147630214691162,0.18284328281879425","0.4800833761692047,1.137277603149414,0.17349320650100708","0.525067150592804,1.1709802150726318,0.19701668620109558","0.485877126455307,1.1719768047332764,0.18625006079673767","0.5089195966720581,1.212134838104248,0.11382336914539337","0.47415024042129517,1.18973970413208,0.09908832609653473"
-0.5,0.0,"0.4821341633796692,0.28245213627815247,-0.17549549043178558","0.48722806572914124,0.26259490847587585,-0.15054094791412354","0.4925604462623596,0.2616914212703705,-0.15085481107234955","0.4976109564304352,0.2612968385219574,-0.1508621722459793","0.47431403398513794,0.26637470722198486,-0.16113360226154327","0.4710997939109802,0.268269419670105,-0.16158989071846008","0.4671994745731354,0.27070656418800354,-0.1619645059108734","0.5058319568634033,0.269758403301239,-0.021304601803421974","0.4654785692691803,0.2819094657897949,-0.06852447241544724","0.49400800466537476,0.2997736930847168,-0.12331151962280273","0.4765322208404541,0.3035871386528015,-0.13899464905261993","0.5475189685821533,0.3948844075202942,0.09027664363384247","0.4503409266471863,0.3769133687019348,-0.08177688717842102","0.5657292604446411,0.5258384943008423,0.20988373458385468","0.5180898904800415,0.4196617007255554,-0.1791420429944992","0.560348391532898,0.6213956475257874,0.20239630341529846","0.6167904138565063,0.3881703317165375,-0.2963685691356659","0.5550848841667175,0.6585347652435303,0.20588979125022888","0.6431642770767212,0.39001625776290894,-0.3546997010707855","0.5477613806724548,0.6517660617828369,0.16540978848934174","0.6469079256057739,0.38587990403175354,-0.3364716172218323","0.5467127561569214,0.6376211643218994,0.1882709264755249","0.638981819152832,0.38796886801719666,-0.2928752303123474","0.5291259288787842,0.7164514064788818,0.027745693922042847","0.4651278853416443,0.7211845517158508,-0.027871232479810715","0.525697648525238,0.9512877464294434,5.747684554080479e-05","0.4783173203468323,0.9475761651992798,0.03676983341574669","0.523777186870575,1.153789758682251,0.18766900897026062","0.48065075278282166,1.135868787765503,0.23417159914970398","0.5247892737388611,1.1781057119369507,0.20184585452079773","0.4863031506538391,1.1703519821166992,0.25042954087257385","0.512580394744873,1.2178540229797363,0.11516998708248138","0.4740065634250641,1.1880120038986206,0.16555637121200562"
-0.5,0.0,"0.482811838388443,0.2824081480503082,-0.15846304595470428","0.4886491298675537,0.26247653365135193,-0.13344283401966095","0.494178831577301,0.2616572976112366,-0.13374149799346924","0.49915990233421326,0.26130804419517517,-0.1337461769580841","0.47491350769996643,0.26610156893730164,-0.14345306158065796","0.47162455320358276,0.26804664731025696,-0.14389973878860474","0.46813297271728516,0.2704434394836426,-0.1442635953426361","0.5068710446357727,0.2705341577529907,-0.006437753792852163","0.4662397801876068,0.28180330991744995,-0.05098526552319527","0.49475041031837463,0.299958735704422,-0.10740767419338226","0.47688812017440796,0.3035311996936798,-0.12230555713176727","0.5480725765228271,0.396517813205719,0.09839077293872833","0.4503416121006012,0.3767842650413513,-0.06876489520072937","0.5668917894363403,0.5329691171646118,0.21264663338661194","0.5184635519981384,0.4214136004447937,-0.1714346706867218","0.5594543218612671,0.6323816776275635,0.20668211579322815","0.6172491312026978,0.39357152581214905,-0.28836923837661743","0.5539156198501587,0.672109067440033,0.20829501748085022","0.6436890363693237,0.3958342373371124,-0.3440529704093933","0.546139121055603,0.6656937599182129,0.17070400714874268","0.647323727607727,0.39219483733177185,-0.32958224415779114","0.5452228784561157,0.6520678400993347,0.19350622594356537","0.6394495964050293,0.3943127989768982,-0.2857586145401001","0.5299766659736633,0.7175270318984985,0.027542313560843468","0.46580934524536133,0.7220063209533691,-0.027669470757246017","0.5262407064437866,0.9538716077804565,-0.0016450751572847366","0.4783335328102112,0.9500359296798706,0.033074378967285156","0.526947557926178,1.1599749326705933,0.16940757632255554","0.4812278151512146,1.1406606435775757,0.2209399938583374","0.5267343521118164,1.1851297616958618,0.1816454827785492","0.48648756742477417,1.1745033264160156,0.2364325076341629","0.5180917382240295,1.2242796421051025,0.09499740600585938","0.47647857666015625,1.195735216140747,0.15331877768039703"
-0.5,0.0,"0.48368901014328003,0.2821348309516907,-0.22045233845710754","0.48983725905418396,0.26174208521842957,-0.19560053944587708","0.4953311085700989,0.26101964712142944,-0.19593913853168488","0.5003243684768677,0.2609289884567261,-0.1959410458803177","0.4756624102592468,0.26532623171806335,-0.20614847540855408","0.47208642959594727,0.26744142174720764,-0.20660531520843506","0.4688699245452881,0.26981067657470703,-0.2069767713546753","0.5077441334724426,0.27058687806129456,-0.06200890988111496","0.46695590019226074,0.2815956473350525,-0.10901083797216415","0.495810329914093,0.29998281598091125,-0.1664910614490509","0.47766828536987305,0.30336809158325195,-0.18214257061481476","0.5493306517601013,0.39692625403404236,0.05534026026725769","0.45039525628089905,0.3767435848712921,-0.11610253900289536","0.5690568685531616,0.5323920249938965,0.17043961584568024","0.5183111429214478,0.4224432110786438,-0.223169207572937","0.560234546661377,0.6356174945831299,0.15117160975933075","0.6174705624580383,0.3939022123813629,-0.3512806296348572","0.5544038414955139,0.6779067516326904,0.1472315937280655","0.6439389586448669,0.397026389837265,-0.4129575192928314","0.5461576581001282,0.671172559261322,0.10846197605133057","0.6476752161979675,0.3926495909690857,-0.39553120732307434","0.545249879360199,0.6567328572273254,0.1370624452829361","0.6398565173149109,0.39401206374168396,-0.3481805622577667","0.5309932827949524,0.7200496196746826,0.02767515555024147","0.4662601351737976,0.725468099117279,-0.02780984342098236","0.5263664722442627,0.9545432329177856,-0.0024020264390856028","0.47869235277175903,0.9525170922279358,0.02868030034005642","0.5279426574707031,1.1609240770339966,0.1716952621936798","0.4822355806827545,1.143744707107544,0.2120022028684616","0.5275281667709351,1.184804916381836,0.18465158343315125","0.48740655183792114,1.1778820753097534,0.2266329973936081","0.5188477635383606,1.2247225046157837,0.09938034415245056","0.4764726161956787,1.198948860168457,0.14019708335399628"
-0.5,0.0,"0.4838929772377014,0.28219571709632874,-0.1857445389032364","0.4898725152015686,0.26163217425346375,-0.16169656813144684","0.49529552459716797,0.26093408465385437,-0.1619378924369812","0.5002878904342651,0.2608901858329773,-0.16197781264781952","0.4758981764316559,0.265323668718338,-0.17039409279823303","0.47228574752807617,0.26744091510772705,-0.17079779505729675","0.4692043364048004,0.2697722017765045,-0.1711345762014389","0.5079723596572876,0.27086666226387024,-0.03645976632833481","0.4673640727996826,0.28152841329574585,-0.07443545758724213","0.4960433542728424,0.30034491419792175,-0.13540586829185486","0.4778878688812256,0.30344951152801514,-0.14824733138084412","0.5496736168861389,0.3969219923019409,0.06164024397730827","0.45039287209510803,0.37691476941108704,-0.08858148008584976","0.5696339011192322,0.5326646566390991,0.18809540569782257","0.5175464749336243,0.4225732088088989,-0.19741670787334442","0.5602332353591919,0.6347974538803101,0.16464363038539886","0.617852509021759,0.3937886953353882,-0.3200874328613281","0.5535814762115479,0.6761126518249512,0.15981969237327576","0.644394040107727,0.39689528942108154,-0.37965694069862366","0.5454444885253906,0.6698147654533386,0.12403957545757294","0.6480764150619507,0.39196616411209106,-0.3600829243659973","0.5449838638305664,0.6555569171905518,0.15124455094337463","0.6401710510253906,0.3933350443840027,-0.3161177337169647","0.532021164894104,0.7191563248634338,0.029796600341796875","0.46653491258621216,0.7256826758384705,-0.02992977760732174","0.5265239477157593,0.9553484320640564,0.018093666061758995","0.4790413975715637,0.9543886780738831,0.026659274473786354","0.5300433039665222,1.1605987548828125,0.22040879726409912","0.48240891098976135,1.1552413702011108,0.2060888558626175","0.5296562910079956,1.1838879585266113,0.2359999716281891","0.48754915595054626,1.1909337043762207,0.2203936129808426","0.5200904011726379,1.2239770889282227,0.1525416225194931","0.4757939875125885,1.209446668624878,0.13476575911045074"
-0.5,0.0,"0.48392391204833984,0.28219425678253174,-0.18251687288284302","0.48986560106277466,0.26135167479515076,-0.15694884955883026","0.49526700377464294,0.26066824793815613,-0.1572599709033966","0.5002739429473877,0.26071223616600037,-0.15726256370544434","0.47601956129074097,0.26527613401412964,-0.16789808869361877","0.47239717841148376,0.2674008905887604,-0.16833551228046417","0.46936672925949097,0.26962679624557495,-0.1686978042125702","0.5082331895828247,0.2709684371948242,-0.026625003665685654","0.4677448272705078,0.2812545895576477,-0.07516434788703918","0.49615177512168884,0.3004072904586792,-0.1301269829273224","0.4779151380062103,0.303429514169693,-0.14622841775417328","0.5498288869857788,0.39699551463127136,0.07829970121383667","0.45032864809036255,0.37754300236701965,-0.09672549366950989","0.5698325037956238,0.5323909521102905,0.1830510050058365","0.5175284743309021,0.42268213629722595,-0.21077802777290344","0.5603517293930054,0.6375955939292908,0.14676158130168915","0.6178802251815796,0.39340341091156006,-0.33771586418151855","0.5537128448486328,0.6786817908287048,0.14015083014965057","0.644419252872467,0.3966388404369354,-0.40182170271873474","0.5454836487770081,0.6712871789932251,0.10240749269723892","0.6482083797454834,0.39139536023139954,-0.3818035125732422","0.5449637174606323,0.6561489701271057,0.13228332996368408","0.6402572393417358,0.3928171694278717,-0.3338833153247833","0.5328385829925537,0.7239448428153992,0.031548283994197845","0.46709829568862915,0.731188952922821,-0.031686075031757355","0.5266110301017761,0.9567881226539612,0.031927689909935","0.4791317880153656,0.9564908146858215,0.028229599818587303","0.5314540863037109,1.162415623664856,0.24230296909809113","0.48236942291259766,1.1581265926361084,0.21700946986675262","0.5313441157341003,1.1857712268829346,0.25834718346595764","0.4875721037387848,1.1936835050582886,0.23199641704559326","0.5210002660751343,1.2251042127609253,0.17207549512386322","0.47557035088539124,1.211151123046875,0.14038404822349548"
-0.5,0.0,"0.4839704632759094,0.2821567952632904,-0.20033958554267883","0.4898928999900818,0.2609485387802124,-0.1752878725528717","0.4952627122402191,0.2602994441986084,-0.17562957108020782","0.5002669095993042,0.26042261719703674,-0.17563657462596893","0.4761083126068115,0.2651181221008301,-0.18651437759399414","0.4724550247192383,0.26729321479797363,-0.18697454035282135","0.4694559574127197,0.2694627046585083,-0.18735289573669434","0.5083420276641846,0.27096107602119446,-0.044669270515441895","0.4678816795349121,0.28097283840179443,-0.09470854699611664","0.49620747566223145,0.300427109003067,-0.14754292368888855","0.4779438376426697,0.30340445041656494,-0.16409632563591003","0.5498778820037842,0.3968430757522583,0.06912114471197128","0.4502527713775635,0.37789997458457947,-0.11330332607030869","0.5715924501419067,0.5320735573768616,0.18014974892139435","0.5175657868385315,0.42380574345588684,-0.21968433260917664","0.5616883039474487,0.6369980573654175,0.15846416354179382","0.6189552545547485,0.39350154995918274,-0.3388387858867645","0.554277777671814,0.6782187819480896,0.15486444532871246","0.6452574729919434,0.39665451645851135,-0.4009544849395752","0.5460190773010254,0.6700878143310547,0.11756124347448349","0.6489119529724121,0.39126256108283997,-0.3817703127861023","0.5457535982131958,0.6548673510551453,0.14469197392463684","0.6409738659858704,0.39259055256843567,-0.3350791335105896","0.5338424444198608,0.7257861495018005,0.032363660633563995","0.4675413966178894,0.7327172160148621,-0.032513897866010666","0.5266973972320557,0.9565584659576416,0.02364163286983967","0.4793314039707184,0.9577494263648987,0.03196297213435173","0.5312768220901489,1.1694914102554321,0.2259281873703003","0.4823412299156189,1.1602625846862793,0.21897980570793152","0.5310798287391663,1.1945245265960693,0.24293556809425354","0.4874142110347748,1.1965519189834595,0.23342664539813995","0.5220040082931519,1.2302203178405762,0.15563341975212097","0.47517409920692444,1.2116249799728394,0.13987486064434052"
-0.5,0.0,"0.4839865565299988,0.2812747657299042,-0.19604751467704773","0.48986998200416565,0.2597229778766632,-0.1707809567451477","0.4952318072319031,0.259237140417099,-0.17112526297569275","0.5002354383468628,0.25946950912475586,-0.17113147675991058","0.4761022627353668,0.2637351453304291,-0.18139617145061493","0.47245317697525024,0.2660299837589264,-0.18185371160507202","0.46944189071655273,0.26825085282325745,-0.1822342574596405","0.5083662271499634,0.27070319652557373,-0.04071119800209999","0.4678708612918854,0.2801326513290405,-0.08793292194604874","0.4962771534919739,0.3001610338687897,-0.1437271535396576","0.47794240713119507,0.3029676079750061,-0.15945033729076385","0.5499858856201172,0.3960375189781189,0.06792984902858734","0.44991397857666016,0.37815776467323303,-0.10551299154758453","0.572340726852417,0.531987190246582,0.171946719288826","0.51665198802948,0.4240477383136749,-0.21539995074272156","0.5624179244041443,0.6365199685096741,0.14627715945243835","0.6185961961746216,0.3932879865169525,-0.34063345193862915","0.5545085072517395,0.6776948571205139,0.14164844155311584","0.6435197591781616,0.3964250385761261,-0.40302786231040955","0.5463451147079468,0.6692071557044983,0.1041790023446083","0.6476118564605713,0.3909490704536438,-0.38372719287872314","0.5462740659713745,0.6541056036949158,0.13233447074890137","0.6402309536933899,0.392324835062027,-0.3370066285133362","0.5346875786781311,0.725648045539856,0.03210115805268288","0.46797728538513184,0.7323305606842041,-0.03225857764482498","0.5267108678817749,0.9571452736854553,0.021869532763957977","0.47974950075149536,0.9591146111488342,0.03611359745264053","0.5308915376663208,1.1682515144348145,0.22092831134796143","0.4822728633880615,1.1593550443649292,0.22181609272956848","0.5303298830986023,1.1927939653396606,0.2362886667251587","0.4873296618461609,1.1953716278076172,0.23632493615150452","0.5214090943336487,1.2294996976852417,0.14979508519172668","0.4731634259223938,1.210748314857483,0.14507195353507996"
-0.5,0.0,"0.48518529534339905,0.27930396795272827,-0.18613851070404053","0.49131327867507935,0.2576572895050049,-0.1609475314617157","0.4967045783996582,0.2572435140609741,-0.161274254322052","0.5020033121109009,0.25790491700172424,-0.16128109395503998","0.4775148332118988,0.26114070415496826,-0.17139901220798492","0.4731053411960602,0.2636232078075409,-0.17184410989284515","0.46998533606529236,0.26596689224243164,-0.17221324145793915","0.5094982981681824,0.27005258202552795,-0.03361630067229271","0.4683333933353424,0.2788017988204956,-0.0782637745141983","0.49764007329940796,0.2991620898246765,-0.1345081627368927","0.47915220260620117,0.3017798662185669,-0.1497226357460022","0.5517474412918091,0.3960360288619995,0.06723926961421967","0.44935426115989685,0.378805935382843,-0.09772305190563202","0.5730018019676208,0.5361911058425903,0.1650293618440628","0.5147159695625305,0.4311057925224304,-0.20710866153240204","0.5616365671157837,0.6386644840240479,0.14582276344299316","0.6098753213882446,0.3867448568344116,-0.3307132124900818","0.553483784198761,0.6788977980613708,0.14289024472236633","0.633944034576416,0.3854743242263794,-0.391790509223938","0.5451149344444275,0.6694530248641968,0.107923723757267","0.6353893280029297,0.37928086519241333,-0.3721330761909485","0.5453677773475647,0.6545947194099426,0.133147731423378","0.6285448670387268,0.3826294243335724,-0.32686859369277954","0.5353302955627441,0.7263399958610535,0.03028622269630432","0.4682721197605133,0.7329875230789185,-0.030447328463196754","0.5269021391868591,0.9570130109786987,0.020755764096975327","0.48007649183273315,0.9599013328552246,0.034389130771160126","0.5306898355484009,1.170502781867981,0.1904386729001999","0.4822513461112976,1.165573000907898,0.19541017711162567","0.5301987528800964,1.195246934890747,0.2020883560180664","0.4872569143772125,1.2027453184127808,0.20619186758995056","0.5208492279052734,1.2327042818069458,0.11476460844278336","0.47307366132736206,1.2195963859558105,0.11331464350223541"
